"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ASUNCION (000)",92,11,81
"Sin nivel (001)",17,1,16
"Primaria (003)",28,,28
"Secundaria (004)",32,8,24
"Superior no univ. incompleta (005)",1,,1
"Superior no univ. completa (006)",5,,5
"Superior univ. incompleta (007)",4,2,2
"Superior univ. completa (008)",5,,5
"De 14 a 29 años (010)",39,10,29
"Sin nivel (011)",1,,1
"Primaria (013)",6,,6
"Secundaria (014)",25,8,17
"Superior no univ. completa (016)",1,,1
"Superior univ. incompleta (017)",3,2,1
"Superior univ. completa (018)",3,,3
"De 30 a 44 años (020)",33,1,32
"Sin nivel (021)",7,1,6
"Primaria (023)",14,,14
"Secundaria (024)",5,,5
"Superior no univ. incompleta (025)",1,,1
"Superior no univ. completa (026)",4,,4
"Superior univ. completa (028)",2,,2
"De 45 a 64 años (030)",13,,13
"Sin nivel (031)",5,,5
"Primaria (033)",6,,6
"Secundaria (034)",1,,1
"Superior univ. incompleta (037)",1,,1
"De 65 y más años (040)",7,,7
"Sin nivel (041)",4,,4
"Primaria (043)",2,,2
"Secundaria (044)",1,,1
,,,
"AREA URBANA (050)",26,1,25
"Sin nivel (051)",1,,1
"Primaria (053)",7,,7
"Secundaria (054)",8,,8
"Superior no univ. incompleta (055)",1,,1
"Superior no univ. completa (056)",3,,3
"Superior univ. incompleta (057)",3,1,2
"Superior univ. completa (058)",3,,3
"De 14 a 29 años (060)",12,1,11
"Primaria (063)",3,,3
"Secundaria (064)",5,,5
"Superior univ. incompleta (067)",2,1,1
"Superior univ. completa (068)",2,,2
"De 30 a 44 años (070)",10,,10
"Primaria (073)",3,,3
"Secundaria (074)",2,,2
"Superior no univ. incompleta (075)",1,,1
"Superior no univ. completa (076)",3,,3
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",2,,2
"Sin nivel (081)",1,,1
"Superior univ. incompleta (087)",1,,1
"De 65 y más años (090)",2,,2
"Primaria (093)",1,,1
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",66,10,56
"Sin nivel (101)",16,1,15
"Primaria (103)",21,,21
"Secundaria (104)",24,8,16
"Superior no univ. completa (106)",2,,2
"Superior univ. incompleta (107)",1,1,
"Superior univ. completa (108)",2,,2
"De 14 a 29 años (110)",27,9,18
"Sin nivel (111)",1,,1
"Primaria (113)",3,,3
"Secundaria (114)",20,8,12
"Superior no univ. completa (116)",1,,1
"Superior univ. incompleta (117)",1,1,
"Superior univ. completa (118)",1,,1
"De 30 a 44 años (120)",23,1,22
"Sin nivel (121)",7,1,6
"Primaria (123)",11,,11
"Secundaria (124)",3,,3
"Superior no univ. completa (126)",1,,1
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",11,,11
"Sin nivel (131)",4,,4
"Primaria (133)",6,,6
"Secundaria (134)",1,,1
"De 65 y más años (140)",5,,5
"Sin nivel (141)",4,,4
"Primaria (143)",1,,1
