"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia EL COLLAO (000)",31442,3611,31,11459,11978,1059,1451,553,1300
"Empleado (001)",2598,14,1,92,456,294,714,183,844
"Obrero (002)",1249,47,2,376,663,59,49,25,28
"Trabajador independiente (003)",19995,2425,11,8004,7770,569,572,286,358
"Empleador o patrono (004)",140,13,,32,59,10,8,5,13
"Trabajador familiar no remunerado (005)",7345,1108,17,2922,2970,120,105,50,53
"Trabajador del hogar (006)",115,4,,33,60,7,3,4,4
"Hombres (008)",18752,1047,17,6495,8034,763,1019,409,968
"Empleado (009)",1926,3,1,57,339,232,505,143,646
"Obrero (010)",1066,22,1,301,594,55,47,21,25
"Trabajador independiente (011)",13334,945,8,5456,5667,395,401,211,251
"Empleador o patrono (012)",107,8,,22,48,7,8,4,10
"Trabajador familiar no remunerado (013)",2304,69,7,656,1376,73,58,29,36
"Trabajador del hogar (014)",15,,,3,10,1,,1,
"Mujeres (016)",12690,2564,14,4964,3944,296,432,144,332
"Empleado (017)",672,11,,35,117,62,209,40,198
"Obrero (018)",183,25,1,75,69,4,2,4,3
"Trabajador independiente (019)",6661,1480,3,2548,2103,174,171,75,107
"Empleador o patrono (020)",33,5,,10,11,3,,1,3
"Trabajador familiar no remunerado (021)",5041,1039,10,2266,1594,47,47,21,17
"Trabajador del hogar (022)",100,4,,30,50,6,3,3,4
,,,,,,,,,
"URBANA (024)",9191,399,16,2130,3637,686,970,372,981
"Empleado (025)",2057,12,1,71,330,250,568,144,681
"Obrero (026)",661,20,2,173,346,44,35,21,20
"Trabajador independiente (027)",5323,308,6,1494,2446,334,321,172,242
"Empleador o patrono (028)",89,,,19,41,8,5,5,11
"Trabajador familiar no remunerado (029)",987,55,7,353,438,44,38,28,24
"Trabajador del hogar (030)",74,4,,20,36,6,3,2,3
"Hombres (032)",5386,97,10,1027,2214,463,632,251,692
"Empleado (033)",1468,3,1,42,233,201,387,106,495
"Obrero (034)",554,9,1,129,305,42,33,18,17
"Trabajador independiente (035)",2948,81,4,746,1459,197,195,109,157
"Empleador o patrono (036)",65,,,11,31,6,5,4,8
"Trabajador familiar no remunerado (037)",338,4,4,96,178,16,12,13,15
"Trabajador del hogar (038)",13,,,3,8,1,,1,
"Mujeres (040)",3805,302,6,1103,1423,223,338,121,289
"Empleado (041)",589,9,,29,97,49,181,38,186
"Obrero (042)",107,11,1,44,41,2,2,3,3
"Trabajador independiente (043)",2375,227,2,748,987,137,126,63,85
"Empleador o patrono (044)",24,,,8,10,2,,1,3
"Trabajador familiar no remunerado (045)",649,51,3,257,260,28,26,15,9
"Trabajador del hogar (046)",61,4,,17,28,5,3,1,3
,,,,,,,,,
"RURAL (048)",22251,3212,15,9329,8341,373,481,181,319
"Empleado (049)",541,2,,21,126,44,146,39,163
"Obrero (050)",588,27,,203,317,15,14,4,8
"Trabajador independiente (051)",14672,2117,5,6510,5324,235,251,114,116
"Empleador o patrono (052)",51,13,,13,18,2,3,,2
"Trabajador familiar no remunerado (053)",6358,1053,10,2569,2532,76,67,22,29
"Trabajador del hogar (054)",41,,,13,24,1,,2,1
"Hombres (056)",13366,950,7,5468,5820,300,387,158,276
"Empleado (057)",458,,,15,106,31,118,37,151
"Obrero (058)",512,13,,172,289,13,14,3,8
"Trabajador independiente (059)",10386,864,4,4710,4208,198,206,102,94
"Empleador o patrono (060)",42,8,,11,17,1,3,,2
"Trabajador familiar no remunerado (061)",1966,65,3,560,1198,57,46,16,21
"Trabajador del hogar (062)",2,,,,2,,,,
"Mujeres (064)",8885,2262,8,3861,2521,73,94,23,43
"Empleado (065)",83,2,,6,20,13,28,2,12
"Obrero (066)",76,14,,31,28,2,,1,
"Trabajador independiente (067)",4286,1253,1,1800,1116,37,45,12,22
"Empleador o patrono (068)",9,5,,2,1,1,,,
"Trabajador familiar no remunerado (069)",4392,988,7,2009,1334,19,21,6,8
"Trabajador del hogar (070)",39,,,13,22,1,,2,1
