"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia MARAÑON",,,,,,,
"Viviendas particulares (001)",6103,388,102,49,5280,155,129
"Ocupantes presentes (002)",26556,1437,422,188,23402,554,553
"Casa independiente",,,,,,,
"Viviendas particulares (004)",5333,355,81,41,4624,137,95
"Ocupantes presentes (005)",23827,1320,335,163,21079,503,427
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",5,3,,,1,,1
"Ocupantes presentes (014)",23,14,,,4,,5
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",756,29,21,8,649,17,32
"Ocupantes presentes (017)",2673,99,87,25,2298,44,120
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,1,,,,,
"Ocupantes presentes (020)",4,4,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",4,,,,2,1,1
"Ocupantes presentes (023)",15,,,,7,7,1
"Otro tipo",,,,,,,
"Viviendas particulares (025)",4,,,,4,,
"Ocupantes presentes (026)",14,,,,14,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",847,162,1,5,638,19,22
"Ocupantes presentes (029)",3943,611,4,33,3127,66,102
"Casa independiente",,,,,,,
"Viviendas particulares (031)",840,158,1,5,637,19,20
"Ocupantes presentes (032)",3915,593,4,33,3123,66,96
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",5,3,,,1,,1
"Ocupantes presentes (041)",23,14,,,4,,5
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,1,,,,,
"Ocupantes presentes (047)",4,4,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",1,,,,,,1
"Ocupantes presentes (050)",1,,,,,,1
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",5256,226,101,44,4642,136,107
"Ocupantes presentes (056)",22613,826,418,155,20275,488,451
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4493,197,80,36,3987,118,75
"Ocupantes presentes (059)",19912,727,331,130,17956,437,331
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",756,29,21,8,649,17,32
"Ocupantes presentes (071)",2673,99,87,25,2298,44,120
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,,,,2,1,
"Ocupantes presentes (077)",14,,,,7,7,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",4,,,,4,,
"Ocupantes presentes (080)",14,,,,14,,
