"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia EL COLLAO (000)",1903,756,1147
"Sin nivel (001)",61,10,51
"Primaria (003)",437,119,318
"Secundaria (004)",1028,450,578
"Superior no univ. incompleta (005)",108,53,55
"Superior no univ. completa (006)",125,54,71
"Superior univ. incompleta (007)",34,17,17
"Superior univ. completa (008)",110,53,57
"De 14 a 29 años (010)",1031,579,452
"Sin nivel (011)",5,2,3
"Primaria (013)",118,73,45
"Secundaria (014)",683,371,312
"Superior no univ. incompleta (015)",67,41,26
"Superior no univ. completa (016)",75,43,32
"Superior univ. incompleta (017)",23,13,10
"Superior univ. completa (018)",60,36,24
"De 30 a 44 años (020)",505,145,360
"Sin nivel (021)",9,5,4
"Primaria (023)",108,32,76
"Secundaria (024)",252,66,186
"Superior no univ. incompleta (025)",35,10,25
"Superior no univ. completa (026)",44,11,33
"Superior univ. incompleta (027)",11,4,7
"Superior univ. completa (028)",46,17,29
"De 45 a 64 años (030)",290,32,258
"Sin nivel (031)",24,3,21
"Primaria (033)",166,14,152
"Secundaria (034)",84,13,71
"Superior no univ. incompleta (035)",6,2,4
"Superior no univ. completa (036)",6,,6
"Superior univ. completa (038)",4,,4
"De 65 y más años (040)",77,,77
"Sin nivel (041)",23,,23
"Primaria (043)",45,,45
"Secundaria (044)",9,,9
,,,
"AREA URBANA (050)",720,245,475
"Sin nivel (051)",16,5,11
"Primaria (053)",134,26,108
"Secundaria (054)",329,108,221
"Superior no univ. incompleta (055)",64,29,35
"Superior no univ. completa (056)",70,31,39
"Superior univ. incompleta (057)",28,12,16
"Superior univ. completa (058)",79,34,45
"De 14 a 29 años (060)",367,176,191
"Sin nivel (061)",1,,1
"Primaria (063)",28,15,13
"Secundaria (064)",195,80,115
"Superior no univ. incompleta (065)",34,21,13
"Superior no univ. completa (066)",46,26,20
"Superior univ. incompleta (067)",19,10,9
"Superior univ. completa (068)",44,24,20
"De 30 a 44 años (070)",234,57,177
"Sin nivel (071)",4,2,2
"Primaria (073)",40,8,32
"Secundaria (074)",102,24,78
"Superior no univ. incompleta (075)",25,6,19
"Superior no univ. completa (076)",22,5,17
"Superior univ. incompleta (077)",9,2,7
"Superior univ. completa (078)",32,10,22
"De 45 a 64 años (080)",102,12,90
"Sin nivel (081)",8,3,5
"Primaria (083)",57,3,54
"Secundaria (084)",27,4,23
"Superior no univ. incompleta (085)",5,2,3
"Superior no univ. completa (086)",2,,2
"Superior univ. completa (088)",3,,3
"De 65 y más años (090)",17,,17
"Sin nivel (091)",3,,3
"Primaria (093)",9,,9
"Secundaria (094)",5,,5
,,,
"AREA RURAL (100)",1183,511,672
"Sin nivel (101)",45,5,40
"Primaria (103)",303,93,210
"Secundaria (104)",699,342,357
"Superior no univ. incompleta (105)",44,24,20
"Superior no univ. completa (106)",55,23,32
"Superior univ. incompleta (107)",6,5,1
"Superior univ. completa (108)",31,19,12
"De 14 a 29 años (110)",664,403,261
"Sin nivel (111)",4,2,2
"Primaria (113)",90,58,32
"Secundaria (114)",488,291,197
"Superior no univ. incompleta (115)",33,20,13
"Superior no univ. completa (116)",29,17,12
"Superior univ. incompleta (117)",4,3,1
"Superior univ. completa (118)",16,12,4
"De 30 a 44 años (120)",271,88,183
"Sin nivel (121)",5,3,2
"Primaria (123)",68,24,44
"Secundaria (124)",150,42,108
"Superior no univ. incompleta (125)",10,4,6
"Superior no univ. completa (126)",22,6,16
"Superior univ. incompleta (127)",2,2,
"Superior univ. completa (128)",14,7,7
"De 45 a 64 años (130)",188,20,168
"Sin nivel (131)",16,,16
"Primaria (133)",109,11,98
"Secundaria (134)",57,9,48
"Superior no univ. incompleta (135)",1,,1
"Superior no univ. completa (136)",4,,4
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",60,,60
"Sin nivel (141)",20,,20
"Primaria (143)",36,,36
"Secundaria (144)",4,,4
