"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia BOLOGNESI",,,,,,,
"Viviendas particulares (001)",7480,1108,164,88,5011,314,795
"Ocupantes presentes (002)",28835,4231,697,354,19117,1304,3132
"Casa independiente",,,,,,,
"Viviendas particulares (004)",6748,1021,98,86,4748,206,589
"Ocupantes presentes (005)",26121,3898,425,348,18232,879,2339
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",3,,,,1,2,
"Ocupantes presentes (008)",20,,,,11,9,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",25,18,,,7,,
"Ocupantes presentes (011)",109,72,,,37,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",45,19,,1,20,,5
"Ocupantes presentes (014)",202,88,,3,93,,18
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",641,41,66,1,232,103,198
"Ocupantes presentes (017)",2327,140,272,3,739,409,764
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",15,9,,,2,2,2
"Ocupantes presentes (023)",43,33,,,4,2,4
"Otro tipo",,,,,,,
"Viviendas particulares (025)",3,,,,1,1,1
"Ocupantes presentes (026)",13,,,,1,5,7
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4718,894,54,70,3359,77,264
"Ocupantes presentes (029)",18577,3466,203,273,13329,263,1043
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4633,849,54,69,3329,74,258
"Ocupantes presentes (032)",18207,3275,203,270,13184,253,1022
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",3,,,,1,2,
"Ocupantes presentes (035)",20,,,,11,9,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",25,18,,,7,,
"Ocupantes presentes (038)",109,72,,,37,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",45,19,,1,20,,5
"Ocupantes presentes (041)",202,88,,3,93,,18
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",12,8,,,2,1,1
"Ocupantes presentes (050)",39,31,,,4,1,3
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2762,214,110,18,1652,237,531
"Ocupantes presentes (056)",10258,765,494,81,5788,1041,2089
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2115,172,44,17,1419,132,331
"Ocupantes presentes (059)",7914,623,222,78,5048,626,1317
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",641,41,66,1,232,103,198
"Ocupantes presentes (071)",2327,140,272,3,739,409,764
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,1,,,,1,1
"Ocupantes presentes (077)",4,2,,,,1,1
"Otro tipo",,,,,,,
"Viviendas particulares (079)",3,,,,1,1,1
"Ocupantes presentes (080)",13,,,,1,5,7
