"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia COTABAMBAS",,,,,,,,,
"Viviendas particulares (001)",589,344,89,22,25,2,1,1,105
"Ocupantes presentes (002)",2413,1370,388,108,100,14,1,7,425
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",537,294,88,22,24,2,1,1,105
"Ocupantes presentes (005)",2210,1171,387,108,97,14,1,7,425
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",51,49,1,,1,,,,
"Ocupantes presentes (017)",200,196,1,,3,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",3,3,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",254,137,35,16,24,2,1,1,38
"Ocupantes presentes (029)",1101,568,173,82,97,14,1,7,159
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",254,137,35,16,24,2,1,1,38
"Ocupantes presentes (032)",1101,568,173,82,97,14,1,7,159
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",335,207,54,6,1,,,,67
"Ocupantes presentes (056)",1312,802,215,26,3,,,,266
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",283,157,53,6,,,,,67
"Ocupantes presentes (059)",1109,603,214,26,,,,,266
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",51,49,1,,1,,,,
"Ocupantes presentes (071)",200,196,1,,3,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",3,3,,,,,,,
"Otro tipo",,,,,,,,,
