"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ILO (000)",50416,3227,17302,4698,25459
"Conviviente (001)",11281,806,3000,681,6823
"Separado(a) (002)",2022,149,505,127,1249
"Casado(a) (003)",17040,831,8593,2153,5643
"Viudo(a) (004)",1493,90,649,144,613
"Divorciado(a) (005)",454,28,179,49,202
"Soltero(a) (006)",18126,1323,4376,1544,10929
"Hombres (008)",25505,1402,9059,2939,12277
"Conviviente (009)",5522,291,1632,482,3136
"Separado(a) (010)",693,33,244,57,364
"Casado(a) (011)",8566,392,4452,1262,2581
"Viudo(a) (012)",521,29,223,61,210
"Divorciado(a) (013)",220,16,94,28,85
"Soltero(a) (014)",9983,641,2414,1049,5901
"Mujeres (016)",24911,1825,8243,1759,13182
"Conviviente (017)",5759,515,1368,199,3687
"Separado(a) (018)",1329,116,261,70,885
"Casado(a) (019)",8474,439,4141,891,3062
"Viudo(a) (020)",972,61,426,83,403
"Divorciado(a) (021)",234,12,85,21,117
"Soltero(a) (022)",8143,682,1962,495,5028
,,,,,
"URBANA (024)",49741,3219,17171,4282,25336
"Conviviente (025)",11214,803,2985,666,6789
"Separado(a) (026)",2015,149,502,127,1245
"Casado(a) (027)",16852,829,8529,2066,5607
"Viudo(a) (028)",1476,90,641,139,609
"Divorciado(a) (029)",449,28,178,46,201
"Soltero(a) (030)",17735,1320,4336,1238,10885
"Hombres (032)",24945,1398,8973,2557,12186
"Conviviente (033)",5471,290,1620,467,3113
"Separado(a) (034)",688,33,243,57,360
"Casado(a) (035)",8418,391,4408,1181,2558
"Viudo(a) (036)",516,29,223,59,207
"Divorciado(a) (037)",217,16,94,26,84
"Soltero(a) (038)",9635,639,2385,767,5864
"Mujeres (040)",24796,1821,8198,1725,13150
"Conviviente (041)",5743,513,1365,199,3676
"Separado(a) (042)",1327,116,259,70,885
"Casado(a) (043)",8434,438,4121,885,3049
"Viudo(a) (044)",960,61,418,80,402
"Divorciado(a) (045)",232,12,84,20,117
"Soltero(a) (046)",8100,681,1951,471,5021
,,,,,
"RURAL (048)",675,8,131,416,123
"Conviviente (049)",67,3,15,15,34
"Separado(a) (050)",7,,3,,4
"Casado(a) (051)",188,2,64,87,36
"Viudo(a) (052)",17,,8,5,4
"Divorciado(a) (053)",5,,1,3,1
"Soltero(a) (054)",391,3,40,306,44
"Hombres (056)",560,4,86,382,91
"Conviviente (057)",51,1,12,15,23
"Separado(a) (058)",5,,1,,4
"Casado(a) (059)",148,1,44,81,23
"Viudo(a) (060)",5,,,2,3
"Divorciado(a) (061)",3,,,2,1
"Soltero(a) (062)",348,2,29,282,37
"Mujeres (064)",115,4,45,34,32
"Conviviente (065)",16,2,3,,11
"Separado(a) (066)",2,,2,,
"Casado(a) (067)",40,1,20,6,13
"Viudo(a) (068)",12,,8,3,1
"Divorciado(a) (069)",2,,1,1,
"Soltero(a) (070)",43,1,11,24,7
