"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia AMBO",,,,,,,,,
"Viviendas particulares (001)",13219,741,225,477,8,339,11186,159,84
"Ocupantes presentes (002)",55095,3030,875,1863,34,1431,47067,476,319
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12690,670,223,470,8,322,10760,156,81
"Ocupantes presentes (005)",52892,2763,869,1828,34,1370,45245,473,310
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",59,59,,,,,,,
"Ocupantes presentes (008)",216,216,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,4,,,,,,1,
"Ocupantes presentes (011)",24,23,,,,,,1,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",54,7,2,1,,,39,2,3
"Ocupantes presentes (014)",187,24,6,2,,,144,2,9
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",401,,,6,,17,378,,
"Ocupantes presentes (017)",1756,,,33,,61,1662,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,1,,,,,7,,
"Ocupantes presentes (023)",18,4,,,,,14,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,2,,
"Ocupantes presentes (026)",2,,,,,,2,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4423,329,109,140,3,40,3624,108,70
"Ocupantes presentes (029)",18087,1280,398,547,19,192,15039,339,273
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4301,258,107,139,3,40,3582,105,67
"Ocupantes presentes (032)",17648,1013,392,545,19,192,14887,336,264
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",59,59,,,,,,,
"Ocupantes presentes (035)",216,216,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,4,,,,,,1,
"Ocupantes presentes (038)",24,23,,,,,,1,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",54,7,2,1,,,39,2,3
"Ocupantes presentes (041)",187,24,6,2,,,144,2,9
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,1,,,,,3,,
"Ocupantes presentes (050)",12,4,,,,,8,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",8796,412,116,337,5,299,7562,51,14
"Ocupantes presentes (056)",37008,1750,477,1316,15,1239,32028,137,46
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8389,412,116,331,5,282,7178,51,14
"Ocupantes presentes (059)",35244,1750,477,1283,15,1178,30358,137,46
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",401,,,6,,17,378,,
"Ocupantes presentes (071)",1756,,,33,,61,1662,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,,,,,,4,,
"Ocupantes presentes (077)",6,,,,,,6,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,,,,,,2,,
"Ocupantes presentes (080)",2,,,,,,2,,
