"CUADRO Nº 1: VIVIENDAS PARTICULARES, POR CONDICIÓN DE OCUPACIÓN DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",TOTAL,"CONDICIÓN DE OCUPACIÓN",,,,,,,,
,,OCUPADA,,,,DESOCUPADA,,,,
,,TOTAL,"CON PERSONAS PRESENTES","CON PERSONAS AUSENTES","DE USO OCASIONAL",TOTAL,"EN ALQUILER O VENTA","EN CONSTRUCCIÓN O REPARACIÓN","ABANDONADA CERRADA","OTRA CAUSA"
,,,,,,,,,,
"Provincia CAJAMARCA (000)",86189,80501,70382,4349,5770,5688,212,1521,3732,223
"Casa independiente (001)",77805,72448,63400,3708,5340,5357,195,1515,3451,196
"Departamento en edificio (002)",1766,1753,1639,111,3,13,5,1,4,3
"Vivienda en quinta (003)",3034,3013,2852,154,7,21,11,1,8,1
"Vivienda en casa de vecindad (004)",1233,1203,1125,62,16,30,1,4,18,7
"Choza o cabaña (005)",2078,1825,1128,297,400,253,,,238,15
"Vivienda improvisada (006)",107,93,72,17,4,14,,,13,1
"Local no dest.para hab. humana (007)",99,99,99,,,,,,,
"Otro tipo (008)",67,67,67,,,,,,,
,,,,,,,,,,
"URBANA (009)",41196,39879,37801,1730,348,1317,135,408,706,68
"Casa independiente (010)",34905,33666,31962,1386,318,1239,118,402,663,56
"Departamento en edificio (011)",1766,1753,1639,111,3,13,5,1,4,3
"Vivienda en quinta (012)",3034,3013,2852,154,7,21,11,1,8,1
"Vivienda en casa de vecindad (013)",1233,1203,1125,62,16,30,1,4,18,7
"Vivienda improvisada (015)",107,93,72,17,4,14,,,13,1
"Local no dest.para hab. humana (016)",85,85,85,,,,,,,
"Otro tipo (017)",66,66,66,,,,,,,
,,,,,,,,,,
"RURAL (018)",44993,40622,32581,2619,5422,4371,77,1113,3026,155
"Casa independiente (019)",42900,38782,31438,2322,5022,4118,77,1113,2788,140
"Choza o cabaña (023)",2078,1825,1128,297,400,253,,,238,15
"Local no dest.para hab. humana (025)",14,14,14,,,,,,,
"Otro tipo (026)",1,1,1,,,,,,,
