"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia GRAU",,,,,,,
"Viviendas particulares (001)",6983,615,200,76,2098,142,3852
"Ocupantes presentes (002)",24865,2276,678,294,9222,493,11902
"Casa independiente",,,,,,,
"Viviendas particulares (004)",6589,609,193,76,2032,122,3557
"Ocupantes presentes (005)",23647,2253,671,294,8942,436,11051
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",17,4,7,,,,6
"Ocupantes presentes (014)",55,19,7,,,,29
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",367,1,,,64,19,283
"Ocupantes presentes (017)",1132,3,,,277,53,799
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",6,,,,,,6
"Ocupantes presentes (020)",23,,,,,,23
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",3,1,,,2,,
"Ocupantes presentes (023)",4,1,,,3,,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,,,,,1,
"Ocupantes presentes (026)",4,,,,,4,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2821,609,195,42,290,16,1669
"Ocupantes presentes (029)",9850,2260,656,170,1209,60,5495
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2796,604,188,42,289,16,1657
"Ocupantes presentes (032)",9770,2240,649,170,1208,60,5443
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",17,4,7,,,,6
"Ocupantes presentes (041)",55,19,7,,,,29
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",6,,,,,,6
"Ocupantes presentes (047)",23,,,,,,23
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,1,,,1,,
"Ocupantes presentes (050)",2,1,,,1,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4162,6,5,34,1808,126,2183
"Ocupantes presentes (056)",15015,16,22,124,8013,433,6407
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3793,5,5,34,1743,106,1900
"Ocupantes presentes (059)",13877,13,22,124,7734,376,5608
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",367,1,,,64,19,283
"Ocupantes presentes (071)",1132,3,,,277,53,799
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,1,,
"Ocupantes presentes (077)",2,,,,2,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,1,
"Ocupantes presentes (080)",4,,,,,4,
