"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CARABAYA (000)",24269,1942,3539,12107,301,6234,146
"Conviviente (001)",9857,769,1554,5196,130,2156,52
"Separado(a) (002)",819,54,96,585,10,66,8
"Casado(a) (003)",6901,504,629,3792,94,1866,16
"Viudo(a) (004)",1113,26,80,884,23,95,5
"Divorciado(a) (005)",120,7,15,79,3,15,1
"Soltero(a) (006)",5459,582,1165,1571,41,2036,64
"Hombres (008)",15245,1313,3028,8709,228,1938,29
"Conviviente (009)",6383,538,1369,3988,101,380,7
"Separado(a) (010)",281,23,55,177,4,21,1
"Casado(a) (011)",4361,392,525,3063,79,299,3
"Viudo(a) (012)",503,17,45,394,13,33,1
"Divorciado(a) (013)",62,5,14,36,1,5,1
"Soltero(a) (014)",3655,338,1020,1051,30,1200,16
"Mujeres (016)",9024,629,511,3398,73,4296,117
"Conviviente (017)",3474,231,185,1208,29,1776,45
"Separado(a) (018)",538,31,41,408,6,45,7
"Casado(a) (019)",2540,112,104,729,15,1567,13
"Viudo(a) (020)",610,9,35,490,10,62,4
"Divorciado(a) (021)",58,2,1,43,2,10,
"Soltero(a) (022)",1804,244,145,520,11,836,48
,,,,,,,
"URBANA (024)",8120,1503,1499,3811,85,1146,76
"Conviviente (025)",3554,602,729,1717,33,451,22
"Separado(a) (026)",340,44,48,228,3,12,5
"Casado(a) (027)",2156,401,297,1079,29,341,9
"Viudo(a) (028)",328,23,32,245,9,17,2
"Divorciado(a) (029)",35,5,6,21,,3,
"Soltero(a) (030)",1707,428,387,521,11,322,38
"Hombres (032)",5041,1027,1316,2303,56,324,15
"Conviviente (033)",2290,419,665,1115,18,69,4
"Separado(a) (034)",94,20,22,48,1,2,1
"Casado(a) (035)",1377,313,264,717,24,57,2
"Viudo(a) (036)",142,15,21,95,5,6,
"Divorciado(a) (037)",20,4,6,7,,3,
"Soltero(a) (038)",1118,256,338,321,8,187,8
"Mujeres (040)",3079,476,183,1508,29,822,61
"Conviviente (041)",1264,183,64,602,15,382,18
"Separado(a) (042)",246,24,26,180,2,10,4
"Casado(a) (043)",779,88,33,362,5,284,7
"Viudo(a) (044)",186,8,11,150,4,11,2
"Divorciado(a) (045)",15,1,,14,,,
"Soltero(a) (046)",589,172,49,200,3,135,30
,,,,,,,
"RURAL (048)",16149,439,2040,8296,216,5088,70
"Conviviente (049)",6303,167,825,3479,97,1705,30
"Separado(a) (050)",479,10,48,357,7,54,3
"Casado(a) (051)",4745,103,332,2713,65,1525,7
"Viudo(a) (052)",785,3,48,639,14,78,3
"Divorciado(a) (053)",85,2,9,58,3,12,1
"Soltero(a) (054)",3752,154,778,1050,30,1714,26
"Hombres (056)",10204,286,1712,6406,172,1614,14
"Conviviente (057)",4093,119,704,2873,83,311,3
"Separado(a) (058)",187,3,33,129,3,19,
"Casado(a) (059)",2984,79,261,2346,55,242,1
"Viudo(a) (060)",361,2,24,299,8,27,1
"Divorciado(a) (061)",42,1,8,29,1,2,1
"Soltero(a) (062)",2537,82,682,730,22,1013,8
"Mujeres (064)",5945,153,328,1890,44,3474,56
"Conviviente (065)",2210,48,121,606,14,1394,27
"Separado(a) (066)",292,7,15,228,4,35,3
"Casado(a) (067)",1761,24,71,367,10,1283,6
"Viudo(a) (068)",424,1,24,340,6,51,2
"Divorciado(a) (069)",43,1,1,29,2,10,
"Soltero(a) (070)",1215,72,96,320,8,701,18
