"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ILO (000)",1970,6,945,640,343,36
"Sin nivel (001)",22,1,3,5,12,1
"Educación inicial (002)",1,1,,,,
"Primaria (003)",198,,27,62,90,19
"Secundaria (004)",767,4,380,244,129,10
"Superior no univ. incompleta (005)",237,,143,69,25,
"Superior no univ. completa (006)",350,,191,115,42,2
"Superior univ. incompleta (007)",150,,89,47,14,
"Superior univ. completa (008)",245,,112,98,31,4
"Hombres (010)",1301,5,571,428,264,33
"Sin nivel (011)",10,1,2,1,5,1
"Educación inicial (012)",1,1,,,,
"Primaria (013)",139,,14,40,69,16
"Secundaria (014)",539,3,245,177,104,10
"Superior no univ. incompleta (015)",146,,84,41,21,
"Superior no univ. completa (016)",224,,118,75,29,2
"Superior univ. incompleta (017)",88,,49,31,8,
"Superior univ. completa (018)",154,,59,63,28,4
"Mujeres (020)",669,1,374,212,79,3
"Sin nivel (021)",12,,1,4,7,
"Primaria (023)",59,,13,22,21,3
"Secundaria (024)",228,1,135,67,25,
"Superior no univ. incompleta (025)",91,,59,28,4,
"Superior no univ. completa (026)",126,,73,40,13,
"Superior univ. incompleta (027)",62,,40,16,6,
"Superior univ. completa (028)",91,,53,35,3,
,,,,,,
"Area Urbana (030)",1967,5,944,640,342,36
"Sin nivel (031)",21,,3,5,12,1
"Educación inicial (032)",1,1,,,,
"Primaria (033)",198,,27,62,90,19
"Secundaria (034)",766,4,380,244,128,10
"Superior no univ. incompleta (035)",237,,143,69,25,
"Superior no univ. completa (036)",350,,191,115,42,2
"Superior univ. incompleta (037)",150,,89,47,14,
"Superior univ. completa (038)",244,,111,98,31,4
"Hombres (040)",1299,4,571,428,263,33
"Sin nivel (041)",9,,2,1,5,1
"Educación inicial (042)",1,1,,,,
"Primaria (043)",139,,14,40,69,16
"Secundaria (044)",538,3,245,177,103,10
"Superior no univ. incompleta (045)",146,,84,41,21,
"Superior no univ. completa (046)",224,,118,75,29,2
"Superior univ. incompleta (047)",88,,49,31,8,
"Superior univ. completa (048)",154,,59,63,28,4
"Mujeres (050)",668,1,373,212,79,3
"Sin nivel (051)",12,,1,4,7,
"Primaria (053)",59,,13,22,21,3
"Secundaria (054)",228,1,135,67,25,
"Superior no univ. incompleta (055)",91,,59,28,4,
"Superior no univ. completa (056)",126,,73,40,13,
"Superior univ. incompleta (057)",62,,40,16,6,
"Superior univ. completa (058)",90,,52,35,3,
,,,,,,
"Area Rural (060)",3,1,1,,1,
"Sin nivel (061)",1,1,,,,
"Secundaria (064)",1,,,,1,
"Superior univ. completa (068)",1,,1,,,
"Hombres (070)",2,1,,,1,
"Sin nivel (071)",1,1,,,,
"Secundaria (074)",1,,,,1,
"Mujeres (080)",1,,1,,,
"Superior univ. completa (088)",1,,1,,,
