"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CUSCO",,,,,,,,,
"Viviendas particulares (001)",71981,5413,8672,4228,7837,2071,3153,1820,38787
"Ocupantes presentes (002)",287301,22959,34270,16406,31099,8513,12502,7225,154327
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",52455,4577,6636,3142,5716,1468,2126,1241,27549
"Ocupantes presentes (005)",221430,19926,27454,12900,23921,6409,9153,5238,116429
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",5620,53,230,192,544,238,452,237,3674
"Ocupantes presentes (008)",19576,196,775,638,1996,840,1526,788,12817
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",4528,157,467,270,536,144,207,118,2629
"Ocupantes presentes (011)",15082,611,1545,813,1730,479,693,380,8831
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9192,621,1326,612,1022,221,363,221,4806
"Ocupantes presentes (014)",30670,2214,4456,2023,3410,785,1116,808,15858
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",13,,,,,,1,,12
"Ocupantes presentes (017)",42,,,,,,1,,41
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",50,2,4,4,11,,,,29
"Ocupantes presentes (020)",139,2,13,20,14,,,,90
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",122,3,9,7,8,,4,3,88
"Ocupantes presentes (023)",360,10,27,10,28,,13,11,261
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,1,,,,,
"Ocupantes presentes (026)",2,,,2,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",70412,5370,8624,4202,7673,2066,3139,1802,37536
"Ocupantes presentes (029)",280639,22761,34083,16331,30461,8494,12442,7150,148917
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",50899,4534,6588,3116,5552,1463,2113,1223,26310
"Ocupantes presentes (032)",214810,19728,27267,12825,23283,6390,9094,5163,111060
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",5620,53,230,192,544,238,452,237,3674
"Ocupantes presentes (035)",19576,196,775,638,1996,840,1526,788,12817
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",4528,157,467,270,536,144,207,118,2629
"Ocupantes presentes (038)",15082,611,1545,813,1730,479,693,380,8831
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9192,621,1326,612,1022,221,363,221,4806
"Ocupantes presentes (041)",30670,2214,4456,2023,3410,785,1116,808,15858
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",50,2,4,4,11,,,,29
"Ocupantes presentes (047)",139,2,13,20,14,,,,90
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",122,3,9,7,8,,4,3,88
"Ocupantes presentes (050)",360,10,27,10,28,,13,11,261
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,1,,,,,
"Ocupantes presentes (053)",2,,,2,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1569,43,48,26,164,5,14,18,1251
"Ocupantes presentes (056)",6662,198,187,75,638,19,60,75,5410
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1556,43,48,26,164,5,13,18,1239
"Ocupantes presentes (059)",6620,198,187,75,638,19,59,75,5369
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",13,,,,,,1,,12
"Ocupantes presentes (071)",42,,,,,,1,,41
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
