"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia ACOBAMBA (000)",16380,23,729,178,184,807,6123,202,325,6148,26,468,1167
"Agric., ganadería, caza y silvicultura (001)",11622,,10,6,1,,6121,3,3,5478,,,
"Pesca (002)",3,,,,,,2,,,1,,,
"Explotación de minas y canteras (003)",25,,1,1,3,,,11,,9,,,
"Industrias manufactureras (004)",168,,2,3,1,4,,141,16,1,,,
"Suministro de electricidad, gas y agua (005)",9,,,1,1,,,,,7,,,
"Construcción (006)",259,,5,9,1,,,6,142,96,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",970,,3,13,,681,,35,4,234,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",39,,1,,,9,,25,4,,,,
"Comercio al por mayor (009)",33,,1,,,32,,,,,,,
"Comercio al por menor (010)",898,,1,13,,640,,10,,234,,,
"Hoteles y restaurantes (011)",214,,,10,1,86,,1,,116,,,
"Trans., almac. y comunicaciones (012)",181,,1,2,4,,,,147,27,,,
"Intermediación financiera (013)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",94,,34,22,18,10,,,3,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",255,19,16,13,120,5,,1,8,47,26,,
"Enseñanza (016)",634,4,599,6,15,,,,1,9,,,
"Servicios sociales y de salud (017)",158,,49,70,12,3,,1,1,22,,,
"Otras activ. serv.comun.soc y personales (018)",74,,7,22,5,18,,3,,19,,,
"Hogares privados con servicio doméstico (019)",75,,,,,,,,,75,,,
"Actividad economica no especificada (021)",471,,2,,1,,,,,,,468,
"Desocupado (022)",1167,,,,,,,,,,,,1167
"Hombres (023)",11208,20,424,127,127,363,5055,165,319,3466,24,204,914
"Agric., ganadería, caza y silvicultura (024)",8178,,5,6,1,,5055,2,3,3106,,,
"Explotación de minas y canteras (026)",25,,1,1,3,,,11,,9,,,
"Industrias manufactureras (027)",131,,1,3,1,4,,106,15,1,,,
"Suministro de electricidad, gas y agua (028)",8,,,1,,,,,,7,,,
"Construcción (029)",250,,5,9,1,,,6,139,90,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",487,,2,10,,312,,34,3,126,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",35,,1,,,7,,24,3,,,,
"Comercio al por mayor (032)",18,,,,,18,,,,,,,
"Comercio al por menor (033)",434,,1,10,,287,,10,,126,,,
"Hoteles y restaurantes (034)",66,,,5,,29,,1,,31,,,
"Trans., almac. y comunicaciones (035)",174,,1,2,2,,,,146,23,,,
"Intermediación financiera (036)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",74,,28,18,10,10,,,3,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",207,17,11,10,93,5,,1,8,38,24,,
"Enseñanza (039)",362,3,339,4,9,,,,1,6,,,
"Servicios sociales y de salud (040)",71,,22,39,5,1,,1,1,2,,,
"Otras activ. serv.comun.soc y personales (041)",40,,7,19,1,2,,3,,8,,,
"Hogares privados con servicio doméstico (042)",14,,,,,,,,,14,,,
"Actividad economica no especificada (044)",206,,2,,,,,,,,,204,
"Desocupado (045)",914,,,,,,,,,,,,914
"Mujeres (046)",5172,3,305,51,57,444,1068,37,6,2682,2,264,253
"Agric., ganadería, caza y silvicultura (047)",3444,,5,,,,1066,1,,2372,,,
"Pesca (048)",3,,,,,,2,,,1,,,
"Industrias manufactureras (050)",37,,1,,,,,35,1,,,,
"Suministro de electricidad, gas y agua (051)",1,,,,1,,,,,,,,
"Construcción (052)",9,,,,,,,,3,6,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",483,,1,3,,369,,1,1,108,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",4,,,,,2,,1,1,,,,
"Comercio al por mayor (055)",15,,1,,,14,,,,,,,
"Comercio al por menor (056)",464,,,3,,353,,,,108,,,
"Hoteles y restaurantes (057)",148,,,5,1,57,,,,85,,,
"Trans., almac. y comunicaciones (058)",7,,,,2,,,,1,4,,,
"Activid.inmobil., empres. y alquileres (060)",20,,6,4,8,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",48,2,5,3,27,,,,,9,2,,
"Enseñanza (062)",272,1,260,2,6,,,,,3,,,
"Servicios sociales y de salud (063)",87,,27,31,7,2,,,,20,,,
"Otras activ. serv.comun.soc y personales (064)",34,,,3,4,16,,,,11,,,
"Hogares privados con servicio doméstico (065)",61,,,,,,,,,61,,,
"Actividad economica no especificada (067)",265,,,,1,,,,,,,264,
"Desocupado (068)",253,,,,,,,,,,,,253
,,,,,,,,,,,,,
"URBANA (069)",5473,16,576,135,139,617,1395,142,210,1461,25,176,581
"Agric., ganadería, caza y silvicultura (070)",2437,,8,3,,,1395,1,3,1027,,,
"Pesca (071)",1,,,,,,,,,1,,,
"Explotación de minas y canteras (072)",4,,1,,,,,3,,,,,
"Industrias manufactureras (073)",115,,2,2,,1,,102,7,1,,,
"Suministro de electricidad, gas y agua (074)",5,,,1,1,,,,,3,,,
"Construcción (075)",149,,5,7,,,,4,86,47,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",716,,3,9,,521,,26,4,153,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",30,,1,,,8,,17,4,,,,
"Comercio al por mayor (078)",25,,1,,,24,,,,,,,
"Comercio al por menor (079)",661,,1,9,,489,,9,,153,,,
"Hoteles y restaurantes (080)",170,,,10,1,67,,1,,91,,,
"Trans., almac. y comunicaciones (081)",130,,1,2,3,,,,101,23,,,
"Intermediación financiera (082)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",78,,28,20,16,6,,,2,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",194,14,15,11,90,5,,1,5,28,25,,
"Enseñanza (085)",495,2,467,4,12,,,,1,9,,,
"Servicios sociales y de salud (086)",118,,39,54,9,1,,1,1,13,,,
"Otras activ. serv.comun.soc y personales (087)",54,,6,12,5,16,,3,,12,,,
"Hogares privados con servicio doméstico (088)",47,,,,,,,,,47,,,
"Actividad economica no especificada (090)",178,,1,,1,,,,,,,176,
"Desocupado (091)",581,,,,,,,,,,,,581
"Hombres (092)",3502,15,319,94,86,250,1072,116,207,798,23,75,447
"Agric., ganadería, caza y silvicultura (093)",1680,,4,3,,,1072,1,3,597,,,
"Explotación de minas y canteras (095)",4,,1,,,,,3,,,,,
"Industrias manufactureras (096)",88,,1,2,,1,,77,6,1,,,
"Suministro de electricidad, gas y agua (097)",4,,,1,,,,,,3,,,
"Construcción (098)",144,,5,7,,,,4,85,43,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",315,,2,7,,213,,25,3,65,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",26,,1,,,6,,16,3,,,,
"Comercio al por mayor (101)",12,,,,,12,,,,,,,
"Comercio al por menor (102)",277,,1,7,,195,,9,,65,,,
"Hoteles y restaurantes (103)",50,,,5,,22,,1,,22,,,
"Trans., almac. y comunicaciones (104)",124,,1,2,1,,,,101,19,,,
"Intermediación financiera (105)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",62,,24,17,8,6,,,2,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",157,13,10,9,67,5,,1,5,24,23,,
"Enseñanza (108)",264,2,247,2,6,,,,1,6,,,
"Servicios sociales y de salud (109)",53,,17,30,2,1,,1,1,1,,,
"Otras activ. serv.comun.soc y personales (110)",25,,6,9,1,2,,3,,4,,,
"Hogares privados con servicio doméstico (111)",8,,,,,,,,,8,,,
"Actividad economica no especificada (113)",76,,1,,,,,,,,,75,
"Desocupado (114)",447,,,,,,,,,,,,447
"Mujeres (115)",1971,1,257,41,53,367,323,26,3,663,2,101,134
"Agric., ganadería, caza y silvicultura (116)",757,,4,,,,323,,,430,,,
"Pesca (117)",1,,,,,,,,,1,,,
"Industrias manufactureras (119)",27,,1,,,,,25,1,,,,
"Suministro de electricidad, gas y agua (120)",1,,,,1,,,,,,,,
"Construcción (121)",5,,,,,,,,1,4,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",401,,1,2,,308,,1,1,88,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",4,,,,,2,,1,1,,,,
"Comercio al por mayor (124)",13,,1,,,12,,,,,,,
"Comercio al por menor (125)",384,,,2,,294,,,,88,,,
"Hoteles y restaurantes (126)",120,,,5,1,45,,,,69,,,
"Trans., almac. y comunicaciones (127)",6,,,,2,,,,,4,,,
"Activid.inmobil., empres. y alquileres (129)",16,,4,3,8,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",37,1,5,2,23,,,,,4,2,,
"Enseñanza (131)",231,,220,2,6,,,,,3,,,
"Servicios sociales y de salud (132)",65,,22,24,7,,,,,12,,,
"Otras activ. serv.comun.soc y personales (133)",29,,,3,4,14,,,,8,,,
"Hogares privados con servicio doméstico (134)",39,,,,,,,,,39,,,
"Actividad economica no especificada (136)",102,,,,1,,,,,,,101,
"Desocupado (137)",134,,,,,,,,,,,,134
,,,,,,,,,,,,,
"RURAL (138)",10907,7,153,43,45,190,4728,60,115,4687,1,292,586
"Agric., ganadería, caza y silvicultura (139)",9185,,2,3,1,,4726,2,,4451,,,
"Pesca (140)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (141)",21,,,1,3,,,8,,9,,,
"Industrias manufactureras (142)",53,,,1,1,3,,39,9,,,,
"Suministro de electricidad, gas y agua (143)",4,,,,,,,,,4,,,
"Construcción (144)",110,,,2,1,,,2,56,49,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",254,,,4,,160,,9,,81,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",9,,,,,1,,8,,,,,
"Comercio al por mayor (147)",8,,,,,8,,,,,,,
"Comercio al por menor (148)",237,,,4,,151,,1,,81,,,
"Hoteles y restaurantes (149)",44,,,,,19,,,,25,,,
"Trans., almac. y comunicaciones (150)",51,,,,1,,,,46,4,,,
"Activid.inmobil., empres. y alquileres (152)",16,,6,2,2,4,,,1,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",61,5,1,2,30,,,,3,19,1,,
