"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia YUNGAY (000)",16646,14106,855,606,1079
"Hombres (001)",12837,11053,691,463,630
"Mujeres (002)",3809,3053,164,143,449
"De 06 a 14 años (003)",316,301,14,1,
"Hombres (004)",223,211,11,1,
"Mujeres (005)",93,90,3,,
"De 15 a 29 años (006)",5335,4531,317,219,268
"Hombres (007)",4161,3589,253,174,145
"Mujeres (008)",1174,942,64,45,123
"De 30 a 44 años (009)",5527,4385,310,247,585
"Hombres (010)",4153,3403,241,181,328
"Mujeres (011)",1374,982,69,66,257
"De 45 a 64 años (012)",3991,3468,182,128,213
"Hombres (013)",3126,2721,158,99,148
"Mujeres (014)",865,747,24,29,65
"De 65 y más años (015)",1477,1421,32,11,13
"Hombres (016)",1174,1129,28,8,9
"Mujeres (017)",303,292,4,3,4
,,,,,
"URBANA (018)",5065,3592,351,309,813
"Hombres (019)",3132,2195,256,217,464
"Mujeres (020)",1933,1397,95,92,349
"De 06 a 14 años (021)",68,63,5,,
"Hombres (022)",47,42,5,,
"Mujeres (023)",21,21,,,
"De 15 a 29 años (024)",1451,1057,120,88,186
"Hombres (025)",934,676,90,64,104
"Mujeres (026)",517,381,30,24,82
"De 30 a 44 años (027)",1867,1134,149,139,445
"Hombres (028)",1077,641,101,96,239
"Mujeres (029)",790,493,48,43,206
"De 45 a 64 años (030)",1273,962,63,78,170
"Hombres (031)",802,586,48,56,112
"Mujeres (032)",471,376,15,22,58
"De 65 y más años (033)",406,376,14,4,12
"Hombres (034)",272,250,12,1,9
"Mujeres (035)",134,126,2,3,3
,,,,,
"RURAL (036)",11581,10514,504,297,266
"Hombres (037)",9705,8858,435,246,166
"Mujeres (038)",1876,1656,69,51,100
"De 06 a 14 años (039)",248,238,9,1,
"Hombres (040)",176,169,6,1,
"Mujeres (041)",72,69,3,,
"De 15 a 29 años (042)",3884,3474,197,131,82
"Hombres (043)",3227,2913,163,110,41
"Mujeres (044)",657,561,34,21,41
"De 30 a 44 años (045)",3660,3251,161,108,140
"Hombres (046)",3076,2762,140,85,89
"Mujeres (047)",584,489,21,23,51
"De 45 a 64 años (048)",2718,2506,119,50,43
"Hombres (049)",2324,2135,110,43,36
"Mujeres (050)",394,371,9,7,7
"De 65 y más años (051)",1071,1045,18,7,1
"Hombres (052)",902,879,16,7,
"Mujeres (053)",169,166,2,,1
