"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PURUS (000)",851,,9,29,43,126,454,190
"De 12 a 14 años (001)",8,,,,,,4,4
"De 15 a 19 años (002)",101,,,,,,65,36
"De 20 a 24 años (003)",117,,,,,,84,33
"De 25 a 29 años (004)",151,,,,,7,122,22
"De 30 a 34 años (005)",120,,,,1,11,79,29
"De 35 a 39 años (006)",90,,,,,21,52,17
"De 40 a 44 años (007)",85,,,,2,32,38,13
"De 45 a 49 años (008)",54,,,,4,33,10,7
"De 50 y más años (009)",125,,9,29,36,22,,29
"Sin nivel (010)",272,,7,26,29,48,107,55
"De 15 a 19 años (012)",24,,,,,,17,7
"De 20 a 24 años (013)",12,,,,,,9,3
"De 25 a 29 años (014)",27,,,,,1,25,1
"De 30 a 34 años (015)",31,,,,1,1,22,7
"De 35 a 39 años (016)",25,,,,,4,18,3
"De 40 a 44 años (017)",33,,,,1,13,13,6
"De 45 a 49 años (018)",25,,,,2,15,3,5
"De 50 y más años (019)",95,,7,26,25,14,,23
"Educacion Inicial (020)",1,,,,,,1,
"De 35 a 39 años (026)",1,,,,,,1,
"Primaria (030)",295,,2,2,9,45,190,47
"De 12 a 14 años (031)",6,,,,,,3,3
"De 15 a 19 años (032)",38,,,,,,25,13
"De 20 a 24 años (033)",43,,,,,,36,7
"De 25 a 29 años (034)",64,,,,,3,54,7
"De 30 a 34 años (035)",37,,,,,5,27,5
"De 35 a 39 años (036)",40,,,,,10,23,7
"De 40 a 44 años (037)",29,,,,1,10,16,2
"De 45 a 49 años (038)",17,,,,,11,6,
"De 50 y más años (039)",21,,2,2,8,6,,3
"Secundaria (040)",197,,,1,2,12,128,54
"De 12 a 14 años (041)",2,,,,,,1,1
"De 15 a 19 años (042)",38,,,,,,23,15
"De 20 a 24 años (043)",51,,,,,,33,18
"De 25 a 29 años (044)",44,,,,,,35,9
"De 30 a 34 años (045)",23,,,,,,20,3
"De 35 a 39 años (046)",13,,,,,2,8,3
"De 40 a 44 años (047)",11,,,,,3,7,1
"De 45 a 49 años (048)",8,,,,,5,1,2
"De 50 y más años (049)",7,,,1,2,2,,2
"Sup. no Univ. incompleta (050)",28,,,,1,6,10,11
"De 15 a 19 años (052)",1,,,,,,,1
"De 20 a 24 años (053)",8,,,,,,5,3
"De 25 a 29 años (054)",4,,,,,1,2,1
"De 30 a 34 años (055)",8,,,,,2,2,4
"De 35 a 39 años (056)",4,,,,,2,,2
"De 40 a 44 años (057)",2,,,,,1,1,
"De 50 y más años (059)",1,,,,1,,,
"Sup. no Univ. completa (060)",40,,,,1,11,14,14
