"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",6925,82,2905,2340,713,218,119,25,5,,518
"Conviviente (001)",1773,38,852,523,141,42,20,5,,,152
"Separado(a) (002)",183,3,87,58,16,7,3,,,,9
"Casado(a) (003)",3754,28,1614,1347,412,104,55,14,2,,178
"Viudo(a) (004)",552,6,190,222,51,27,19,2,2,,33
"Divorciado(a) (005)",17,,9,4,2,,,,,,2
"Soltero(a) (006)",646,7,153,186,91,38,22,4,1,,144
,,,,,,,,,,,
"URBANA (008)",2421,17,879,867,315,98,63,10,3,,169
"Conviviente (009)",574,6,258,199,53,20,8,1,,,29
"Separado(a) (010)",73,3,31,24,8,3,1,,,,3
"Casado(a) (011)",1246,6,447,467,183,45,31,5,1,,61
"Viudo(a) (012)",213,1,67,87,19,14,10,2,1,,12
"Divorciado(a) (013)",11,,7,2,2,,,,,,
"Soltero(a) (014)",304,1,69,88,50,16,13,2,1,,64
,,,,,,,,,,,
"RURAL (016)",4504,65,2026,1473,398,120,56,15,2,,349
"Conviviente (017)",1199,32,594,324,88,22,12,4,,,123
"Separado(a) (018)",110,,56,34,8,4,2,,,,6
"Casado(a) (019)",2508,22,1167,880,229,59,24,9,1,,117
"Viudo(a) (020)",339,5,123,135,32,13,9,,1,,21
"Divorciado(a) (021)",6,,2,2,,,,,,,2
"Soltero(a) (022)",342,6,84,98,41,22,9,2,,,80
