"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUAYLAS",,,,,,,,,
"Viviendas particulares (001)",347,123,70,22,46,16,16,20,34
"Ocupantes presentes (002)",1482,515,325,84,223,70,61,70,134
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",347,123,70,22,46,16,16,20,34
"Ocupantes presentes (005)",1482,515,325,84,223,70,61,70,134
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",95,31,15,2,11,7,16,6,7
"Ocupantes presentes (029)",407,133,63,5,61,34,61,24,26
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",95,31,15,2,11,7,16,6,7
"Ocupantes presentes (032)",407,133,63,5,61,34,61,24,26
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",252,92,55,20,35,9,,14,27
"Ocupantes presentes (056)",1075,382,262,79,162,36,,46,108
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",252,92,55,20,35,9,,14,27
"Ocupantes presentes (059)",1075,382,262,79,162,36,,46,108
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
