"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAJAMARCA (000)",6354,1665,4689
"Sin nivel (001)",399,72,327
"Educación inicial (002)",4,2,2
"Primaria (003)",2289,580,1709
"Secundaria (004)",2227,641,1586
"Superior no univ. incompleta (005)",160,44,116
"Superior no univ. completa (006)",436,124,312
"Superior univ. incompleta (007)",204,49,155
"Superior univ. completa (008)",635,153,482
"Hombres (010)",4782,1104,3678
"Sin nivel (011)",275,37,238
"Educación inicial (012)",4,2,2
"Primaria (013)",1873,403,1470
"Secundaria (014)",1792,473,1319
"Superior no univ. incompleta (015)",112,27,85
"Superior no univ. completa (016)",226,56,170
"Superior univ. incompleta (017)",138,36,102
"Superior univ. completa (018)",362,70,292
"Mujeres (020)",1572,561,1011
"Sin nivel (021)",124,35,89
"Primaria (023)",416,177,239
"Secundaria (024)",435,168,267
"Superior no univ. incompleta (025)",48,17,31
"Superior no univ. completa (026)",210,68,142
"Superior univ. incompleta (027)",66,13,53
"Superior univ. completa (028)",273,83,190
,,,
"AREA URBANA (030)",3447,811,2636
"Sin nivel (031)",116,16,100
"Educación inicial (032)",4,2,2
"Primaria (033)",720,153,567
"Secundaria (034)",1298,320,978
"Superior no univ. incompleta (035)",139,36,103
"Superior no univ. completa (036)",376,99,277
"Superior univ. incompleta (037)",190,43,147
"Superior univ. completa (038)",604,142,462
"Hombres (040)",2287,467,1820
"Sin nivel (041)",57,5,52
"Educación inicial (042)",4,2,2
"Primaria (043)",519,95,424
"Secundaria (044)",966,208,758
"Superior no univ. incompleta (045)",93,20,73
"Superior no univ. completa (046)",186,44,142
"Superior univ. incompleta (047)",126,30,96
"Superior univ. completa (048)",336,63,273
"Mujeres (050)",1160,344,816
"Sin nivel (051)",59,11,48
"Primaria (053)",201,58,143
"Secundaria (054)",332,112,220
"Superior no univ. incompleta (055)",46,16,30
"Superior no univ. completa (056)",190,55,135
"Superior univ. incompleta (057)",64,13,51
"Superior univ. completa (058)",268,79,189
,,,
"AREA RURAL (060)",2907,854,2053
"Sin nivel (061)",283,56,227
"Primaria (063)",1569,427,1142
"Secundaria (064)",929,321,608
"Superior no univ. incompleta (065)",21,8,13
"Superior no univ. completa (066)",60,25,35
"Superior univ. incompleta (067)",14,6,8
"Superior univ. completa (068)",31,11,20
"Hombres (070)",2495,637,1858
"Sin nivel (071)",218,32,186
"Primaria (073)",1354,308,1046
"Secundaria (074)",826,265,561
"Superior no univ. incompleta (075)",19,7,12
"Superior no univ. completa (076)",40,12,28
"Superior univ. incompleta (077)",12,6,6
"Superior univ. completa (078)",26,7,19
"Mujeres (080)",412,217,195
"Sin nivel (081)",65,24,41
"Primaria (083)",215,119,96
"Secundaria (084)",103,56,47
"Superior no univ. incompleta (085)",2,1,1
"Superior no univ. completa (086)",20,13,7
"Superior univ. incompleta (087)",2,,2
"Superior univ. completa (088)",5,4,1
