"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia VIRU (000)",31468,657,14929,9524,5154,1204
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",21,,,12,8,1
"Profes., científicos e intelectuales (002)",506,,175,225,97,9
"Técnicos de nivel medio y trab.asimilados (003)",805,1,379,339,74,12
"Jefes y empleados de oficina (004)",558,,308,191,55,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2548,43,827,953,631,94
"Agricult.trabaj. calif. agrop. y pesqueros (006)",4868,38,1465,1557,1289,519
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",3591,19,2316,954,270,32
"Obreros construc., conf., papel, fab., instr. (008)",1980,8,726,766,429,51
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",14859,493,7827,4101,2034,404
"Otra (010)",21,,3,9,9,
"Ocupación no especificada (011)",927,4,456,265,146,56
"Desocupado (012)",784,51,447,152,112,22
"Hombres (013)",22416,448,10360,6697,3904,1007
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",16,,,11,5,
"Profes., científicos e intelectuales (015)",244,,60,102,73,9
"Técnicos de nivel medio y trab.asimilados (016)",579,1,252,255,62,9
"Jefes y empleados de oficina (017)",354,,181,129,40,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",987,21,324,382,228,32
"Agricult.trabaj. calif. agrop. y pesqueros (019)",4303,23,1203,1399,1183,495
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",2304,16,1433,602,221,32
"Obreros construc., conf., papel, fab., instr. (021)",1925,6,701,743,425,50
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",10613,343,5657,2804,1483,326
"Otra (023)",21,,3,9,9,
"Ocupación no especificada (024)",540,3,271,151,83,32
"Desocupado (025)",530,35,275,110,92,18
"Mujeres (026)",9052,209,4569,2827,1250,197
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",5,,,1,3,1
"Profes., científicos e intelectuales (028)",262,,115,123,24,
"Técnicos de nivel medio y trab.asimilados (029)",226,,127,84,12,3
"Jefes y empleados de oficina (030)",204,,127,62,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1561,22,503,571,403,62
"Agricult.trabaj. calif. agrop. y pesqueros (032)",565,15,262,158,106,24
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",1287,3,883,352,49,
