"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YAROWILCA (000)",27200,3568,515,14555,7219,274,354,255,460
"Hombres (001)",13001,714,240,7092,4099,150,225,170,311
"Mujeres (002)",14199,2854,275,7463,3120,124,129,85,149
"PEA (003)",9886,1312,25,4667,3008,114,273,90,397
"Hombres (004)",6573,444,10,3174,2320,81,190,70,284
"Mujeres (005)",3313,868,15,1493,688,33,83,20,113
"Ocupada (006)",9610,1300,25,4577,2869,110,262,86,381
"Hombres (007)",6362,438,10,3098,2209,78,184,68,277
"Mujeres (008)",3248,862,15,1479,660,32,78,18,104
"Desocupada (009)",276,12,,90,139,4,11,4,16
"Hombres (010)",211,6,,76,111,3,6,2,7
"Mujeres (011)",65,6,,14,28,1,5,2,9
"No PEA (012)",17314,2256,490,9888,4211,160,81,165,63
"Hombres (013)",6428,270,230,3918,1779,69,35,100,27
"Mujeres (014)",10886,1986,260,5970,2432,91,46,65,36
,,,,,,,,,
"URBANA (018)",6721,550,116,3061,2244,108,200,146,296
"Hombres (019)",3296,92,47,1471,1222,56,124,91,193
"Mujeres (020)",3425,458,69,1590,1022,52,76,55,103
"PEA (021)",2507,179,1,892,918,44,157,53,263
"Hombres (022)",1670,55,1,578,686,29,103,38,180
"Mujeres (023)",837,124,,314,232,15,54,15,83
"Ocupada (024)",2373,175,1,850,855,41,150,50,251
"Hombres (025)",1571,55,1,542,635,27,100,36,175
"Mujeres (026)",802,120,,308,220,14,50,14,76
"Desocupada (027)",134,4,,42,63,3,7,3,12
"Hombres (028)",99,,,36,51,2,3,2,5
"Mujeres (029)",35,4,,6,12,1,4,1,7
"No PEA (030)",4214,371,115,2169,1326,64,43,93,33
"Hombres (031)",1626,37,46,893,536,27,21,53,13
"Mujeres (032)",2588,334,69,1276,790,37,22,40,20
,,,,,,,,,
"RURAL (036)",20479,3018,399,11494,4975,166,154,109,164
"Hombres (037)",9705,622,193,5621,2877,94,101,79,118
"Mujeres (038)",10774,2396,206,5873,2098,72,53,30,46
"PEA (039)",7379,1133,24,3775,2090,70,116,37,134
"Hombres (040)",4903,389,9,2596,1634,52,87,32,104
"Mujeres (041)",2476,744,15,1179,456,18,29,5,30
"Ocupada (042)",7237,1125,24,3727,2014,69,112,36,130
"Hombres (043)",4791,383,9,2556,1574,51,84,32,102
"Mujeres (044)",2446,742,15,1171,440,18,28,4,28
"Desocupada (045)",142,8,,48,76,1,4,1,4
"Hombres (046)",112,6,,40,60,1,3,,2
"Mujeres (047)",30,2,,8,16,,1,1,2
"No PEA (048)",13100,1885,375,7719,2885,96,38,72,30
"Hombres (049)",4802,233,184,3025,1243,42,14,47,14
"Mujeres (050)",8298,1652,191,4694,1642,54,24,25,16
