"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CAJATAMBO (000)",2956,579,526,1224,59,422,54,92
"Agric., ganadería, caza y silvicultura (001)",1618,4,265,926,49,374,,
"Pesca (002)",1,,1,,,,,
"Explotación de minas y canteras (003)",142,35,106,,1,,,
"Industrias manufactureras (004)",68,,26,35,3,4,,
"Suministro de electricidad, gas y agua (005)",6,4,2,,,,,
"Construcción (006)",76,1,61,13,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",190,18,4,142,3,23,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",9,2,3,4,,,,
"Comercio al por mayor (009)",9,3,,4,,2,,
"Comercio al por menor (010)",172,13,1,134,3,21,,
"Hoteles y restaurantes (011)",61,17,9,28,1,6,,
"Trans., almac. y comunicaciones (012)",29,13,8,7,,1,,
"Intermediación financiera (013)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (014)",39,28,6,5,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",119,105,14,,,,,
"Enseñanza (016)",314,297,,16,,1,,
"Servicios sociales y de salud (017)",26,21,4,1,,,,
"Otras activ. serv.comun.soc y personales (018)",44,18,2,24,,,,
"Hogares privados con servicio doméstico (019)",54,,,,,,54,
"Actividad economica no especificada (021)",74,15,18,27,1,13,,
"Desocupado (022)",92,,,,,,,92
"Hombres (023)",2167,338,459,967,50,268,3,82
"Agric., ganadería, caza y silvicultura (024)",1337,1,224,816,43,253,,
"Pesca (025)",1,,1,,,,,
"Explotación de minas y canteras (026)",138,34,103,,1,,,
"Industrias manufactureras (027)",60,,22,32,3,3,,
"Suministro de electricidad, gas y agua (028)",6,4,2,,,,,
"Construcción (029)",76,1,61,13,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",90,10,4,67,1,8,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",9,2,3,4,,,,
"Comercio al por mayor (032)",7,3,,3,,1,,
"Comercio al por menor (033)",74,5,1,60,1,7,,
"Hoteles y restaurantes (034)",4,3,,,1,,,
"Trans., almac. y comunicaciones (035)",27,12,7,7,,1,,
"Intermediación financiera (036)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (037)",31,20,6,5,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",84,71,13,,,,,
"Enseñanza (039)",161,153,,8,,,,
"Servicios sociales y de salud (040)",9,4,4,1,,,,
"Otras activ. serv.comun.soc y personales (041)",19,11,1,7,,,,
"Hogares privados con servicio doméstico (042)",3,,,,,,3,
"Actividad economica no especificada (044)",37,12,11,11,,3,,
"Desocupado (045)",82,,,,,,,82
"Mujeres (046)",789,241,67,257,9,154,51,10
"Agric., ganadería, caza y silvicultura (047)",281,3,41,110,6,121,,
"Explotación de minas y canteras (049)",4,1,3,,,,,
"Industrias manufactureras (050)",8,,4,3,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",100,8,,75,2,15,,
"Comercio al por mayor (055)",2,,,1,,1,,
"Comercio al por menor (056)",98,8,,74,2,14,,
"Hoteles y restaurantes (057)",57,14,9,28,,6,,
"Trans., almac. y comunicaciones (058)",2,1,1,,,,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",8,8,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",35,34,1,,,,,
"Enseñanza (062)",153,144,,8,,1,,
"Servicios sociales y de salud (063)",17,17,,,,,,
"Otras activ. serv.comun.soc y personales (064)",25,7,1,17,,,,
"Hogares privados con servicio doméstico (065)",51,,,,,,51,
"Actividad economica no especificada (067)",37,3,7,16,1,10,,
"Desocupado (068)",10,,,,,,,10
,,,,,,,,
"URBANA (069)",1789,461,302,680,40,204,47,55
"Agric., ganadería, caza y silvicultura (070)",818,4,177,439,33,165,,
"Pesca (071)",1,,1,,,,,
"Explotación de minas y canteras (072)",8,1,7,,,,,
"Industrias manufactureras (073)",55,,19,29,3,4,,
"Suministro de electricidad, gas y agua (074)",6,4,2,,,,,
"Construcción (075)",55,1,44,10,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",152,16,1,113,2,20,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",4,2,,2,,,,
"Comercio al por mayor (078)",6,2,,2,,2,,
"Comercio al por menor (079)",142,12,1,109,2,18,,
"Hoteles y restaurantes (080)",58,17,9,25,1,6,,
"Trans., almac. y comunicaciones (081)",29,13,8,7,,1,,
"Intermediación financiera (082)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (083)",33,24,4,5,,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",111,99,12,,,,,
"Enseñanza (085)",236,227,,9,,,,
"Servicios sociales y de salud (086)",25,20,4,1,,,,
"Otras activ. serv.comun.soc y personales (087)",39,18,1,20,,,,
"Hogares privados con servicio doméstico (088)",47,,,,,,47,
"Actividad economica no especificada (090)",58,14,13,22,1,8,,
"Desocupado (091)",55,,,,,,,55
"Hombres (092)",1190,265,250,475,33,117,2,48
"Agric., ganadería, caza y silvicultura (093)",641,1,147,360,29,104,,
"Pesca (094)",1,,1,,,,,
"Explotación de minas y canteras (095)",8,1,7,,,,,
"Industrias manufactureras (096)",49,,15,28,3,3,,
"Suministro de electricidad, gas y agua (097)",6,4,2,,,,,
"Construcción (098)",55,1,44,10,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",66,9,1,49,,7,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",4,2,,2,,,,
"Comercio al por mayor (101)",4,2,,1,,1,,
"Comercio al por menor (102)",58,5,1,46,,6,,
"Hoteles y restaurantes (103)",4,3,,,1,,,
"Trans., almac. y comunicaciones (104)",27,12,7,7,,1,,
"Intermediación financiera (105)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (106)",26,17,4,5,,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",78,67,11,,,,,
"Enseñanza (108)",126,122,,4,,,,
"Servicios sociales y de salud (109)",9,4,4,1,,,,
"Otras activ. serv.comun.soc y personales (110)",15,11,,4,,,,
"Hogares privados con servicio doméstico (111)",2,,,,,,2,
"Actividad economica no especificada (113)",27,11,7,7,,2,,
"Desocupado (114)",48,,,,,,,48
"Mujeres (115)",599,196,52,205,7,87,45,7
"Agric., ganadería, caza y silvicultura (116)",177,3,30,79,4,61,,
"Industrias manufactureras (119)",6,,4,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",86,7,,64,2,13,,
"Comercio al por mayor (124)",2,,,1,,1,,
"Comercio al por menor (125)",84,7,,63,2,12,,
"Hoteles y restaurantes (126)",54,14,9,25,,6,,
"Trans., almac. y comunicaciones (127)",2,1,1,,,,,
"Intermediación financiera (128)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (129)",7,7,,,,,,
