"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",10414,1655,270,3688,3435,358,571,113,324
"Quechua (001)",5223,1106,42,2056,1546,106,208,42,117
"Aymara (002)",19,1,2,9,4,1,1,,1
"Ashaninca (003)",1,,,1,,,,,
"Otra lengua nativa (004)",15,1,1,7,4,1,1,,
"Castellano (005)",5140,535,224,1612,1881,250,361,71,206
"Es sordomudo/a (007)",16,12,1,3,,,,,
"Hombres (009)",5294,554,140,1841,2008,199,284,73,195
"Quechua (010)",2568,295,23,1038,935,70,107,24,76
"Aymara (011)",8,,1,3,2,,1,,1
"Otra lengua nativa (013)",10,,1,5,3,,1,,
"Castellano (014)",2702,254,115,794,1068,129,175,49,118
"Es sordomudo/a (016)",6,5,,1,,,,,
"Mujeres (018)",5120,1101,130,1847,1427,159,287,40,129
"Quechua (019)",2655,811,19,1018,611,36,101,18,41
"Aymara (020)",11,1,1,6,2,1,,,
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",5,1,,2,1,1,,,
"Castellano (023)",2438,281,109,818,813,121,186,22,88
"Es sordomudo/a (025)",10,7,1,2,,,,,
,,,,,,,,,
"URBANA (027)",6979,907,198,2297,2432,295,489,86,275
"Quechua (028)",3002,514,19,1095,995,80,171,31,97
"Aymara (029)",15,1,2,8,2,1,1,,
"Otra lengua nativa (031)",10,1,1,3,4,1,,,
"Castellano (032)",3941,382,176,1189,1431,213,317,55,178
"Es sordomudo/a (034)",11,9,,2,,,,,
"Hombres (036)",3491,288,107,1105,1381,161,230,56,163
"Quechua (037)",1423,105,11,518,574,53,78,19,65
"Aymara (038)",5,,1,3,,,1,,
"Otra lengua nativa (040)",7,,1,3,3,,,,
"Castellano (041)",2051,179,94,580,804,108,151,37,98
"Es sordomudo/a (043)",5,4,,1,,,,,
"Mujeres (045)",3488,619,91,1192,1051,134,259,30,112
"Quechua (046)",1579,409,8,577,421,27,93,12,32
"Aymara (047)",10,1,1,5,2,1,,,
"Otra lengua nativa (049)",3,1,,,1,1,,,
"Castellano (050)",1890,203,82,609,627,105,166,18,80
"Es sordomudo/a (052)",6,5,,1,,,,,
,,,,,,,,,
"RURAL (054)",3435,748,72,1391,1003,63,82,27,49
"Quechua (055)",2221,592,23,961,551,26,37,11,20
"Aymara (056)",4,,,1,2,,,,1
"Ashaninca (057)",1,,,1,,,,,
"Otra lengua nativa (058)",5,,,4,,,1,,
"Castellano (059)",1199,153,48,423,450,37,44,16,28
"Es sordomudo/a (061)",5,3,1,1,,,,,
"Hombres (063)",1803,266,33,736,627,38,54,17,32
"Quechua (064)",1145,190,12,520,361,17,29,5,11
"Aymara (065)",3,,,,2,,,,1
"Otra lengua nativa (067)",3,,,2,,,1,,
"Castellano (068)",651,75,21,214,264,21,24,12,20
"Es sordomudo/a (070)",1,1,,,,,,,
"Mujeres (072)",1632,482,39,655,376,25,28,10,17
"Quechua (073)",1076,402,11,441,190,9,8,6,9
"Aymara (074)",1,,,1,,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",2,,,2,,,,,
"Castellano (077)",548,78,27,209,186,16,20,4,8
"Es sordomudo/a (079)",4,2,1,1,,,,,
