"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MOHO (000)",24852,5932,5648,4415,4906,3951
"Hombres (001)",12143,3052,2844,2118,2293,1836
"Mujeres (002)",12709,2880,2804,2297,2613,2115
"PEA (003)",11761,282,2712,3204,3482,2081
"Hombres (004)",6614,135,1485,1831,1975,1188
"Mujeres (005)",5147,147,1227,1373,1507,893
"Ocupada (006)",11279,275,2461,3066,3426,2051
"Hombres (007)",6234,131,1297,1712,1929,1165
"Mujeres (008)",5045,144,1164,1354,1497,886
"Desocupada (009)",482,7,251,138,56,30
"Hombres (010)",380,4,188,119,46,23
"Mujeres (011)",102,3,63,19,10,7
"No PEA (012)",13091,5650,2936,1211,1424,1870
"Hombres (013)",5529,2917,1359,287,318,648
"Mujeres (014)",7562,2733,1577,924,1106,1222
,,,,,,
"URBANA (018)",7076,1750,1966,1476,1235,649
"Hombres (019)",3654,901,1021,737,664,331
"Mujeres (020)",3422,849,945,739,571,318
"PEA (021)",3106,97,828,1019,841,321
"Hombres (022)",1836,53,460,597,528,198
"Mujeres (023)",1270,44,368,422,313,123
"Ocupada (024)",2899,95,728,951,816,309
"Hombres (025)",1674,52,387,539,506,190
"Mujeres (026)",1225,43,341,412,310,119
"Desocupada (027)",207,2,100,68,25,12
"Hombres (028)",162,1,73,58,22,8
"Mujeres (029)",45,1,27,10,3,4
"No PEA (030)",3970,1653,1138,457,394,328
"Hombres (031)",1818,848,561,140,136,133
"Mujeres (032)",2152,805,577,317,258,195
,,,,,,
"RURAL (036)",17776,4182,3682,2939,3671,3302
"Hombres (037)",8489,2151,1823,1381,1629,1505
"Mujeres (038)",9287,2031,1859,1558,2042,1797
"PEA (039)",8655,185,1884,2185,2641,1760
"Hombres (040)",4778,82,1025,1234,1447,990
"Mujeres (041)",3877,103,859,951,1194,770
"Ocupada (042)",8380,180,1733,2115,2610,1742
"Hombres (043)",4560,79,910,1173,1423,975
"Mujeres (044)",3820,101,823,942,1187,767
"Desocupada (045)",275,5,151,70,31,18
"Hombres (046)",218,3,115,61,24,15
"Mujeres (047)",57,2,36,9,7,3
"No PEA (048)",9121,3997,1798,754,1030,1542
"Hombres (049)",3711,2069,798,147,182,515
"Mujeres (050)",5410,1928,1000,607,848,1027
