"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CAÑETE (000)",198348,3942,57348,53336,40264,29759,13699
"Jefe o Jefa (001)",50260,,48,7438,17391,16910,8473
"Esposa(o) / compañera(o) (002)",31718,,51,7294,12549,9047,2777
"Hijo(a) / hijastro(a) (003)",84584,2498,44478,29013,6841,1701,53
"Yerno / nuera (004)",3507,,25,2143,1157,175,7
"Nieto(a) (005)",13105,1181,9394,2373,147,10,
"Padres / suegros (006)",2172,,,1,36,535,1600
"Otro(a) pariente (007)",10373,235,3063,3802,1561,1039,673
"Trabajador(a) del hogar (008)",136,,3,86,23,20,4
"Pensionistas (009)",227,,4,118,59,36,10
"Otro(a) no pariente (010)",2266,28,282,1068,500,286,102
"Hombres (011)",98734,1997,29138,26343,19511,14792,6953
"Jefe o Jefa (012)",37065,,24,5608,13241,12363,5829
"Esposa(o) / compañera(o) (013)",2066,,33,494,773,567,199
"Hijo(a) / hijastro(a) (014)",43366,1266,22544,15295,3440,798,23
"Yerno / nuera (015)",1822,,12,929,747,129,5
"Nieto(a) (016)",6739,604,4822,1237,72,4,
"Padres / suegros (017)",692,,,,11,163,518
"Otro(a) pariente (018)",5501,110,1547,2102,866,565,311
"Trabajador(a) del hogar (019)",18,,1,9,4,3,1
"Pensionistas (020)",168,,4,74,54,30,6
"Otro(a) no pariente (021)",1297,17,151,595,303,170,61
"Mujeres (022)",99614,1945,28210,26993,20753,14967,6746
"Jefe o Jefa (023)",13195,,24,1830,4150,4547,2644
"Esposa(o) / compañera(o) (024)",29652,,18,6800,11776,8480,2578
"Hijo(a) / hijastro(a) (025)",41218,1232,21934,13718,3401,903,30
"Yerno / nuera (026)",1685,,13,1214,410,46,2
"Nieto(a) (027)",6366,577,4572,1136,75,6,
"Padres / suegros (028)",1480,,,1,25,372,1082
"Otro(a) pariente (029)",4872,125,1516,1700,695,474,362
"Trabajador(a) del hogar (030)",118,,2,77,19,17,3
"Pensionistas (031)",59,,,44,5,6,4
"Otro(a) no pariente (032)",969,11,131,473,197,116,41
,,,,,,,
"URBANA (033)",166965,3350,48519,45059,34021,24872,11144
"Jefe o Jefa (034)",41801,,44,6131,14648,14114,6864
"Esposa(o) / compañera(o) (035)",26338,,46,6034,10557,7528,2173
"Hijo(a) / hijastro(a) (036)",71266,2091,37350,24606,5772,1409,38
"Yerno / nuera (037)",3059,,22,1880,1000,151,6
"Nieto(a) (038)",11387,1030,8159,2057,131,10,
"Padres / suegros (039)",1883,,,1,31,454,1397
"Otro(a) pariente (040)",8959,202,2641,3259,1367,913,577
"Trabajador(a) del hogar (041)",121,,2,77,19,19,4
"Pensionistas (042)",215,,4,113,54,35,9
"Otro(a) no pariente (043)",1936,27,251,901,442,239,76
"Hombres (044)",82671,1704,24613,22175,16333,12242,5604
"Jefe o Jefa (045)",30433,,22,4555,11008,10199,4649
"Esposa(o) / compañera(o) (046)",1794,,30,448,667,486,163
"Hijo(a) / hijastro(a) (047)",36464,1060,18913,12955,2873,646,17
"Yerno / nuera (048)",1607,,10,827,651,114,5
"Nieto(a) (049)",5852,537,4181,1069,61,4,
"Padres / suegros (050)",599,,,,9,136,454
"Otro(a) pariente (051)",4697,90,1320,1775,756,490,266
"Trabajador(a) del hogar (052)",15,,1,9,2,2,1
"Pensionistas (053)",159,,4,71,49,29,6
"Otro(a) no pariente (054)",1051,17,132,466,257,136,43
"Mujeres (055)",84294,1646,23906,22884,17688,12630,5540
"Jefe o Jefa (056)",11368,,22,1576,3640,3915,2215
"Esposa(o) / compañera(o) (057)",24544,,16,5586,9890,7042,2010
"Hijo(a) / hijastro(a) (058)",34802,1031,18437,11651,2899,763,21
"Yerno / nuera (059)",1452,,12,1053,349,37,1
"Nieto(a) (060)",5535,493,3978,988,70,6,
"Padres / suegros (061)",1284,,,1,22,318,943
"Otro(a) pariente (062)",4262,112,1321,1484,611,423,311
"Trabajador(a) del hogar (063)",106,,1,68,17,17,3
"Pensionistas (064)",56,,,42,5,6,3
"Otro(a) no pariente (065)",885,10,119,435,185,103,33
,,,,,,,
"RURAL (066)",31383,592,8829,8277,6243,4887,2555
"Jefe o Jefa (067)",8459,,4,1307,2743,2796,1609
"Esposa(o) / compañera(o) (068)",5380,,5,1260,1992,1519,604
"Hijo(a) / hijastro(a) (069)",13318,407,7128,4407,1069,292,15
"Yerno / nuera (070)",448,,3,263,157,24,1
"Nieto(a) (071)",1718,151,1235,316,16,,
"Padres / suegros (072)",289,,,,5,81,203
"Otro(a) pariente (073)",1414,33,422,543,194,126,96
"Trabajador(a) del hogar (074)",15,,1,9,4,1,
"Pensionistas (075)",12,,,5,5,1,1
"Otro(a) no pariente (076)",330,1,31,167,58,47,26
"Hombres (077)",16063,293,4525,4168,3178,2550,1349
"Jefe o Jefa (078)",6632,,2,1053,2233,2164,1180
"Esposa(o) / compañera(o) (079)",272,,3,46,106,81,36
"Hijo(a) / hijastro(a) (080)",6902,206,3631,2340,567,152,6
"Yerno / nuera (081)",215,,2,102,96,15,
"Nieto(a) (082)",887,67,641,168,11,,
"Padres / suegros (083)",93,,,,2,27,64
"Otro(a) pariente (084)",804,20,227,327,110,75,45
"Trabajador(a) del hogar (085)",3,,,,2,1,
"Pensionistas (086)",9,,,3,5,1,
"Otro(a) no pariente (087)",246,,19,129,46,34,18
"Mujeres (088)",15320,299,4304,4109,3065,2337,1206
"Jefe o Jefa (089)",1827,,2,254,510,632,429
"Esposa(o) / compañera(o) (090)",5108,,2,1214,1886,1438,568
"Hijo(a) / hijastro(a) (091)",6416,201,3497,2067,502,140,9
"Yerno / nuera (092)",233,,1,161,61,9,1
"Nieto(a) (093)",831,84,594,148,5,,
