"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia SANTA",,,,
"Viviendas particulares (001)",74906,67639,3871,3396
"Ocupantes presentes (002)",337510,309425,16312,11773
"Casa independiente",,,,
"Viviendas particulares (004)",70837,65656,3452,1729
"Ocupantes presentes (005)",323291,302034,14926,6331
"Departamento en edificio",,,,
"Viviendas particulares (007)",953,831,122,
"Ocupantes presentes (008)",3339,2926,413,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",472,382,90,
"Ocupantes presentes (011)",1706,1442,264,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",329,246,77,6
"Ocupantes presentes (014)",1290,1048,222,20
"Choza o cabaña",,,,
"Viviendas particulares (016)",4,,,4
"Ocupantes presentes (017)",14,,,14
"Vivienda improvisada",,,,
"Viviendas particulares (019)",2214,441,124,1649
"Ocupantes presentes (020)",7625,1773,466,5386
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",94,83,6,5
"Ocupantes presentes (023)",236,202,21,13
"Otro tipo",,,,
"Viviendas particulares (025)",3,,,3
"Ocupantes presentes (026)",9,,,9
Si,,,,
"Viviendas particulares (028)",67953,61811,3280,2862
"Ocupantes presentes (029)",307179,283318,13919,9942
"Casa independiente",,,,
"Viviendas particulares (031)",64304,59921,2900,1483
"Ocupantes presentes (032)",294351,276248,12670,5433
"Departamento en edificio",,,,
"Viviendas particulares (034)",933,816,117,
"Ocupantes presentes (035)",3262,2879,383,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",444,365,79,
"Ocupantes presentes (038)",1607,1375,232,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",313,237,70,6
"Ocupantes presentes (041)",1251,1022,209,20
"Choza o cabaña",,,,
"Viviendas particulares (043)",3,,,3
"Ocupantes presentes (044)",13,,,13
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1866,395,109,1362
"Ocupantes presentes (047)",6470,1605,411,4454
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",87,77,5,5
"Ocupantes presentes (050)",216,189,14,13
"Otro tipo",,,,
"Viviendas particulares (052)",3,,,3
"Ocupantes presentes (053)",9,,,9
No,,,,
"Viviendas particulares (055)",6953,5828,591,534
"Ocupantes presentes (056)",30331,26107,2393,1831
"Casa independiente",,,,
"Viviendas particulares (058)",6533,5735,552,246
"Ocupantes presentes (059)",28940,25786,2256,898
"Departamento en edificio",,,,
"Viviendas particulares (061)",20,15,5,
"Ocupantes presentes (062)",77,47,30,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",28,17,11,
"Ocupantes presentes (065)",99,67,32,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",16,9,7,
"Ocupantes presentes (068)",39,26,13,
"Choza o cabaña",,,,
"Viviendas particulares (070)",1,,,1
"Ocupantes presentes (071)",1,,,1
"Vivienda improvisada",,,,
"Viviendas particulares (073)",348,46,15,287
"Ocupantes presentes (074)",1155,168,55,932
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",7,6,1,
"Ocupantes presentes (077)",20,13,7,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",73396,66486,3565,3345
"Ocupantes presentes (110)",331218,304666,15031,11521
"Casa independiente",,,,
"Viviendas particulares (112)",69331,64503,3146,1682
"Ocupantes presentes (113)",317013,297275,13645,6093
"Departamento en edificio",,,,
"Viviendas particulares (115)",953,831,122,
"Ocupantes presentes (116)",3339,2926,413,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",472,382,90,
"Ocupantes presentes (119)",1706,1442,264,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",329,246,77,6
"Ocupantes presentes (122)",1290,1048,222,20
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",2214,441,124,1649
"Ocupantes presentes (128)",7625,1773,466,5386
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",94,83,6,5
"Ocupantes presentes (131)",236,202,21,13
"Otro tipo",,,,
"Viviendas particulares (133)",3,,,3
"Ocupantes presentes (134)",9,,,9
Si,,,,
"Viviendas particulares (136)",66578,60755,3008,2815
"Ocupantes presentes (137)",301426,278941,12781,9704
"Casa independiente",,,,
"Viviendas particulares (139)",62932,58865,2628,1439
"Ocupantes presentes (140)",288611,271871,11532,5208
"Departamento en edificio",,,,
"Viviendas particulares (142)",933,816,117,
"Ocupantes presentes (143)",3262,2879,383,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",444,365,79,
"Ocupantes presentes (146)",1607,1375,232,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",313,237,70,6
"Ocupantes presentes (149)",1251,1022,209,20
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1866,395,109,1362
"Ocupantes presentes (155)",6470,1605,411,4454
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",87,77,5,5
"Ocupantes presentes (158)",216,189,14,13
"Otro tipo",,,,
"Viviendas particulares (160)",3,,,3
"Ocupantes presentes (161)",9,,,9
No,,,,
"Viviendas particulares (163)",6818,5731,557,530
"Ocupantes presentes (164)",29792,25725,2250,1817
"Casa independiente",,,,
"Viviendas particulares (166)",6399,5638,518,243
"Ocupantes presentes (167)",28402,25404,2113,885
"Departamento en edificio",,,,
"Viviendas particulares (169)",20,15,5,
"Ocupantes presentes (170)",77,47,30,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",28,17,11,
"Ocupantes presentes (173)",99,67,32,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",16,9,7,
"Ocupantes presentes (176)",39,26,13,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",348,46,15,287
"Ocupantes presentes (182)",1155,168,55,932
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",7,6,1,
"Ocupantes presentes (185)",20,13,7,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1510,1153,306,51
"Ocupantes presentes (218)",6292,4759,1281,252
"Casa independiente",,,,
"Viviendas particulares (220)",1506,1153,306,47
"Ocupantes presentes (221)",6278,4759,1281,238
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",4,,,4
"Ocupantes presentes (233)",14,,,14
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1375,1056,272,47
"Ocupantes presentes (245)",5753,4377,1138,238
"Casa independiente",,,,
"Viviendas particulares (247)",1372,1056,272,44
"Ocupantes presentes (248)",5740,4377,1138,225
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",3,,,3
"Ocupantes presentes (260)",13,,,13
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",135,97,34,4
"Ocupantes presentes (272)",539,382,143,14
"Casa independiente",,,,
"Viviendas particulares (274)",134,97,34,3
"Ocupantes presentes (275)",538,382,143,13
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",1,,,1
"Ocupantes presentes (287)",1,,,1
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
