"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SATIPO (000)",59524,148264,136457,,4276,92,2.9
"De 12 a 14 años (001)",6649,55,52,,19,94.5,34.5
"De 15 a 19 años (002)",9676,2860,2779,741,97.2,25.9,
"De 20 a 24 años (003)",9080,10855,10504,1176,96.8,10.8,
"De 25 a 29 años (004)",7693,16333,15745,971,96.4,5.9,
"De 30 a 34 años (005)",5937,18142,17336,638,95.6,3.5,
"De 35 a 39 años (006)",5652,21954,20771,494,94.6,2.3,
"De 40 a 44 años (007)",4337,19916,18532,181,93.1,0.9,
"De 45 a 49 años (008)",3474,17882,16186,54,90.5,0.3,
"De 50 y más años (009)",7026,40267,34552,2,85.8,,
"PEA (010)",16646,42365,39080,825,92.2,1.9,
"De 12 a 14 años (011)",388,10,9,5,90,50,
"De 15 a 19 años (012)",1880,613,596,109,97.2,17.8,
"De 20 a 24 años (013)",2787,2497,2376,187,95.2,7.5,
"De 25 a 29 años (014)",2542,4151,3970,177,95.6,4.3,
"De 30 a 34 años (015)",2132,5263,5023,168,95.4,3.2,
"De 35 a 39 años (016)",2059,6853,6456,124,94.2,1.8,
"De 40 a 44 años (017)",1597,6490,6084,41,93.7,0.6,
"De 45 a 49 años (018)",1368,6274,5715,13,91.1,0.2,
"De 50 y más años (019)",1893,10214,8851,1,86.7,,
"Ocupada (020)",16054,41754,38511,803,92.2,1.9,
"De 12 a 14 años (021)",371,10,9,5,90,50,
"De 15 a 19 años (022)",1730,586,569,103,97.1,17.6,
"De 20 a 24 años (023)",2596,2425,2307,180,95.1,7.4,
"De 25 a 29 años (024)",2442,4062,3885,172,95.6,4.2,
"De 30 a 34 años (025)",2091,5196,4960,166,95.5,3.2,
"De 35 a 39 años (026)",2027,6758,6367,123,94.2,1.8,
"De 40 a 44 años (027)",1570,6389,5992,40,93.8,0.6,
"De 45 a 49 años (028)",1352,6200,5644,13,91,0.2,
"De 50 y más años (029)",1875,10128,8778,1,86.7,,
"Desocupada (030)",592,611,569,22,93.1,3.6,
"De 12 a 14 años (031)",17,,,,,,
"De 15 a 19 años (032)",150,27,27,6,100,22.2,
"De 20 a 24 años (033)",191,72,69,7,95.8,9.7,
"De 25 a 29 años (034)",100,89,85,5,95.5,5.6,
"De 30 a 34 años (035)",41,67,63,2,94,3,
