"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JAUJA (000)",81532,4720,1148,30675,29435,4071,4762,2579,4142
"Hombres (001)",38923,789,584,13667,15968,2077,2136,1441,2261
"Mujeres (002)",42609,3931,564,17008,13467,1994,2626,1138,1881
"PEA (003)",30771,1207,19,7819,12383,1854,3256,1176,3057
"Hombres (004)",19241,309,10,4469,8866,1249,1722,803,1813
"Mujeres (005)",11530,898,9,3350,3517,605,1534,373,1244
"Ocupada (006)",28936,1164,14,7466,11513,1736,3006,1132,2905
"Hombres (007)",17920,289,7,4197,8172,1166,1590,770,1729
"Mujeres (008)",11016,875,7,3269,3341,570,1416,362,1176
"Desocupada (009)",1835,43,5,353,870,118,250,44,152
"Hombres (010)",1321,20,3,272,694,83,132,33,84
"Mujeres (011)",514,23,2,81,176,35,118,11,68
"No PEA (012)",50761,3513,1129,22856,17052,2217,1506,1403,1085
"Hombres (013)",19682,480,574,9198,7102,828,414,638,448
"Mujeres (014)",31079,3033,555,13658,9950,1389,1092,765,637
,,,,,,,,,
"URBANA (018)",57035,2962,809,18634,20796,3491,4229,2297,3817
"Hombres (019)",26984,486,412,8249,10889,1751,1851,1273,2073
"Mujeres (020)",30051,2476,397,10385,9907,1740,2378,1024,1744
"PEA (021)",22037,730,13,4309,8567,1646,2907,1038,2827
"Hombres (022)",13272,186,6,2308,5836,1088,1490,700,1658
"Mujeres (023)",8765,544,7,2001,2731,558,1417,338,1169
"Ocupada (024)",20631,703,11,4081,7919,1539,2690,1002,2686
"Hombres (025)",12296,176,5,2136,5333,1014,1377,674,1581
"Mujeres (026)",8335,527,6,1945,2586,525,1313,328,1105
"Desocupada (027)",1406,27,2,228,648,107,217,36,141
"Hombres (028)",976,10,1,172,503,74,113,26,77
"Mujeres (029)",430,17,1,56,145,33,104,10,64
"No PEA (030)",34998,2232,796,14325,12229,1845,1322,1259,990
"Hombres (031)",13712,300,406,5941,5053,663,361,573,415
"Mujeres (032)",21286,1932,390,8384,7176,1182,961,686,575
,,,,,,,,,
"RURAL (036)",24497,1758,339,12041,8639,580,533,282,325
"Hombres (037)",11939,303,172,5418,5079,326,285,168,188
"Mujeres (038)",12558,1455,167,6623,3560,254,248,114,137
"PEA (039)",8734,477,6,3510,3816,208,349,138,230
"Hombres (040)",5969,123,4,2161,3030,161,232,103,155
"Mujeres (041)",2765,354,2,1349,786,47,117,35,75
"Ocupada (042)",8305,461,3,3385,3594,197,316,130,219
"Hombres (043)",5624,113,2,2061,2839,152,213,96,148
"Mujeres (044)",2681,348,1,1324,755,45,103,34,71
"Desocupada (045)",429,16,3,125,222,11,33,8,11
"Hombres (046)",345,10,2,100,191,9,19,7,7
"Mujeres (047)",84,6,1,25,31,2,14,1,4
"No PEA (048)",15763,1281,333,8531,4823,372,184,144,95
"Hombres (049)",5970,180,168,3257,2049,165,53,65,33
"Mujeres (050)",9793,1101,165,5274,2774,207,131,79,62
