"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PALLASCA (000)",7928,693,8,3155,2184,344,501,284,759
"Empleado (001)",1322,30,,67,201,95,273,117,539
"Obrero (002)",2018,126,2,802,776,77,103,67,65
"Trabajador independiente (003)",3333,376,1,1640,848,140,100,89,139
"Empleador o patrono (004)",62,6,,28,21,1,2,2,2
"Trabajador familiar no remunerado (005)",1100,133,5,577,316,26,22,9,12
"Trabajador del hogar (006)",93,22,,41,22,5,1,,2
"Hombres (008)",6296,444,7,2650,1855,282,344,224,490
"Empleado (009)",785,9,,37,138,67,153,77,304
"Obrero (010)",1864,106,2,729,726,75,99,67,60
"Trabajador independiente (011)",2772,260,1,1428,706,118,73,70,116
"Empleador o patrono (012)",59,5,,27,20,1,2,2,2
"Trabajador familiar no remunerado (013)",813,64,4,428,264,20,17,8,8
"Trabajador del hogar (014)",3,,,1,1,1,,,
"Mujeres (016)",1632,249,1,505,329,62,157,60,269
"Empleado (017)",537,21,,30,63,28,120,40,235
"Obrero (018)",154,20,,73,50,2,4,,5
"Trabajador independiente (019)",561,116,,212,142,22,27,19,23
"Empleador o patrono (020)",3,1,,1,1,,,,
"Trabajador familiar no remunerado (021)",287,69,1,149,52,6,5,1,4
"Trabajador del hogar (022)",90,22,,40,21,4,1,,2
,,,,,,,,,
"URBANA (024)",4358,300,2,1406,1280,245,368,224,533
"Empleado (025)",1008,22,,51,162,73,204,100,396
"Obrero (026)",1248,65,1,466,486,55,76,56,43
"Trabajador independiente (027)",1565,149,,649,465,96,66,60,80
"Empleador o patrono (028)",40,3,,18,14,1,1,1,2
"Trabajador familiar no remunerado (029)",426,46,1,190,133,19,20,7,10
"Trabajador del hogar (030)",71,15,,32,20,1,1,,2
"Hombres (032)",3247,158,2,1111,1022,197,243,176,338
"Empleado (033)",603,5,,31,108,54,110,69,226
"Obrero (034)",1132,53,1,411,446,53,73,56,39
"Trabajador independiente (035)",1183,81,,522,352,76,44,44,64
"Empleador o patrono (036)",37,2,,17,13,1,1,1,2
"Trabajador familiar no remunerado (037)",290,17,1,129,102,13,15,6,7
"Trabajador del hogar (038)",2,,,1,1,,,,
"Mujeres (040)",1111,142,,295,258,48,125,48,195
"Empleado (041)",405,17,,20,54,19,94,31,170
"Obrero (042)",116,12,,55,40,2,3,,4
"Trabajador independiente (043)",382,68,,127,113,20,22,16,16
"Empleador o patrono (044)",3,1,,1,1,,,,
"Trabajador familiar no remunerado (045)",136,29,,61,31,6,5,1,3
"Trabajador del hogar (046)",69,15,,31,19,1,1,,2
,,,,,,,,,
"RURAL (048)",3570,393,6,1749,904,99,133,60,226
"Empleado (049)",314,8,,16,39,22,69,17,143
"Obrero (050)",770,61,1,336,290,22,27,11,22
"Trabajador independiente (051)",1768,227,1,991,383,44,34,29,59
"Empleador o patrono (052)",22,3,,10,7,,1,1,
"Trabajador familiar no remunerado (053)",674,87,4,387,183,7,2,2,2
"Trabajador del hogar (054)",22,7,,9,2,4,,,
"Hombres (056)",3049,286,5,1539,833,85,101,48,152
"Empleado (057)",182,4,,6,30,13,43,8,78
"Obrero (058)",732,53,1,318,280,22,26,11,21
"Trabajador independiente (059)",1589,179,1,906,354,42,29,26,52
"Empleador o patrono (060)",22,3,,10,7,,1,1,
"Trabajador familiar no remunerado (061)",523,47,3,299,162,7,2,2,1
"Trabajador del hogar (062)",1,,,,,1,,,
"Mujeres (064)",521,107,1,210,71,14,32,12,74
"Empleado (065)",132,4,,10,9,9,26,9,65
"Obrero (066)",38,8,,18,10,,1,,1
"Trabajador independiente (067)",179,48,,85,29,2,5,3,7
"Trabajador familiar no remunerado (069)",151,40,1,88,21,,,,1
"Trabajador del hogar (070)",21,7,,9,2,3,,,
