"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCAYO (000)",461978,7639,133615,131228,89216,70307,29973
"Jefe o Jefa (001)",114259,,227,16580,38796,41082,17574
"Esposa(o) / compañera(o) (002)",66547,,132,13605,26096,21183,5531
"Hijo(a) / hijastro(a) (003)",203152,4888,103406,76201,15943,2676,38
"Yerno / nuera (004)",6880,,55,3954,2489,369,13
"Nieto(a) (005)",26814,2192,19510,4864,242,6,
"Padres / suegros (006)",6582,,,2,101,1510,4969
"Otro(a) pariente (007)",29919,484,9290,12026,4039,2584,1496
"Trabajador(a) del hogar (008)",726,,59,513,91,49,14
"Pensionistas (009)",298,,10,191,44,28,25
"Otro(a) no pariente (010)",6801,75,926,3292,1375,820,313
"Hombres (011)",220185,3922,67874,62556,39926,31998,13909
"Jefe o Jefa (012)",75639,,111,10635,26391,27119,11383
"Esposa(o) / compañera(o) (013)",5327,,92,1618,1745,1391,481
"Hijo(a) / hijastro(a) (014)",101992,2515,52460,38465,7406,1126,20
"Yerno / nuera (015)",3334,,20,1537,1488,281,8
"Nieto(a) (016)",13768,1113,10018,2514,120,3,
"Padres / suegros (017)",1819,,,,43,392,1384
"Otro(a) pariente (018)",14886,256,4720,6091,2064,1265,490
"Trabajador(a) del hogar (019)",62,,11,34,7,9,1
"Pensionistas (020)",169,,4,106,28,16,15
"Otro(a) no pariente (021)",3189,38,438,1556,634,396,127
"Mujeres (022)",241793,3717,65741,68672,49290,38309,16064
"Jefe o Jefa (023)",38620,,116,5945,12405,13963,6191
"Esposa(o) / compañera(o) (024)",61220,,40,11987,24351,19792,5050
"Hijo(a) / hijastro(a) (025)",101160,2373,50946,37736,8537,1550,18
"Yerno / nuera (026)",3546,,35,2417,1001,88,5
"Nieto(a) (027)",13046,1079,9492,2350,122,3,
"Padres / suegros (028)",4763,,,2,58,1118,3585
"Otro(a) pariente (029)",15033,228,4570,5935,1975,1319,1006
"Trabajador(a) del hogar (030)",664,,48,479,84,40,13
"Pensionistas (031)",129,,6,85,16,12,10
"Otro(a) no pariente (032)",3612,37,488,1736,741,424,186
,,,,,,,
"URBANA (033)",407794,6667,114823,117881,80117,62471,25835
"Jefe o Jefa (034)",100571,,201,14654,34422,36376,14918
"Esposa(o) / compañera(o) (035)",58035,,120,11733,22894,18600,4688
"Hijo(a) / hijastro(a) (036)",177640,4222,87730,68267,14880,2511,30
"Yerno / nuera (037)",6237,,46,3504,2329,347,11
"Nieto(a) (038)",24200,1953,17510,4502,230,5,
"Padres / suegros (039)",5993,,,2,94,1394,4503
"Otro(a) pariente (040)",27531,420,8262,11333,3806,2357,1353
"Trabajador(a) del hogar (041)",707,,59,500,86,48,14
"Pensionistas (042)",298,,10,191,44,28,25
"Otro(a) no pariente (043)",6582,72,885,3195,1332,805,293
"Hombres (044)",193718,3430,58299,56077,35607,28308,11997
"Jefe o Jefa (045)",65814,,95,9201,23022,23786,9710
"Esposa(o) / compañera(o) (046)",4897,,83,1488,1602,1283,441
"Hijo(a) / hijastro(a) (047)",88908,2179,44491,34312,6865,1045,16
"Yerno / nuera (048)",3039,,17,1367,1382,266,7
"Nieto(a) (049)",12445,990,8999,2339,114,3,
"Padres / suegros (050)",1646,,,,40,355,1251
"Otro(a) pariente (051)",13661,226,4175,5722,1938,1158,442
"Trabajador(a) del hogar (052)",57,,11,31,5,9,1
"Pensionistas (053)",169,,4,106,28,16,15
"Otro(a) no pariente (054)",3082,35,424,1511,611,387,114
"Mujeres (055)",214076,3237,56524,61804,44510,34163,13838
"Jefe o Jefa (056)",34757,,106,5453,11400,12590,5208
"Esposa(o) / compañera(o) (057)",53138,,37,10245,21292,17317,4247
"Hijo(a) / hijastro(a) (058)",88732,2043,43239,33955,8015,1466,14
"Yerno / nuera (059)",3198,,29,2137,947,81,4
"Nieto(a) (060)",11755,963,8511,2163,116,2,
"Padres / suegros (061)",4347,,,2,54,1039,3252
"Otro(a) pariente (062)",13870,194,4087,5611,1868,1199,911
"Trabajador(a) del hogar (063)",650,,48,469,81,39,13
"Pensionistas (064)",129,,6,85,16,12,10
"Otro(a) no pariente (065)",3500,37,461,1684,721,418,179
,,,,,,,
"RURAL (066)",54184,972,18792,13347,9099,7836,4138
"Jefe o Jefa (067)",13688,,26,1926,4374,4706,2656
"Esposa(o) / compañera(o) (068)",8512,,12,1872,3202,2583,843
"Hijo(a) / hijastro(a) (069)",25512,666,15676,7934,1063,165,8
"Yerno / nuera (070)",643,,9,450,160,22,2
"Nieto(a) (071)",2614,239,2000,362,12,1,
"Padres / suegros (072)",589,,,,7,116,466
"Otro(a) pariente (073)",2388,64,1028,693,233,227,143
"Trabajador(a) del hogar (074)",19,,,13,5,1,
"Otro(a) no pariente (076)",219,3,41,97,43,15,20
"Hombres (077)",26467,492,9575,6479,4319,3690,1912
"Jefe o Jefa (078)",9825,,16,1434,3369,3333,1673
"Esposa(o) / compañera(o) (079)",430,,9,130,143,108,40
"Hijo(a) / hijastro(a) (080)",13084,336,7969,4153,541,81,4
"Yerno / nuera (081)",295,,3,170,106,15,1
"Nieto(a) (082)",1323,123,1019,175,6,,
"Padres / suegros (083)",173,,,,3,37,133
"Otro(a) pariente (084)",1225,30,545,369,126,107,48
"Trabajador(a) del hogar (085)",5,,,3,2,,
"Otro(a) no pariente (087)",107,3,14,45,23,9,13
"Mujeres (088)",27717,480,9217,6868,4780,4146,2226
"Jefe o Jefa (089)",3863,,10,492,1005,1373,983
"Esposa(o) / compañera(o) (090)",8082,,3,1742,3059,2475,803
"Hijo(a) / hijastro(a) (091)",12428,330,7707,3781,522,84,4
"Yerno / nuera (092)",348,,6,280,54,7,1
