"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia CUTERVO (000)",48750,46942,14656,6118,5553,4212,5836,4195,6372,1808
"Católica (001)",42789,41192,12957,5413,4898,3669,5079,3653,5523,1597
"Cristiana/Evangélica (002)",3488,3380,969,385,359,322,462,326,557,108
"Otra (003)",1221,1183,341,165,137,118,153,111,158,38
"Ninguna (004)",1252,1187,389,155,159,103,142,105,134,65
,,,,,,,,,,
"URBANA (006)",10558,10009,3219,1716,1480,1022,1153,628,791,549
"Católica (007)",9528,9014,2909,1569,1363,922,1018,536,697,514
"Cristiana/Evangélica (008)",649,630,193,84,76,59,94,62,62,19
"Otra (009)",232,223,64,42,28,23,23,20,23,9
"Ninguna (010)",149,142,53,21,13,18,18,10,9,7
,,,,,,,,,,
"RURAL (012)",38192,36933,11437,4402,4073,3190,4683,3567,5581,1259
"Católica (013)",33261,32178,10048,3844,3535,2747,4061,3117,4826,1083
"Cristiana/Evangélica (014)",2839,2750,776,301,283,263,368,264,495,89
"Otra (015)",989,960,277,123,109,95,130,91,135,29
"Ninguna (016)",1103,1045,336,134,146,85,124,95,125,58
