"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CONDORCANQUI (000)",413,15,230,122,43,3
"Conviviente (001)",213,,81,102,29,1
"Separado(a) (002)",12,,7,4,1,
"Casado(a) (003)",22,,5,7,9,1
"Viudo(a) (004)",5,,1,2,1,1
"Divorciado(a) (005)",1,,,,1,
"Soltero(a) (006)",160,15,136,7,2,
"Hombres (008)",359,8,190,115,43,3
"Conviviente (009)",195,,70,95,29,1
"Separado(a) (010)",8,,3,4,1,
"Casado(a) (011)",19,,2,7,9,1
"Viudo(a) (012)",5,,1,2,1,1
"Divorciado(a) (013)",1,,,,1,
"Soltero(a) (014)",131,8,114,7,2,
"Mujeres (016)",54,7,40,7,,
"Conviviente (017)",18,,11,7,,
"Separado(a) (018)",4,,4,,,
"Casado(a) (019)",3,,3,,,
"Soltero(a) (022)",29,7,22,,,
,,,,,,
"AREA URBANA (024)",75,2,43,23,7,
"Conviviente (025)",37,,18,18,1,
"Separado(a) (026)",2,,1,1,,
"Casado(a) (027)",8,,2,3,3,
"Divorciado(a) (029)",1,,,,1,
"Soltero(a) (030)",27,2,22,1,2,
"Hombres (032)",61,2,30,22,7,
"Conviviente (033)",31,,13,17,1,
"Separado(a) (034)",1,,,1,,
"Casado(a) (035)",6,,,3,3,
"Divorciado(a) (037)",1,,,,1,
"Soltero(a) (038)",22,2,17,1,2,
"Mujeres (040)",14,,13,1,,
"Conviviente (041)",6,,5,1,,
"Separado(a) (042)",1,,1,,,
"Casado(a) (043)",2,,2,,,
"Soltero(a) (046)",5,,5,,,
,,,,,,
"AREA RURAL (048)",338,13,187,99,36,3
"Conviviente (049)",176,,63,84,28,1
"Separado(a) (050)",10,,6,3,1,
"Casado(a) (051)",14,,3,4,6,1
"Viudo(a) (052)",5,,1,2,1,1
"Soltero(a) (054)",133,13,114,6,,
"Hombres (056)",298,6,160,93,36,3
"Conviviente (057)",164,,57,78,28,1
"Separado(a) (058)",7,,3,3,1,
"Casado(a) (059)",13,,2,4,6,1
"Viudo(a) (060)",5,,1,2,1,1
"Soltero(a) (062)",109,6,97,6,,
"Mujeres (064)",40,7,27,6,,
"Conviviente (065)",12,,6,6,,
"Separado(a) (066)",3,,3,,,
"Casado(a) (067)",1,,1,,,
"Soltero(a) (070)",24,7,17,,,
