"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia BARRANCA (000)",2129,416,1713
"Sin nivel (001)",50,3,47
"Educación inicial (002)",3,,3
"Primaria (003)",401,58,343
"Secundaria (004)",1142,256,886
"Superior no univ. incompleta (005)",76,12,64
"Superior no univ. completa (006)",141,22,119
"Superior univ. incompleta (007)",109,22,87
"Superior univ. completa (008)",207,43,164
"De 14 a 29 años (010)",1123,337,786
"Sin nivel (011)",11,1,10
"Educación inicial (012)",3,,3
"Primaria (013)",122,35,87
"Secundaria (014)",694,220,474
"Superior no univ. incompleta (015)",42,9,33
"Superior no univ. completa (016)",64,16,48
"Superior univ. incompleta (017)",73,20,53
"Superior univ. completa (018)",114,36,78
"De 30 a 44 años (020)",581,70,511
"Sin nivel (021)",12,,12
"Primaria (023)",104,20,84
"Secundaria (024)",294,33,261
"Superior no univ. incompleta (025)",26,3,23
"Superior no univ. completa (026)",55,5,50
"Superior univ. incompleta (027)",25,2,23
"Superior univ. completa (028)",65,7,58
"De 45 a 64 años (030)",362,9,353
"Sin nivel (031)",22,2,20
"Primaria (033)",131,3,128
"Secundaria (034)",143,3,140
"Superior no univ. incompleta (035)",7,,7
"Superior no univ. completa (036)",21,1,20
"Superior univ. incompleta (037)",11,,11
"Superior univ. completa (038)",27,,27
"De 65 y más años (040)",63,,63
"Sin nivel (041)",5,,5
"Primaria (043)",44,,44
"Secundaria (044)",11,,11
"Superior no univ. incompleta (045)",1,,1
"Superior no univ. completa (046)",1,,1
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",1922,379,1543
"Sin nivel (051)",32,2,30
"Educación inicial (052)",3,,3
"Primaria (053)",340,52,288
"Secundaria (054)",1036,229,807
"Superior no univ. incompleta (055)",72,12,60
"Superior no univ. completa (056)",136,22,114
"Superior univ. incompleta (057)",102,19,83
"Superior univ. completa (058)",201,43,158
"De 14 a 29 años (060)",1006,303,703
"Sin nivel (061)",8,,8
"Educación inicial (062)",3,,3
"Primaria (063)",97,30,67
"Secundaria (064)",620,195,425
"Superior no univ. incompleta (065)",40,9,31
"Superior no univ. completa (066)",63,16,47
"Superior univ. incompleta (067)",66,17,49
"Superior univ. completa (068)",109,36,73
"De 30 a 44 años (070)",537,67,470
"Sin nivel (071)",5,,5
"Primaria (073)",91,19,72
"Secundaria (074)",275,31,244
"Superior no univ. incompleta (075)",24,3,21
"Superior no univ. completa (076)",53,5,48
"Superior univ. incompleta (077)",25,2,23
"Superior univ. completa (078)",64,7,57
"De 45 a 64 años (080)",323,9,314
"Sin nivel (081)",16,2,14
"Primaria (083)",113,3,110
"Secundaria (084)",130,3,127
"Superior no univ. incompleta (085)",7,,7
"Superior no univ. completa (086)",19,1,18
"Superior univ. incompleta (087)",11,,11
"Superior univ. completa (088)",27,,27
"De 65 y más años (090)",56,,56
"Sin nivel (091)",3,,3
"Primaria (093)",39,,39
"Secundaria (094)",11,,11
"Superior no univ. incompleta (095)",1,,1
"Superior no univ. completa (096)",1,,1
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",207,37,170
"Sin nivel (101)",18,1,17
"Primaria (103)",61,6,55
"Secundaria (104)",106,27,79
"Superior no univ. incompleta (105)",4,,4
"Superior no univ. completa (106)",5,,5
"Superior univ. incompleta (107)",7,3,4
"Superior univ. completa (108)",6,,6
"De 14 a 29 años (110)",117,34,83
"Sin nivel (111)",3,1,2
"Primaria (113)",25,5,20
"Secundaria (114)",74,25,49
"Superior no univ. incompleta (115)",2,,2
"Superior no univ. completa (116)",1,,1
"Superior univ. incompleta (117)",7,3,4
"Superior univ. completa (118)",5,,5
"De 30 a 44 años (120)",44,3,41
"Sin nivel (121)",7,,7
"Primaria (123)",13,1,12
"Secundaria (124)",19,2,17
"Superior no univ. incompleta (125)",2,,2
"Superior no univ. completa (126)",2,,2
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",39,,39
"Sin nivel (131)",6,,6
"Primaria (133)",18,,18
"Secundaria (134)",13,,13
"Superior no univ. completa (136)",2,,2
"De 65 y más años (140)",7,,7
"Sin nivel (141)",2,,2
"Primaria (143)",5,,5
