"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CASMA (000)",37505,4544,5655,1148,26199
"Hombres (001)",19169,2164,2787,670,13571
"Mujeres (002)",18336,2380,2868,478,12628
"PEA (003)",16834,587,2691,626,12958
"Hombres (004)",12074,407,1645,450,9589
"Mujeres (005)",4760,180,1046,176,3369
"Ocupada (006)",15974,543,2639,612,12208
"Hombres (007)",11439,377,1605,438,9036
"Mujeres (008)",4535,166,1034,174,3172
"Desocupada (009)",860,44,52,14,750
"Hombres (010)",635,30,40,12,553
"Mujeres (011)",225,14,12,2,197
"No PEA (012)",20671,3957,2964,522,13241
"Hombres (013)",7095,1757,1142,220,3982
"Mujeres (014)",13576,2200,1822,302,9259
,,,,,
"URBANA (018)",26141,2065,4904,947,18264
"Hombres (019)",13140,969,2373,541,9280
"Mujeres (020)",13001,1096,2531,406,8984
"PEA (021)",12177,304,2320,523,9057
"Hombres (022)",8059,168,1355,360,6193
"Mujeres (023)",4118,136,965,163,2864
"Ocupada (024)",11527,282,2276,513,8483
"Hombres (025)",7608,155,1323,351,5796
"Mujeres (026)",3919,127,953,162,2687
"Desocupada (027)",650,22,44,10,574
"Hombres (028)",451,13,32,9,397
"Mujeres (029)",199,9,12,1,177
"No PEA (030)",13964,1761,2584,424,9207
"Hombres (031)",5081,801,1018,181,3087
"Mujeres (032)",8883,960,1566,243,6120
,,,,,
"RURAL (036)",11364,2479,751,201,7935
"Hombres (037)",6029,1195,414,129,4291
"Mujeres (038)",5335,1284,337,72,3644
"PEA (039)",4657,283,371,103,3901
"Hombres (040)",4015,239,290,90,3396
"Mujeres (041)",642,44,81,13,505
"Ocupada (042)",4447,261,363,99,3725
"Hombres (043)",3831,222,282,87,3240
"Mujeres (044)",616,39,81,12,485
"Desocupada (045)",210,22,8,4,176
"Hombres (046)",184,17,8,3,156
"Mujeres (047)",26,5,,1,20
"No PEA (048)",6707,2196,380,98,4034
"Hombres (049)",2014,956,124,39,895
"Mujeres (050)",4693,1240,256,59,3139
