"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia YAULI (000)",903,6,495,278,118,6
"Conviviente (001)",246,,126,102,18,
"Separado(a) (002)",25,,7,11,7,
"Casado(a) (003)",174,,21,75,73,5
"Viudo(a) (004)",11,,1,1,8,1
"Divorciado(a) (005)",1,,,1,,
"Soltero(a) (006)",446,6,340,88,12,
"Hombres (008)",669,4,346,212,101,6
"Conviviente (009)",192,,93,82,17,
"Separado(a) (010)",13,,1,6,6,
"Casado(a) (011)",144,,17,57,65,5
"Viudo(a) (012)",5,,,1,3,1
"Soltero(a) (014)",315,4,235,66,10,
"Mujeres (016)",234,2,149,66,17,
"Conviviente (017)",54,,33,20,1,
"Separado(a) (018)",12,,6,5,1,
"Casado(a) (019)",30,,4,18,8,
"Viudo(a) (020)",6,,1,,5,
"Divorciado(a) (021)",1,,,1,,
"Soltero(a) (022)",131,2,105,22,2,
,,,,,,
"AREA URBANA (024)",811,3,446,251,105,6
"Conviviente (025)",224,,119,89,16,
"Separado(a) (026)",24,,7,10,7,
"Casado(a) (027)",164,,20,74,65,5
"Viudo(a) (028)",9,,,1,7,1
"Divorciado(a) (029)",1,,,1,,
"Soltero(a) (030)",389,3,300,76,10,
"Hombres (032)",592,2,306,189,89,6
"Conviviente (033)",172,,86,71,15,
"Separado(a) (034)",12,,1,5,6,
"Casado(a) (035)",134,,16,56,57,5
"Viudo(a) (036)",4,,,1,2,1
"Soltero(a) (038)",270,2,203,56,9,
"Mujeres (040)",219,1,140,62,16,
"Conviviente (041)",52,,33,18,1,
"Separado(a) (042)",12,,6,5,1,
"Casado(a) (043)",30,,4,18,8,
"Viudo(a) (044)",5,,,,5,
"Divorciado(a) (045)",1,,,1,,
"Soltero(a) (046)",119,1,97,20,1,
,,,,,,
"AREA RURAL (048)",92,3,49,27,13,
"Conviviente (049)",22,,7,13,2,
"Separado(a) (050)",1,,,1,,
"Casado(a) (051)",10,,1,1,8,
"Viudo(a) (052)",2,,1,,1,
"Soltero(a) (054)",57,3,40,12,2,
"Hombres (056)",77,2,40,23,12,
"Conviviente (057)",20,,7,11,2,
"Separado(a) (058)",1,,,1,,
"Casado(a) (059)",10,,1,1,8,
"Viudo(a) (060)",1,,,,1,
"Soltero(a) (062)",45,2,32,10,1,
"Mujeres (064)",15,1,9,4,1,
"Conviviente (065)",2,,,2,,
"Viudo(a) (068)",1,,1,,,
"Soltero(a) (070)",12,1,8,2,1,
