"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia PACHITEA",,,,,,,,,
"Viviendas particulares (001)",12762,3999,4991,1448,1601,274,244,74,131
"Ocupantes presentes (002)",59944,16555,23747,7543,8478,1409,1243,385,584
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",11844,3548,4690,1334,1561,267,242,74,128
"Ocupantes presentes (005)",56059,14991,22321,6927,8245,1382,1231,385,577
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",12,1,3,,6,1,,,1
"Ocupantes presentes (008)",52,4,14,,26,6,,,2
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",22,9,6,1,,2,2,,2
"Ocupantes presentes (011)",75,22,27,3,,6,12,,5
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",42,19,14,3,5,1,,,
"Ocupantes presentes (014)",161,56,77,11,15,2,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",836,418,277,110,28,3,,,
"Ocupantes presentes (017)",3579,1475,1303,602,186,13,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,1,1,,1,,,,
"Ocupantes presentes (023)",13,2,5,,6,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,3,,,,,,,
"Ocupantes presentes (026)",5,5,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1988,425,556,252,419,100,114,36,86
"Ocupantes presentes (029)",8258,1453,2322,1072,1933,426,499,183,370
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1911,395,533,248,408,96,112,36,83
"Ocupantes presentes (032)",7968,1369,2204,1058,1892,412,487,183,363
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",12,1,3,,6,1,,,1
"Ocupantes presentes (035)",52,4,14,,26,6,,,2
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",22,9,6,1,,2,2,,2
"Ocupantes presentes (038)",75,22,27,3,,6,12,,5
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",42,19,14,3,5,1,,,
"Ocupantes presentes (041)",161,56,77,11,15,2,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",10774,3574,4435,1196,1182,174,130,38,45
"Ocupantes presentes (056)",51686,15102,21425,6471,6545,983,744,202,214
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",9933,3153,4157,1086,1153,171,130,38,45
"Ocupantes presentes (059)",48091,13622,20117,5869,6353,970,744,202,214
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",836,418,277,110,28,3,,,
"Ocupantes presentes (071)",3579,1475,1303,602,186,13,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,1,,1,,,,
"Ocupantes presentes (077)",11,,5,,6,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",3,3,,,,,,,
"Ocupantes presentes (080)",5,5,,,,,,,
