"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CALCA (000)",46996,8387,8518,9031,7866,5634,7560
"Católica (001)",39645,6941,7006,7474,6633,4872,6719
"Cristiana/Evangélica (002)",5456,1048,1098,1153,936,579,642
"Otra (003)",1318,253,283,290,216,133,143
"Ninguna (004)",577,145,131,114,81,50,56
"Hombres (006)",23574,4353,4369,4564,3937,2808,3543
"Católica (007)",19939,3641,3600,3777,3301,2441,3179
"Cristiana/Evangélica (008)",2651,521,541,578,475,266,270
"Otra (009)",646,122,151,142,106,65,60
"Ninguna (010)",338,69,77,67,55,36,34
"Mujeres (012)",23422,4034,4149,4467,3929,2826,4017
"Católica (013)",19706,3300,3406,3697,3332,2431,3540
"Cristiana/Evangélica (014)",2805,527,557,575,461,313,372
"Otra (015)",672,131,132,148,110,68,83
"Ninguna (016)",239,76,54,47,26,14,22
,,,,,,,
"URBANA (018)",17559,3089,3312,3513,2941,2030,2674
"Católica (019)",15633,2735,2899,3077,2633,1823,2466
"Cristiana/Evangélica (020)",1158,217,233,264,190,126,128
"Otra (021)",479,85,111,106,71,51,55
"Ninguna (022)",289,52,69,66,47,30,25
"Hombres (024)",8616,1551,1693,1724,1429,1014,1205
"Católica (025)",7641,1380,1466,1504,1263,917,1111
"Cristiana/Evangélica (026)",558,108,121,132,98,50,49
"Otra (027)",236,40,62,47,37,21,29
"Ninguna (028)",181,23,44,41,31,26,16
"Mujeres (030)",8943,1538,1619,1789,1512,1016,1469
"Católica (031)",7992,1355,1433,1573,1370,906,1355
"Cristiana/Evangélica (032)",600,109,112,132,92,76,79
"Otra (033)",243,45,49,59,34,30,26
"Ninguna (034)",108,29,25,25,16,4,9
,,,,,,,
"RURAL (036)",29437,5298,5206,5518,4925,3604,4886
"Católica (037)",24012,4206,4107,4397,4000,3049,4253
"Cristiana/Evangélica (038)",4298,831,865,889,746,453,514
"Otra (039)",839,168,172,184,145,82,88
"Ninguna (040)",288,93,62,48,34,20,31
"Hombres (042)",14958,2802,2676,2840,2508,1794,2338
"Católica (043)",12298,2261,2134,2273,2038,1524,2068
"Cristiana/Evangélica (044)",2093,413,420,446,377,216,221
"Otra (045)",410,82,89,95,69,44,31
"Ninguna (046)",157,46,33,26,24,10,18
"Mujeres (048)",14479,2496,2530,2678,2417,1810,2548
"Católica (049)",11714,1945,1973,2124,1962,1525,2185
"Cristiana/Evangélica (050)",2205,418,445,443,369,237,293
"Otra (051)",429,86,83,89,76,38,57
"Ninguna (052)",131,47,29,22,10,10,13
