"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LAURICOCHA (000)",9831,250,2988,3464,2385,744
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",31,,3,9,18,1
"Profes., científicos e intelectuales (002)",697,,155,329,208,5
"Técnicos de nivel medio y trab.asimilados (003)",118,,52,50,15,1
"Jefes y empleados de oficina (004)",109,,43,39,27,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",493,8,158,181,110,36
"Agricult.trabaj. calif. agrop. y pesqueros (006)",3649,,717,1292,1152,488
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",731,3,245,335,137,11
"Obreros construc., conf., papel, fab., instr. (008)",362,1,125,170,62,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",2937,222,1185,841,534,155
"Otra (010)",11,,6,3,2,
"Ocupación no especificada (011)",220,,70,68,51,31
"Desocupado (012)",473,16,229,147,69,12
"Hombres (013)",7440,151,2222,2683,1820,564
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",27,,2,6,18,1
"Profes., científicos e intelectuales (015)",461,,90,209,157,5
"Técnicos de nivel medio y trab.asimilados (016)",91,,41,36,13,1
"Jefes y empleados de oficina (017)",81,,28,30,23,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",217,4,65,82,47,19
"Agricult.trabaj. calif. agrop. y pesqueros (019)",3141,,608,1135,991,407
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",710,3,237,329,130,11
"Obreros construc., conf., papel, fab., instr. (021)",359,1,124,170,60,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",1886,136,827,529,301,93
"Otra (023)",11,,6,3,2,
"Ocupación no especificada (024)",78,,27,24,15,12
"Desocupado (025)",378,7,167,130,63,11
"Mujeres (026)",2391,99,766,781,565,180
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,,1,3,,
"Profes., científicos e intelectuales (028)",236,,65,120,51,
"Técnicos de nivel medio y trab.asimilados (029)",27,,11,14,2,
"Jefes y empleados de oficina (030)",28,,15,9,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",276,4,93,99,63,17
"Agricult.trabaj. calif. agrop. y pesqueros (032)",508,,109,157,161,81
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",21,,8,6,7,
"Obreros construc., conf., papel, fab., instr. (034)",3,,1,,2,
