"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CANDARAVE (000)",4063,382,2,1404,1646,132,184,90,223
"Empleado (001)",400,2,,26,90,18,77,29,158
"Obrero (002)",990,48,,301,525,54,27,16,19
"Trabajador independiente (003)",1841,218,1,721,714,43,66,36,42
"Empleador o patrono (004)",35,4,,20,8,,3,,
"Trabajador familiar no remunerado (005)",783,109,1,333,300,17,11,8,4
"Trabajador del hogar (006)",14,1,,3,9,,,1,
"Hombres (008)",2550,129,,849,1144,92,125,78,133
"Empleado (009)",253,1,,21,69,10,42,25,85
"Obrero (010)",794,21,,217,449,48,25,16,18
"Trabajador independiente (011)",1224,88,,509,493,25,50,31,28
"Empleador o patrono (012)",24,3,,14,5,,2,,
"Trabajador familiar no remunerado (013)",252,16,,87,127,9,6,5,2
"Trabajador del hogar (014)",3,,,1,1,,,1,
"Mujeres (016)",1513,253,2,555,502,40,59,12,90
"Empleado (017)",147,1,,5,21,8,35,4,73
"Obrero (018)",196,27,,84,76,6,2,,1
"Trabajador independiente (019)",617,130,1,212,221,18,16,5,14
"Empleador o patrono (020)",11,1,,6,3,,1,,
"Trabajador familiar no remunerado (021)",531,93,1,246,173,8,5,3,2
"Trabajador del hogar (022)",11,1,,2,8,,,,
,,,,,,,,,
"URBANA (024)",2639,215,,872,1064,93,142,80,173
"Empleado (025)",324,1,,18,71,16,67,24,127
"Obrero (026)",626,24,,185,340,35,21,12,9
"Trabajador independiente (027)",1147,118,,438,450,29,43,35,34
"Empleador o patrono (028)",31,3,,19,8,,1,,
"Trabajador familiar no remunerado (029)",501,69,,209,189,13,10,8,3
"Trabajador del hogar (030)",10,,,3,6,,,1,
"Hombres (032)",1628,68,,512,728,65,90,68,97
"Empleado (033)",198,,,14,54,9,36,20,65
"Obrero (034)",509,11,,135,289,34,20,12,8
"Trabajador independiente (035)",739,44,,298,303,14,28,30,22
"Empleador o patrono (036)",20,2,,13,5,,,,
"Trabajador familiar no remunerado (037)",160,11,,51,77,8,6,5,2
"Trabajador del hogar (038)",2,,,1,,,,1,
"Mujeres (040)",1011,147,,360,336,28,52,12,76
"Empleado (041)",126,1,,4,17,7,31,4,62
"Obrero (042)",117,13,,50,51,1,1,,1
"Trabajador independiente (043)",408,74,,140,147,15,15,5,12
"Empleador o patrono (044)",11,1,,6,3,,1,,
"Trabajador familiar no remunerado (045)",341,58,,158,112,5,4,3,1
"Trabajador del hogar (046)",8,,,2,6,,,,
,,,,,,,,,
"RURAL (048)",1424,167,2,532,582,39,42,10,50
"Empleado (049)",76,1,,8,19,2,10,5,31
"Obrero (050)",364,24,,116,185,19,6,4,10
"Trabajador independiente (051)",694,100,1,283,264,14,23,1,8
"Empleador o patrono (052)",4,1,,1,,,2,,
"Trabajador familiar no remunerado (053)",282,40,1,124,111,4,1,,1
"Trabajador del hogar (054)",4,1,,,3,,,,
"Hombres (056)",922,61,,337,416,27,35,10,36
"Empleado (057)",55,1,,7,15,1,6,5,20
"Obrero (058)",285,10,,82,160,14,5,4,10
"Trabajador independiente (059)",485,44,,211,190,11,22,1,6
"Empleador o patrono (060)",4,1,,1,,,2,,
"Trabajador familiar no remunerado (061)",92,5,,36,50,1,,,
"Trabajador del hogar (062)",1,,,,1,,,,
"Mujeres (064)",502,106,2,195,166,12,7,,14
"Empleado (065)",21,,,1,4,1,4,,11
"Obrero (066)",79,14,,34,25,5,1,,
"Trabajador independiente (067)",209,56,1,72,74,3,1,,2
"Trabajador familiar no remunerado (069)",190,35,1,88,61,3,1,,1
"Trabajador del hogar (070)",3,1,,,2,,,,
