"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia OCROS (000)",8686,1143,634,219,6701
"Quechua (001)",734,36,47,9,642
"Aymara (002)",4,,,,4
"Asháninka (003)",2,1,,,1
"Castellano (005)",7932,1105,587,210,6041
"Idioma Extranjero (006)",2,,,,2
"Es Sordomudo/a (007)",12,1,,,11
"Hombres (009)",4512,552,332,130,3502
"Quechua (010)",327,12,26,3,286
"Aymara (011)",1,,,,1
"Asháninka (012)",2,1,,,1
"Castellano (014)",4174,538,306,127,3207
"Idioma Extranjero (015)",1,,,,1
"Es Sordomudo/a (016)",7,1,,,6
"Mujeres (018)",4174,591,302,89,3199
"Quechua (019)",407,24,21,6,356
"Aymara (020)",3,,,,3
"Castellano (023)",3758,567,281,83,2834
"Idioma Extranjero (024)",1,,,,1
"Es Sordomudo/a (025)",5,,,,5
,,,,,
"URBANA (027)",5026,557,487,157,3836
"Quechua (028)",479,22,38,7,412
"Aymara (029)",4,,,,4
"Asháninka (030)",1,,,,1
"Castellano (032)",4533,534,449,150,3411
"Idioma Extranjero (033)",2,,,,2
"Es Sordomudo/a (034)",7,1,,,6
"Hombres (036)",2595,281,250,90,1978
"Quechua (037)",194,7,21,2,164
"Aymara (038)",1,,,,1
"Asháninka (039)",1,,,,1
"Castellano (041)",2394,273,229,88,1808
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",4,1,,,3
"Mujeres (045)",2431,276,237,67,1858
"Quechua (046)",285,15,17,5,248
"Aymara (047)",3,,,,3
"Castellano (050)",2139,261,220,62,1603
"Idioma Extranjero (051)",1,,,,1
"Es Sordomudo/a (052)",3,,,,3
,,,,,
"RURAL (054)",3660,586,147,62,2865
"Quechua (055)",255,14,9,2,230
"Asháninka (057)",1,1,,,
"Castellano (059)",3399,571,138,60,2630
"Es Sordomudo/a (061)",5,,,,5
"Hombres (063)",1917,271,82,40,1524
"Quechua (064)",133,5,5,1,122
"Asháninka (066)",1,1,,,
"Castellano (068)",1780,265,77,39,1399
"Es Sordomudo/a (070)",3,,,,3
"Mujeres (072)",1743,315,65,22,1341
"Quechua (073)",122,9,4,1,108
"Castellano (077)",1619,306,61,21,1231
"Es Sordomudo/a (079)",2,,,,2
