"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PARINACOCHAS",,,,,,,,,
"Viviendas particulares (001)",4336,1681,439,44,484,10,6,7,1665
"Ocupantes presentes (002)",16820,6845,1863,193,1748,50,25,20,6076
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4271,1655,416,43,483,10,6,6,1652
"Ocupantes presentes (005)",16551,6738,1750,189,1740,50,25,15,6044
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",28,13,15,,,,,,
"Ocupantes presentes (011)",127,53,74,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",24,9,6,1,,,,1,7
"Ocupantes presentes (014)",88,35,29,4,,,,5,15
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",6,,,,1,,,,5
"Ocupantes presentes (017)",20,,,,8,,,,12
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,1,,,,,,,1
"Ocupantes presentes (020)",20,15,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,3,2,,,,,,
"Ocupantes presentes (023)",14,4,10,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3350,1548,372,37,406,10,5,7,965
"Ocupantes presentes (029)",13190,6410,1623,161,1475,50,24,20,3427
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3291,1522,349,36,406,10,5,6,957
"Ocupantes presentes (032)",12941,6303,1510,157,1475,50,24,15,3407
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",28,13,15,,,,,,
"Ocupantes presentes (038)",127,53,74,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",24,9,6,1,,,,1,7
"Ocupantes presentes (041)",88,35,29,4,,,,5,15
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,1,,,,,,,1
"Ocupantes presentes (047)",20,15,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,3,2,,,,,,
"Ocupantes presentes (050)",14,4,10,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",986,133,67,7,78,,1,,700
"Ocupantes presentes (056)",3630,435,240,32,273,,1,,2649
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",980,133,67,7,77,,1,,695
"Ocupantes presentes (059)",3610,435,240,32,265,,1,,2637
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",6,,,,1,,,,5
"Ocupantes presentes (071)",20,,,,8,,,,12
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
