"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANTA (000)",22710,21942,132,4399,3895,3413,5456,3142,1189,316,768,80030
"De 12 a 14 años (001)",38,23,3,16,4,,,,,,15,24
"De 15 a 19 años (002)",944,876,10,748,98,16,4,,,,68,1008
"De 20 a 24 años (003)",2696,2420,18,1361,753,223,58,7,,,276,3818
"De 25 a 29 años (004)",2967,2788,13,780,906,659,392,34,4,,179,6458
"De 30 a 34 años (005)",2841,2783,8,440,611,656,843,202,20,3,58,8786
"De 35 a 39 años (006)",2507,2462,7,245,404,488,834,389,87,8,45,9499
"De 40 a 44 años (007)",2277,2254,9,153,263,294,769,527,203,36,23,10446
"De 45 a 49 años (008)",1872,1863,7,109,204,234,584,472,197,56,9,9099
"De 50 y más años (009)",6568,6473,57,547,652,843,1972,1511,678,213,95,30892
"PEA (010)",7432,7114,44,1610,1436,1187,1616,839,283,99,318,23935
"De 12 a 14 años (011)",7,4,,4,,,,,,,3,4
"De 15 a 19 años (012)",226,213,2,185,23,3,,,,,13,240
"De 20 a 24 años (013)",883,764,7,475,218,52,9,3,,,119,1125
"De 25 a 29 años (014)",1045,938,9,350,301,184,87,7,,,107,1914
"De 30 a 34 años (015)",1015,984,4,219,259,235,218,46,3,,31,2694
"De 35 a 39 años (016)",970,951,3,126,210,218,271,104,17,2,19,3222
"De 40 a 44 años (017)",887,878,4,73,138,138,304,154,54,13,9,3675
"De 45 a 49 años (018)",741,739,4,49,110,117,216,160,60,23,2,3341
"De 50 y más años (019)",1658,1643,11,129,177,240,511,365,149,61,15,7720
"Ocupada (020)",7189,6898,41,1531,1400,1156,1570,827,277,96,291,23321
"De 12 a 14 años (021)",7,4,,4,,,,,,,3,4
