"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",3829,35,472,108,117,357,1049,318,157,1052,9,155
"Agric., ganadería, caza y silvicultura (001)",1767,,1,5,,,1049,1,,711,,
"Pesca (002)",3,,,,,,,,,3,,
"Explotación de minas y canteras (003)",217,,,1,,,,192,2,22,,
"Industrias manufactureras (004)",112,,1,4,,5,,92,7,3,,
"Suministro de electricidad, gas y agua (005)",2,,,,,,,1,1,,,
"Construcción (006)",195,,5,4,1,,,9,85,91,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",371,,,7,1,287,,22,3,51,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",17,,,1,1,1,,13,1,,,
"Comercio al por mayor (009)",15,,,,,13,,,2,,,
"Comercio al por menor (010)",339,,,6,,273,,9,,51,,
"Hoteles y restaurantes (011)",98,,,6,1,61,,,,30,,
"Trans., almac. y comunicaciones (012)",75,,,4,5,,,,55,11,,
"Intermediación financiera (013)",2,,,1,1,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",41,,13,9,10,,,,2,7,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",137,23,5,12,55,1,,,2,30,9,
"Enseñanza (016)",475,12,418,5,22,,,,,18,,
"Servicios sociales y de salud (017)",61,,25,29,6,,,,,1,,
"Otras activ. serv.comun.soc y personales (018)",46,,3,18,1,3,,1,,20,,
"Hogares privados con servicio doméstico (019)",53,,,,,,,,,53,,
"Actividad economica no especificada (021)",174,,1,3,14,,,,,1,,155
"Hombres (022)",2586,24,228,65,63,116,874,284,153,677,9,93
"Agric., ganadería, caza y silvicultura (023)",1360,,1,3,,,874,1,,481,,
"Pesca (024)",3,,,,,,,,,3,,
"Explotación de minas y canteras (025)",204,,,1,,,,182,2,19,,
"Industrias manufactureras (026)",79,,1,3,,2,,68,4,1,,
"Suministro de electricidad, gas y agua (027)",2,,,,,,,1,1,,,
"Construcción (028)",191,,5,4,1,,,9,85,87,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",154,,,4,,103,,22,3,22,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",16,,,1,,1,,13,1,,,
"Comercio al por mayor (031)",9,,,,,7,,,2,,,
"Comercio al por menor (032)",129,,,3,,95,,9,,22,,
"Hoteles y restaurantes (033)",20,,,4,,11,,,,5,,
"Trans., almac. y comunicaciones (034)",67,,,2,4,,,,54,7,,
"Intermediación financiera (035)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",26,,10,6,3,,,,2,5,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",99,18,4,9,31,,,,2,26,9,
"Enseñanza (038)",227,6,196,2,14,,,,,9,,
"Servicios sociales y de salud (039)",25,,9,13,3,,,,,,,
"Otras activ. serv.comun.soc y personales (040)",21,,1,10,1,,,1,,8,,
"Hogares privados con servicio doméstico (041)",4,,,,,,,,,4,,
"Actividad economica no especificada (043)",103,,1,3,6,,,,,,,93
"Mujeres (044)",1243,11,244,43,54,241,175,34,4,375,,62
"Agric., ganadería, caza y silvicultura (045)",407,,,2,,,175,,,230,,
"Explotación de minas y canteras (047)",13,,,,,,,10,,3,,
"Industrias manufactureras (048)",33,,,1,,3,,24,3,2,,
"Construcción (050)",4,,,,,,,,,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",217,,,3,1,184,,,,29,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",1,,,,1,,,,,,,
"Comercio al por mayor (053)",6,,,,,6,,,,,,
"Comercio al por menor (054)",210,,,3,,178,,,,29,,
"Hoteles y restaurantes (055)",78,,,2,1,50,,,,25,,
"Trans., almac. y comunicaciones (056)",8,,,2,1,,,,1,4,,
"Intermediación financiera (057)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",15,,3,3,7,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",38,5,1,3,24,1,,,,4,,
"Enseñanza (060)",248,6,222,3,8,,,,,9,,
"Servicios sociales y de salud (061)",36,,16,16,3,,,,,1,,
"Otras activ. serv.comun.soc y personales (062)",25,,2,8,,3,,,,12,,
"Hogares privados con servicio doméstico (063)",49,,,,,,,,,49,,
"Actividad economica no especificada (065)",71,,,,8,,,,,1,,62
,,,,,,,,,,,,
"URBANA (066)",2823,23,420,95,115,302,665,280,132,683,9,99
"Agric., ganadería, caza y silvicultura (067)",1067,,1,5,,,665,1,,395,,
"Pesca (068)",3,,,,,,,,,3,,
"Explotación de minas y canteras (069)",189,,,1,,,,171,1,16,,
"Industrias manufactureras (070)",95,,1,2,,4,,79,7,2,,
"Suministro de electricidad, gas y agua (071)",2,,,,,,,1,1,,,
"Construcción (072)",157,,3,4,1,,,8,68,73,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",315,,,5,1,242,,19,2,46,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",15,,,,1,1,,12,1,,,
"Comercio al por mayor (075)",14,,,,,13,,,1,,,
"Comercio al por menor (076)",286,,,5,,228,,7,,46,,
"Hoteles y restaurantes (077)",87,,,6,1,52,,,,28,,
"Trans., almac. y comunicaciones (078)",68,,,3,5,,,,49,11,,
"Intermediación financiera (079)",2,,,1,1,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",38,,12,8,10,,,,2,6,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",120,17,3,12,54,1,,,2,22,9,
"Enseñanza (082)",420,6,374,4,22,,,,,14,,
"Servicios sociales y de salud (083)",55,,22,27,5,,,,,1,,
"Otras activ. serv.comun.soc y personales (084)",40,,3,14,1,3,,1,,18,,
"Hogares privados con servicio doméstico (085)",47,,,,,,,,,47,,
"Actividad economica no especificada (087)",118,,1,3,14,,,,,1,,99
"Hombres (088)",1828,16,197,58,62,94,541,248,128,417,9,58
"Agric., ganadería, caza y silvicultura (089)",804,,1,3,,,541,1,,258,,
"Pesca (090)",3,,,,,,,,,3,,
"Explotación de minas y canteras (091)",176,,,1,,,,161,1,13,,
"Industrias manufactureras (092)",65,,1,1,,2,,57,4,,,
"Suministro de electricidad, gas y agua (093)",2,,,,,,,1,1,,,
"Construcción (094)",155,,3,4,1,,,8,68,71,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",126,,,3,,83,,19,2,19,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",14,,,,,1,,12,1,,,
"Comercio al por mayor (097)",8,,,,,7,,,1,,,
"Comercio al por menor (098)",104,,,3,,75,,7,,19,,
"Hoteles y restaurantes (099)",18,,,4,,9,,,,5,,
"Trans., almac. y comunicaciones (100)",60,,,1,4,,,,48,7,,
"Intermediación financiera (101)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",23,,9,5,3,,,,2,4,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",87,13,3,9,31,,,,2,20,9,
"Enseñanza (104)",197,3,171,2,14,,,,,7,,
"Servicios sociales y de salud (105)",21,,7,12,2,,,,,,,
"Otras activ. serv.comun.soc y personales (106)",18,,1,9,1,,,1,,6,,
"Hogares privados con servicio doméstico (107)",4,,,,,,,,,4,,
"Actividad economica no especificada (109)",68,,1,3,6,,,,,,,58
"Mujeres (110)",995,7,223,37,53,208,124,32,4,266,,41
"Agric., ganadería, caza y silvicultura (111)",263,,,2,,,124,,,137,,
"Explotación de minas y canteras (113)",13,,,,,,,10,,3,,
"Industrias manufactureras (114)",30,,,1,,2,,22,3,2,,
"Construcción (116)",2,,,,,,,,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",189,,,2,1,159,,,,27,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,,1,,,,,,,
"Comercio al por mayor (119)",6,,,,,6,,,,,,
"Comercio al por menor (120)",182,,,2,,153,,,,27,,
"Hoteles y restaurantes (121)",69,,,2,1,43,,,,23,,
"Trans., almac. y comunicaciones (122)",8,,,2,1,,,,1,4,,
"Intermediación financiera (123)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",15,,3,3,7,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",33,4,,3,23,1,,,,2,,
"Enseñanza (126)",223,3,203,2,8,,,,,7,,
"Servicios sociales y de salud (127)",34,,15,15,3,,,,,1,,
"Otras activ. serv.comun.soc y personales (128)",22,,2,5,,3,,,,12,,
"Hogares privados con servicio doméstico (129)",43,,,,,,,,,43,,
"Actividad economica no especificada (131)",50,,,,8,,,,,1,,41
,,,,,,,,,,,,
"RURAL (132)",1006,12,52,13,2,55,384,38,25,369,,56
"Agric., ganadería, caza y silvicultura (133)",700,,,,,,384,,,316,,
"Explotación de minas y canteras (135)",28,,,,,,,21,1,6,,
"Industrias manufactureras (136)",17,,,2,,1,,13,,1,,
"Construcción (138)",38,,2,,,,,1,17,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",56,,,2,,45,,3,1,5,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",2,,,1,,,,1,,,,
"Comercio al por mayor (141)",1,,,,,,,,1,,,
"Comercio al por menor (142)",53,,,1,,45,,2,,5,,
"Hoteles y restaurantes (143)",11,,,,,9,,,,2,,
"Trans., almac. y comunicaciones (144)",7,,,1,,,,,6,,,
"Activid.inmobil., empres. y alquileres (146)",3,,1,1,,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",17,6,2,,1,,,,,8,,
"Enseñanza (148)",55,6,44,1,,,,,,4,,
"Servicios sociales y de salud (149)",6,,3,2,1,,,,,,,
"Otras activ. serv.comun.soc y personales (150)",6,,,4,,,,,,2,,
"Hogares privados con servicio doméstico (151)",6,,,,,,,,,6,,
"Actividad economica no especificada (153)",56,,,,,,,,,,,56
"Hombres (154)",758,8,31,7,1,22,333,36,25,260,,35
"Agric., ganadería, caza y silvicultura (155)",556,,,,,,333,,,223,,
"Explotación de minas y canteras (157)",28,,,,,,,21,1,6,,
"Industrias manufactureras (158)",14,,,2,,,,11,,1,,
"Construcción (160)",36,,2,,,,,1,17,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",28,,,1,,20,,3,1,3,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",2,,,1,,,,1,,,,
"Comercio al por mayor (163)",1,,,,,,,,1,,,
"Comercio al por menor (164)",25,,,,,20,,2,,3,,
"Hoteles y restaurantes (165)",2,,,,,2,,,,,,
"Trans., almac. y comunicaciones (166)",7,,,1,,,,,6,,,
"Activid.inmobil., empres. y alquileres (168)",3,,1,1,,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",12,5,1,,,,,,,6,,
"Enseñanza (170)",30,3,25,,,,,,,2,,
"Servicios sociales y de salud (171)",4,,2,1,1,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",3,,,1,,,,,,2,,
"Actividad economica no especificada (175)",35,,,,,,,,,,,35
"Mujeres (176)",248,4,21,6,1,33,51,2,,109,,21
"Agric., ganadería, caza y silvicultura (177)",144,,,,,,51,,,93,,
"Industrias manufactureras (180)",3,,,,,1,,2,,,,
"Construcción (182)",2,,,,,,,,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",28,,,1,,25,,,,2,,
"Comercio al por menor (186)",28,,,1,,25,,,,2,,
"Hoteles y restaurantes (187)",9,,,,,7,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,1,1,,1,,,,,2,,
"Enseñanza (192)",25,3,19,1,,,,,,2,,
"Servicios sociales y de salud (193)",2,,1,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",3,,,3,,,,,,,,
"Hogares privados con servicio doméstico (195)",6,,,,,,,,,6,,
"Actividad economica no especificada (197)",21,,,,,,,,,,,21
