"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia PICOTA",,,
"Viviendas particulares (001)",4449,3544,905
"Ocupantes presentes (002)",19533,15635,3898
"Casa independiente",,,
"Viviendas particulares (004)",4328,3457,871
"Ocupantes presentes (005)",19060,15314,3746
"Departamento en edificio",,,
"Viviendas particulares (007)",2,,2
"Ocupantes presentes (008)",9,,9
"Vivienda en quinta",,,
"Viviendas particulares (010)",49,42,7
"Ocupantes presentes (011)",187,155,32
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",18,8,10
"Ocupantes presentes (014)",83,20,63
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (019)",39,27,12
"Ocupantes presentes (020)",140,103,37
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",13,10,3
"Ocupantes presentes (023)",54,43,11
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",3840,3052,788
"Ocupantes presentes (029)",16864,13454,3410
"Casa independiente",,,
"Viviendas particulares (031)",3719,2965,754
"Ocupantes presentes (032)",16391,13133,3258
"Departamento en edificio",,,
"Viviendas particulares (034)",2,,2
"Ocupantes presentes (035)",9,,9
"Vivienda en quinta",,,
"Viviendas particulares (037)",49,42,7
"Ocupantes presentes (038)",187,155,32
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",18,8,10
"Ocupantes presentes (041)",83,20,63
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",39,27,12
"Ocupantes presentes (047)",140,103,37
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",13,10,3
"Ocupantes presentes (050)",54,43,11
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",609,492,117
"Ocupantes presentes (056)",2669,2181,488
"Casa independiente",,,
"Viviendas particulares (058)",609,492,117
"Ocupantes presentes (059)",2669,2181,488
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
