"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANTA (000)",355150,17680,5167,104260,126132,18692,23181,26887,33151
"Hombres (001)",176614,4850,2619,51532,66809,9714,11381,13262,16447
"Mujeres (002)",178536,12830,2548,52728,59323,8978,11800,13625,16704
"PEA (003)",151560,5095,150,27899,57673,10081,15228,11893,23541
"Hombres (004)",100535,2382,93,19098,41678,6734,9412,7649,13489
"Mujeres (005)",51025,2713,57,8801,15995,3347,5816,4244,10052
"Ocupada (006)",144012,4901,132,26634,54457,9531,14532,11262,22563
"Hombres (007)",95127,2252,82,18132,39188,6358,8948,7232,12935
"Mujeres (008)",48885,2649,50,8502,15269,3173,5584,4030,9628
"Desocupada (009)",7548,194,18,1265,3216,550,696,631,978
"Hombres (010)",5408,130,11,966,2490,376,464,417,554
"Mujeres (011)",2140,64,7,299,726,174,232,214,424
"No PEA (012)",203590,12585,5017,76361,68459,8611,7953,14994,9610
"Hombres (013)",76079,2468,2526,32434,25131,2980,1969,5613,2958
"Mujeres (014)",127511,10117,2491,43927,43328,5631,5984,9381,6652
,,,,,,,,,
"URBANA (018)",332390,14879,4768,92683,119308,18367,22880,26593,32912
"Hombres (019)",164369,3932,2392,45142,62724,9543,11215,13128,16293
"Mujeres (020)",168021,10947,2376,47541,56584,8824,11665,13465,16619
"PEA (021)",141972,4179,131,23267,54298,9935,15033,11769,23360
"Hombres (022)",92614,1760,76,15254,38729,6622,9261,7559,13353
"Mujeres (023)",49358,2419,55,8013,15569,3313,5772,4210,10007
"Ocupada (024)",134795,4026,113,22154,51235,9388,14348,11144,22387
"Hombres (025)",87531,1667,65,14426,36373,6249,8804,7145,12802
"Mujeres (026)",47264,2359,48,7728,14862,3139,5544,3999,9585
"Desocupada (027)",7177,153,18,1113,3063,547,685,625,973
"Hombres (028)",5083,93,11,828,2356,373,457,414,551
"Mujeres (029)",2094,60,7,285,707,174,228,211,422
"No PEA (030)",190418,10700,4637,69416,65010,8432,7847,14824,9552
"Hombres (031)",71755,2172,2316,29888,23995,2921,1954,5569,2940
"Mujeres (032)",118663,8528,2321,39528,41015,5511,5893,9255,6612
,,,,,,,,,
"RURAL (036)",22760,2801,399,11577,6824,325,301,294,239
"Hombres (037)",12245,918,227,6390,4085,171,166,134,154
"Mujeres (038)",10515,1883,172,5187,2739,154,135,160,85
"PEA (039)",9588,916,19,4632,3375,146,195,124,181
"Hombres (040)",7921,622,17,3844,2949,112,151,90,136
"Mujeres (041)",1667,294,2,788,426,34,44,34,45
"Ocupada (042)",9217,875,19,4480,3222,143,184,118,176
"Hombres (043)",7596,585,17,3706,2815,109,144,87,133
"Mujeres (044)",1621,290,2,774,407,34,40,31,43
"Desocupada (045)",371,41,,152,153,3,11,6,5
"Hombres (046)",325,37,,138,134,3,7,3,3
"Mujeres (047)",46,4,,14,19,,4,3,2
"No PEA (048)",13172,1885,380,6945,3449,179,106,170,58
"Hombres (049)",4324,296,210,2546,1136,59,15,44,18
"Mujeres (050)",8848,1589,170,4399,2313,120,91,126,40
