"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia LORETO (000)",13193,20,118,342,804,2159,6767,2983
"De 12 a 14 años (001)",51,,,,,,8,43
"De 15 a 19 años (002)",1119,,,,,,713,406
"De 20 a 24 años (003)",2158,,,,,4,1514,640
"De 25 a 29 años (004)",1932,,,,,57,1466,409
"De 30 a 34 años (005)",1647,,,,2,164,1212,269
"De 35 a 39 años (006)",1557,,,,4,336,972,245
"De 40 a 44 años (007)",1215,,,,30,448,565,172
"De 45 a 49 años (008)",975,,,1,70,493,264,147
"De 50 y más años (009)",2539,20,118,341,698,657,53,652
"PEA (010)",3754,2,30,87,295,870,1626,844
"De 12 a 14 años (011)",5,,,,,,1,4
"De 15 a 19 años (012)",149,,,,,,82,67
"De 20 a 24 años (013)",407,,,,,,272,135
"De 25 a 29 años (014)",491,,,,,19,335,137
"De 30 a 34 años (015)",530,,,,,62,360,108
"De 35 a 39 años (016)",528,,,,2,129,297,100
"De 40 a 44 años (017)",441,,,,10,184,183,64
"De 45 a 49 años (018)",392,,,,23,222,81,66
"De 50 y más años (019)",811,2,30,87,260,254,15,163
"Ocupada (020)",3600,2,30,86,289,852,1547,794
"De 12 a 14 años (021)",3,,,,,,1,2
"De 15 a 19 años (022)",130,,,,,,70,60
"De 20 a 24 años (023)",374,,,,,,251,123
"De 25 a 29 años (024)",454,,,,,18,312,124
"De 30 a 34 años (025)",516,,,,,61,349,106
"De 35 a 39 años (026)",519,,,,2,129,288,100
"De 40 a 44 años (027)",431,,,,10,179,182,60
"De 45 a 49 años (028)",377,,,,23,214,79,61
"De 50 y más años (029)",796,2,30,86,254,251,15,158
"Desocupada (030)",154,,,1,6,18,79,50
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",19,,,,,,12,7
"De 20 a 24 años (033)",33,,,,,,21,12
"De 25 a 29 años (034)",37,,,,,1,23,13
"De 30 a 34 años (035)",14,,,,,1,11,2
"De 35 a 39 años (036)",9,,,,,,9,
"De 40 a 44 años (037)",10,,,,,5,1,4
"De 45 a 49 años (038)",15,,,,,8,2,5
"De 50 y más años (039)",15,,,1,6,3,,5
"No PEA (040)",9439,18,88,255,509,1289,5141,2139
"De 12 a 14 años (041)",46,,,,,,7,39
"De 15 a 19 años (042)",970,,,,,,631,339
"De 20 a 24 años (043)",1751,,,,,4,1242,505
"De 25 a 29 años (044)",1441,,,,,38,1131,272
"De 30 a 34 años (045)",1117,,,,2,102,852,161
"De 35 a 39 años (046)",1029,,,,2,207,675,145
"De 40 a 44 años (047)",774,,,,20,264,382,108
