"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ANTABAMBA (000)",4079,2526,842,242,469
"Empleado (001)",503,65,90,38,310
"Obrero (002)",1207,474,391,183,159
"Trabajador independiente (003)",1306,1152,154,,
"Empleador o patrono (004)",14,12,1,1,
"Trabajador familiar no remunerado (005)",1026,800,206,20,
"Trabajador del hogar (006)",23,23,,,
"De 06 a 14 años (008)",69,34,28,6,1
"Empleado (009)",1,1,,,
"Obrero (010)",23,9,9,4,1
"Trabajador independiente (011)",6,4,2,,
"Trabajador familiar no remunerado (013)",37,18,17,2,
"Trabajador del hogar (014)",2,2,,,
"De 15 a 29 años (016)",1016,595,222,77,122
"Empleado (017)",108,16,13,8,71
"Obrero (018)",380,133,132,64,51
"Trabajador independiente (019)",248,219,29,,
"Empleador o patrono (020)",3,1,1,1,
"Trabajador familiar no remunerado (021)",267,216,47,4,
"Trabajador del hogar (022)",10,10,,,
"De 30 a 44 años (024)",1346,770,276,92,208
"Empleado (025)",235,33,41,18,143
"Obrero (026)",394,147,113,69,65
"Trabajador independiente (027)",426,369,57,,
"Empleador o patrono (028)",3,3,,,
"Trabajador familiar no remunerado (029)",282,212,65,5,
"Trabajador del hogar (030)",6,6,,,
"De 45 a 64 años (032)",1127,726,220,51,130
"Empleado (033)",152,13,35,11,93
"Obrero (034)",308,135,102,34,37
"Trabajador independiente (035)",391,355,36,,
"Empleador o patrono (036)",7,7,,,
"Trabajador familiar no remunerado (037)",266,213,47,6,
"Trabajador del hogar (038)",3,3,,,
"De 65 y más años (040)",521,401,96,16,8
"Empleado (041)",7,2,1,1,3
"Obrero (042)",102,50,35,12,5
"Trabajador independiente (043)",235,205,30,,
"Empleador o patrono (044)",1,1,,,
"Trabajador familiar no remunerado (045)",174,141,30,3,
"Trabajador del hogar (046)",2,2,,,
,,,,,
"URBANA (048)",2629,1350,712,192,375
"Empleado (049)",451,57,84,30,280
"Obrero (050)",908,350,321,142,95
"Trabajador independiente (051)",725,598,127,,
"Empleador o patrono (052)",8,7,,1,
"Trabajador familiar no remunerado (053)",517,318,180,19,
"Trabajador del hogar (054)",20,20,,,
"De 06 a 14 años (056)",56,24,25,6,1
"Empleado (057)",1,1,,,
"Obrero (058)",21,9,7,4,1
