"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANCA SANCOS (000)",3573,495,812,1645,14,576,31
"Sin nivel (001)",391,1,77,210,1,101,1
"Educación inicial (002)",3,,,2,,1,
"Primaria (003)",1362,5,316,741,5,285,10
"Secundaria (004)",1046,53,333,495,6,143,16
"Superior no univ. incompleta (005)",112,32,24,37,,17,2
"Superior no univ. completa (006)",301,149,39,89,,23,1
"Superior univ. incompleta (007)",86,34,15,33,2,2,
"Superior univ. completa (008)",272,221,8,38,,4,1
"Hombres (010)",2189,324,638,998,10,218,1
"Sin nivel (011)",88,,26,51,1,10,
"Primaria (013)",775,2,232,446,2,93,
"Secundaria (014)",801,38,302,368,5,87,1
"Superior no univ. incompleta (015)",76,20,22,26,,8,
"Superior no univ. completa (016)",177,77,33,51,,16,
"Superior univ. incompleta (017)",77,29,15,29,2,2,
"Superior univ. completa (018)",195,158,8,27,,2,
"Mujeres (020)",1384,171,174,647,4,358,30
"Sin nivel (021)",303,1,51,159,,91,1
"Educación inicial (022)",3,,,2,,1,
"Primaria (023)",587,3,84,295,3,192,10
"Secundaria (024)",245,15,31,127,1,56,15
"Superior no univ. incompleta (025)",36,12,2,11,,9,2
"Superior no univ. completa (026)",124,72,6,38,,7,1
"Superior univ. incompleta (027)",9,5,,4,,,
"Superior univ. completa (028)",77,63,,11,,2,1
,,,,,,,
"URBANA (030)",2339,462,513,1042,12,282,28
"Sin nivel (031)",140,1,30,80,,28,1
"Primaria (033)",789,4,202,432,5,136,10
"Secundaria (034)",743,48,221,363,6,91,14
"Superior no univ. incompleta (035)",85,28,14,32,,9,2
"Superior no univ. completa (036)",270,144,30,80,,15,1
"Superior univ. incompleta (037)",63,32,9,20,1,1,
"Superior univ. completa (038)",249,205,7,35,,2,
"Hombres (040)",1444,296,428,602,8,110,
"Sin nivel (041)",30,,13,16,,1,
"Primaria (043)",424,1,154,227,2,40,
"Secundaria (044)",552,33,208,252,5,54,
"Superior no univ. incompleta (045)",56,18,12,22,,4,
"Superior no univ. completa (046)",151,73,25,43,,10,
"Superior univ. incompleta (047)",54,27,9,16,1,1,
"Superior univ. completa (048)",177,144,7,26,,,
"Mujeres (050)",895,166,85,440,4,172,28
"Sin nivel (051)",110,1,17,64,,27,1
"Primaria (053)",365,3,48,205,3,96,10
"Secundaria (054)",191,15,13,111,1,37,14
"Superior no univ. incompleta (055)",29,10,2,10,,5,2
"Superior no univ. completa (056)",119,71,5,37,,5,1
"Superior univ. incompleta (057)",9,5,,4,,,
"Superior univ. completa (058)",72,61,,9,,2,
,,,,,,,
"RURAL (060)",1234,33,299,603,2,294,3
"Sin nivel (061)",251,,47,130,1,73,
"Educación inicial (062)",3,,,2,,1,
"Primaria (063)",573,1,114,309,,149,
"Secundaria (064)",303,5,112,132,,52,2
"Superior no univ. incompleta (065)",27,4,10,5,,8,
"Superior no univ. completa (066)",31,5,9,9,,8,
"Superior univ. incompleta (067)",23,2,6,13,1,1,
"Superior univ. completa (068)",23,16,1,3,,2,1
"Hombres (070)",745,28,210,396,2,108,1
"Sin nivel (071)",58,,13,35,1,9,
"Primaria (073)",351,1,78,219,,53,
"Secundaria (074)",249,5,94,116,,33,1
"Superior no univ. incompleta (075)",20,2,10,4,,4,
"Superior no univ. completa (076)",26,4,8,8,,6,
"Superior univ. incompleta (077)",23,2,6,13,1,1,
"Superior univ. completa (078)",18,14,1,1,,2,
"Mujeres (080)",489,5,89,207,,186,2
"Sin nivel (081)",193,,34,95,,64,
"Educación inicial (082)",3,,,2,,1,
"Primaria (083)",222,,36,90,,96,
"Secundaria (084)",54,,18,16,,19,1
"Superior no univ. incompleta (085)",7,2,,1,,4,
"Superior no univ. completa (086)",5,1,1,1,,2,
"Superior univ. completa (088)",5,2,,2,,,1
