"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia PARINACOCHAS",,,,,,,
"Hogares (001)",8221,293,131,77,196,186,7418
"Ocupantes presentes (002)",29306,1009,400,302,726,784,26360
"Casa independiente",,,,,,,
"Hogares (004)",7488,277,122,71,178,170,6744
"Ocupantes presentes (005)",27090,976,380,287,686,735,24290
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Hogares (010)",32,1,,,1,2,28
"Ocupantes presentes (011)",127,2,,,1,3,121
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",38,3,,,,,35
"Ocupantes presentes (014)",117,8,,,,,109
"Choza o cabaña",,,,,,,
"Hogares (016)",552,9,9,5,16,14,504
"Ocupantes presentes (017)",1606,15,20,12,37,46,1485
"Vivienda improvisada",,,,,,,
"Hogares (019)",91,2,,1,,,88
"Ocupantes presentes (020)",319,6,,3,,,310
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",10,1,,,1,,9
"Ocupantes presentes (023)",29,2,,,2,,27
"Otro tipo",,,,,,,
"Hogares (025)",10,,,,,,10
"Ocupantes presentes (026)",18,,,,,,18
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",4497,220,72,44,103,82,4019
"Ocupantes presentes (029)",17079,803,266,193,411,369,15215
"Casa independiente",,,,,,,
"Hogares (031)",4329,213,72,43,101,80,3862
"Ocupantes presentes (032)",16495,785,266,190,408,366,14656
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Hogares (037)",32,1,,,1,2,28
"Ocupantes presentes (038)",127,2,,,1,3,121
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",38,3,,,,,35
"Ocupantes presentes (041)",117,8,,,,,109
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",91,2,,1,,,88
"Ocupantes presentes (047)",319,6,,3,,,310
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",7,1,,,1,,6
"Ocupantes presentes (050)",21,2,,,2,,19
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",3724,73,59,33,93,104,3399
"Ocupantes presentes (056)",12227,206,134,109,315,415,11145
"Casa independiente",,,,,,,
"Hogares (058)",3159,64,50,28,77,90,2882
"Ocupantes presentes (059)",10595,191,114,97,278,369,9634
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",552,9,9,5,16,14,504
"Ocupantes presentes (071)",1606,15,20,12,37,46,1485
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",3,,,,,,3
"Ocupantes presentes (077)",8,,,,,,8
"Otro tipo",,,,,,,
"Hogares (079)",10,,,,,,10
"Ocupantes presentes (080)",18,,,,,,18
