"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHURCAMPA (000)",30227,6293,2425,342,21185
"Conviviente (001)",4874,591,550,67,3669
"Separado(a) (002)",671,63,43,7,559
"Casado(a) (003)",12131,1199,1113,116,9711
"Viudo(a) (004)",2111,182,61,12,1856
"Divorciado(a) (005)",130,14,14,5,97
"Soltero(a) (006)",10310,4244,644,135,5293
"Hombres (008)",14729,2822,1497,204,10215
"Conviviente (009)",2408,202,348,43,1815
"Separado(a) (010)",158,8,17,4,129
"Casado(a) (011)",6105,466,732,68,4844
"Viudo(a) (012)",453,36,21,1,395
"Divorciado(a) (013)",61,3,10,5,43
"Soltero(a) (014)",5544,2107,369,83,2989
"Mujeres (016)",15498,3471,928,138,10970
"Conviviente (017)",2466,389,202,24,1854
"Separado(a) (018)",513,55,26,3,430
"Casado(a) (019)",6026,733,381,48,4867
"Viudo(a) (020)",1658,146,40,11,1461
"Divorciado(a) (021)",69,11,4,,54
"Soltero(a) (022)",4766,2137,275,52,2304
,,,,,
"URBANA (024)",7588,968,1983,194,4452
"Conviviente (025)",1595,109,448,44,995
"Separado(a) (026)",228,12,39,3,174
"Casado(a) (027)",2618,136,907,49,1530
"Viudo(a) (028)",389,24,51,6,308
"Divorciado(a) (029)",49,3,12,4,30
"Soltero(a) (030)",2709,684,526,88,1415
"Hombres (032)",3950,453,1260,127,2115
"Conviviente (033)",850,39,300,31,480
"Separado(a) (034)",55,2,15,3,35
"Casado(a) (035)",1448,62,613,33,742
"Viudo(a) (036)",85,5,19,,61
"Divorciado(a) (037)",27,1,8,4,14
"Soltero(a) (038)",1485,344,305,56,783
"Mujeres (040)",3638,515,723,67,2337
"Conviviente (041)",745,70,148,13,515
"Separado(a) (042)",173,10,24,,139
"Casado(a) (043)",1170,74,294,16,788
"Viudo(a) (044)",304,19,32,6,247
"Divorciado(a) (045)",22,2,4,,16
"Soltero(a) (046)",1224,340,221,32,632
,,,,,
"RURAL (048)",22639,5325,442,148,16733
"Conviviente (049)",3279,482,102,23,2674
"Separado(a) (050)",443,51,4,4,385
"Casado(a) (051)",9513,1063,206,67,8181
"Viudo(a) (052)",1722,158,10,6,1548
"Divorciado(a) (053)",81,11,2,1,67
"Soltero(a) (054)",7601,3560,118,47,3878
"Hombres (056)",10779,2369,237,77,8100
"Conviviente (057)",1558,163,48,12,1335
"Separado(a) (058)",103,6,2,1,94
"Casado(a) (059)",4657,404,119,35,4102
"Viudo(a) (060)",368,31,2,1,334
"Divorciado(a) (061)",34,2,2,1,29
"Soltero(a) (062)",4059,1763,64,27,2206
"Mujeres (064)",11860,2956,205,71,8633
"Conviviente (065)",1721,319,54,11,1339
"Separado(a) (066)",340,45,2,3,291
"Casado(a) (067)",4856,659,87,32,4079
"Viudo(a) (068)",1354,127,8,5,1214
"Divorciado(a) (069)",47,9,,,38
"Soltero(a) (070)",3542,1797,54,20,1672
