"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ATALAYA (000)",27135,5302,6546,5888,4386,2741,2272
"Católica (001)",14782,2914,3363,3223,2432,1567,1283
"Cristiana/Evangélica (002)",5795,1140,1335,1271,994,562,493
"Otra (003)",1341,278,322,276,210,138,117
"Ninguna (004)",5217,970,1526,1118,750,474,379
"Hombres (006)",14392,2728,3251,3051,2432,1605,1325
"Católica (007)",8012,1490,1704,1692,1389,947,790
"Cristiana/Evangélica (008)",3009,597,647,637,541,322,265
"Otra (009)",678,140,141,140,109,75,73
"Ninguna (010)",2693,501,759,582,393,261,197
"Mujeres (012)",12743,2574,3295,2837,1954,1136,947
"Católica (013)",6770,1424,1659,1531,1043,620,493
"Cristiana/Evangélica (014)",2786,543,688,634,453,240,228
"Otra (015)",663,138,181,136,101,63,44
"Ninguna (016)",2524,469,767,536,357,213,182
,,,,,,,
"URBANA (018)",10693,2059,2304,2440,1813,1143,934
"Católica (019)",7163,1346,1474,1652,1221,811,659
"Cristiana/Evangélica (020)",2172,409,477,486,393,221,186
"Otra (021)",728,154,158,161,122,74,59
"Ninguna (022)",630,150,195,141,77,37,30
"Hombres (024)",5704,1063,1157,1241,991,687,565
"Católica (025)",3892,698,756,845,682,496,415
"Cristiana/Evangélica (026)",1113,209,237,235,201,135,96
"Otra (027)",346,76,58,79,60,36,37
"Ninguna (028)",353,80,106,82,48,20,17
"Mujeres (030)",4989,996,1147,1199,822,456,369
"Católica (031)",3271,648,718,807,539,315,244
"Cristiana/Evangélica (032)",1059,200,240,251,192,86,90
"Otra (033)",382,78,100,82,62,38,22
"Ninguna (034)",277,70,89,59,29,17,13
,,,,,,,
"RURAL (036)",16442,3243,4242,3448,2573,1598,1338
"Católica (037)",7619,1568,1889,1571,1211,756,624
"Cristiana/Evangélica (038)",3623,731,858,785,601,341,307
"Otra (039)",613,124,164,115,88,64,58
"Ninguna (040)",4587,820,1331,977,673,437,349
"Hombres (042)",8688,1665,2094,1810,1441,918,760
"Católica (043)",4120,792,948,847,707,451,375
"Cristiana/Evangélica (044)",1896,388,410,402,340,187,169
"Otra (045)",332,64,83,61,49,39,36
"Ninguna (046)",2340,421,653,500,345,241,180
"Mujeres (048)",7754,1578,2148,1638,1132,680,578
"Católica (049)",3499,776,941,724,504,305,249
"Cristiana/Evangélica (050)",1727,343,448,383,261,154,138
"Otra (051)",281,60,81,54,39,25,22
"Ninguna (052)",2247,399,678,477,328,196,169
