"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia ACOMAYO (000)",12858,10373,2485
"De 3 a 5 años (001)",2201,260,1941
"De 6 a 11 años (002)",4665,4237,428
"De 12 a 16 años (003)",3269,3245,24
"De 17 a 24 años (004)",2723,2631,92
"Hombres (005)",6611,5389,1222
"De 3 a 5 años (006)",1127,147,980
"De 6 a 11 años (007)",2369,2154,215
"De 12 a 16 años (008)",1700,1693,7
"De 17 a 24 años (009)",1415,1395,20
"Mujeres (010)",6247,4984,1263
"De 3 a 5 años (011)",1074,113,961
"De 6 a 11 años (012)",2296,2083,213
"De 12 a 16 años (013)",1569,1552,17
"De 17 a 24 años (014)",1308,1236,72
,,,
"URBANA (015)",6652,5508,1144
"De 3 a 5 años (016)",1121,161,960
"De 6 a 11 años (017)",2363,2215,148
"De 12 a 16 años (018)",1780,1771,9
"De 17 a 24 años (019)",1388,1361,27
"Hombres (020)",3408,2848,560
"De 3 a 5 años (021)",565,91,474
"De 6 a 11 años (022)",1214,1138,76
"De 12 a 16 años (023)",925,922,3
"De 17 a 24 años (024)",704,697,7
"Mujeres (025)",3244,2660,584
"De 3 a 5 años (026)",556,70,486
"De 6 a 11 años (027)",1149,1077,72
"De 12 a 16 años (028)",855,849,6
"De 17 a 24 años (029)",684,664,20
,,,
"RURAL (030)",6206,4865,1341
"De 3 a 5 años (031)",1080,99,981
"De 6 a 11 años (032)",2302,2022,280
"De 12 a 16 años (033)",1489,1474,15
"De 17 a 24 años (034)",1335,1270,65
"Hombres (035)",3203,2541,662
"De 3 a 5 años (036)",562,56,506
"De 6 a 11 años (037)",1155,1016,139
"De 12 a 16 años (038)",775,771,4
"De 17 a 24 años (039)",711,698,13
"Mujeres (040)",3003,2324,679
"De 3 a 5 años (041)",518,43,475
"De 6 a 11 años (042)",1147,1006,141
"De 12 a 16 años (043)",714,703,11
"De 17 a 24 años (044)",624,572,52
