"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ACOMAYO (000)",258,74,184
"Sin nivel (001)",25,4,21
"Primaria (003)",107,26,81
"Secundaria (004)",82,31,51
"Superior no univ. incompleta (005)",10,2,8
"Superior no univ. completa (006)",24,9,15
"Superior univ. incompleta (007)",4,1,3
"Superior univ. completa (008)",6,1,5
"Hombres (010)",199,52,147
"Sin nivel (011)",17,2,15
"Primaria (013)",85,20,65
"Secundaria (014)",68,22,46
"Superior no univ. incompleta (015)",7,1,6
"Superior no univ. completa (016)",16,6,10
"Superior univ. incompleta (017)",1,1,
"Superior univ. completa (018)",5,,5
"Mujeres (020)",59,22,37
"Sin nivel (021)",8,2,6
"Primaria (023)",22,6,16
"Secundaria (024)",14,9,5
"Superior no univ. incompleta (025)",3,1,2
"Superior no univ. completa (026)",8,3,5
"Superior univ. incompleta (027)",3,,3
"Superior univ. completa (028)",1,1,
,,,
"AREA URBANA (030)",157,42,115
"Sin nivel (031)",16,2,14
"Primaria (033)",53,8,45
"Secundaria (034)",55,23,32
"Superior no univ. incompleta (035)",9,2,7
"Superior no univ. completa (036)",16,5,11
"Superior univ. incompleta (037)",4,1,3
"Superior univ. completa (038)",4,1,3
"Hombres (040)",118,27,91
"Sin nivel (041)",11,1,10
"Primaria (043)",40,4,36
"Secundaria (044)",45,16,29
"Superior no univ. incompleta (045)",6,1,5
"Superior no univ. completa (046)",12,4,8
"Superior univ. incompleta (047)",1,1,
"Superior univ. completa (048)",3,,3
"Mujeres (050)",39,15,24
"Sin nivel (051)",5,1,4
"Primaria (053)",13,4,9
"Secundaria (054)",10,7,3
"Superior no univ. incompleta (055)",3,1,2
"Superior no univ. completa (056)",4,1,3
"Superior univ. incompleta (057)",3,,3
"Superior univ. completa (058)",1,1,
,,,
"AREA RURAL (060)",101,32,69
"Sin nivel (061)",9,2,7
"Primaria (063)",54,18,36
"Secundaria (064)",27,8,19
"Superior no univ. incompleta (065)",1,,1
"Superior no univ. completa (066)",8,4,4
"Superior univ. completa (068)",2,,2
"Hombres (070)",81,25,56
"Sin nivel (071)",6,1,5
"Primaria (073)",45,16,29
"Secundaria (074)",23,6,17
"Superior no univ. incompleta (075)",1,,1
"Superior no univ. completa (076)",4,2,2
"Superior univ. completa (078)",2,,2
"Mujeres (080)",20,7,13
"Sin nivel (081)",3,1,2
"Primaria (083)",9,2,7
"Secundaria (084)",4,2,2
"Superior no univ. completa (086)",4,2,2
