"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia SIHUAS",,,
"Viviendas particulares (001)",2013,1738,275
"Ocupantes presentes (002)",8614,7345,1269
"Casa independiente",,,
"Viviendas particulares (004)",1993,1726,267
"Ocupantes presentes (005)",8536,7295,1241
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",18,10,8
"Ocupantes presentes (014)",70,42,28
"Choza o cabaña",,,
"Viviendas particulares (016)",1,1,
"Ocupantes presentes (017)",3,3,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",1,1,
"Ocupantes presentes (023)",5,5,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",1447,1228,219
"Ocupantes presentes (029)",6035,5043,992
"Casa independiente",,,
"Viviendas particulares (031)",1428,1217,211
"Ocupantes presentes (032)",5960,4996,964
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",18,10,8
"Ocupantes presentes (041)",70,42,28
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",1,1,
"Ocupantes presentes (050)",5,5,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",566,510,56
"Ocupantes presentes (056)",2579,2302,277
"Casa independiente",,,
"Viviendas particulares (058)",565,509,56
"Ocupantes presentes (059)",2576,2299,277
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",1,1,
"Ocupantes presentes (071)",3,3,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
