"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SUCRE (000)",3647,728,695,1566,18,622,18
"Agric., ganadería, caza y silvicultura (001)",2108,2,428,1136,7,535,
"Explotación de minas y canteras (003)",51,1,32,16,2,,
"Industrias manufactureras (004)",68,,15,46,,7,
"Suministro de electricidad, gas y agua (005)",12,1,11,,,,
"Construcción (006)",119,4,86,17,1,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",240,7,2,195,2,34,
"Venta, mant.y rep. veh.autom y motoc. (008)",7,,1,5,,1,
"Comercio al por mayor (009)",9,2,,6,,1,
"Comercio al por menor (010)",224,5,1,184,2,32,
"Hoteles y restaurantes (011)",47,17,3,24,1,2,
"Trans., almac. y comunicaciones (012)",37,10,10,14,,3,
"Intermediación financiera (013)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (014)",20,16,1,2,1,,
"Admin.pub. y defensa; p. segur soc.afil (015)",153,123,30,,,,
"Enseñanza (016)",506,440,,63,3,,
"Servicios sociales y de salud (017)",60,53,1,6,,,
"Otras activ. serv.comun.soc y personales (018)",17,8,,8,,1,
"Hogares privados con servicio doméstico (019)",18,,,,,,18
"Actividad economica no especificada (021)",190,45,76,39,1,29,
"Hombres (022)",2534,477,587,1144,12,314,
"Agric., ganadería, caza y silvicultura (023)",1560,1,355,929,7,268,
"Explotación de minas y canteras (025)",51,1,32,16,2,,
"Industrias manufactureras (026)",55,,11,40,,4,
"Suministro de electricidad, gas y agua (027)",11,1,10,,,,
"Construcción (028)",117,4,84,17,1,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",82,4,2,71,,5,
"Venta, mant.y rep. veh.autom y motoc. (030)",5,,1,3,,1,
"Comercio al por mayor (031)",6,2,,4,,,
"Comercio al por menor (032)",71,2,1,64,,4,
"Hoteles y restaurantes (033)",8,1,1,4,,2,
"Trans., almac. y comunicaciones (034)",35,9,10,13,,3,
"Intermediación financiera (035)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (036)",15,13,1,,1,,
"Admin.pub. y defensa; p. segur soc.afil (037)",119,94,25,,,,
"Enseñanza (038)",303,275,,27,1,,
"Servicios sociales y de salud (039)",35,31,1,3,,,
"Otras activ. serv.comun.soc y personales (040)",13,7,,5,,1,
"Actividad economica no especificada (043)",129,35,55,19,,20,
"Mujeres (044)",1113,251,108,422,6,308,18
"Agric., ganadería, caza y silvicultura (045)",548,1,73,207,,267,
"Industrias manufactureras (048)",13,,4,6,,3,
"Suministro de electricidad, gas y agua (049)",1,,1,,,,
"Construcción (050)",2,,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",158,3,,124,2,29,
"Venta, mant.y rep. veh.autom y motoc. (052)",2,,,2,,,
"Comercio al por mayor (053)",3,,,2,,1,
"Comercio al por menor (054)",153,3,,120,2,28,
"Hoteles y restaurantes (055)",39,16,2,20,1,,
"Trans., almac. y comunicaciones (056)",2,1,,1,,,
"Activid.inmobil., empres. y alquileres (058)",5,3,,2,,,
"Admin.pub. y defensa; p. segur soc.afil (059)",34,29,5,,,,
"Enseñanza (060)",203,165,,36,2,,
"Servicios sociales y de salud (061)",25,22,,3,,,
"Otras activ. serv.comun.soc y personales (062)",4,1,,3,,,
"Hogares privados con servicio doméstico (063)",18,,,,,,18
"Actividad economica no especificada (065)",61,10,21,20,1,9,
,,,,,,,
"URBANA (066)",2386,638,395,900,10,428,15
"Agric., ganadería, caza y silvicultura (067)",1204,2,246,576,4,376,
"Explotación de minas y canteras (069)",9,1,5,3,,,
"Industrias manufactureras (070)",52,,11,35,,6,
"Suministro de electricidad, gas y agua (071)",5,1,4,,,,
"Construcción (072)",84,4,66,12,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",190,6,,154,2,28,
"Venta, mant.y rep. veh.autom y motoc. (074)",6,,,5,,1,
"Comercio al por mayor (075)",6,1,,4,,1,
"Comercio al por menor (076)",178,5,,145,2,26,
"Hoteles y restaurantes (077)",41,13,3,22,1,2,
"Trans., almac. y comunicaciones (078)",27,7,4,13,,3,
"Intermediación financiera (079)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (080)",18,14,1,2,1,,
"Admin.pub. y defensa; p. segur soc.afil (081)",133,111,22,,,,
"Enseñanza (082)",430,387,,43,,,
"Servicios sociales y de salud (083)",50,44,1,5,,,
"Otras activ. serv.comun.soc y personales (084)",10,5,,5,,,
"Hogares privados con servicio doméstico (085)",15,,,,,,15
"Actividad economica no especificada (087)",117,42,32,30,1,12,
"Hombres (088)",1546,418,331,596,6,195,
"Agric., ganadería, caza y silvicultura (089)",838,1,201,456,4,176,
"Explotación de minas y canteras (091)",9,1,5,3,,,
"Industrias manufactureras (092)",39,,7,29,,3,
"Suministro de electricidad, gas y agua (093)",5,1,4,,,,
"Construcción (094)",82,4,64,12,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",54,3,,47,,4,
"Venta, mant.y rep. veh.autom y motoc. (096)",4,,,3,,1,
"Comercio al por mayor (097)",3,1,,2,,,
"Comercio al por menor (098)",47,2,,42,,3,
"Hoteles y restaurantes (099)",7,1,1,3,,2,
"Trans., almac. y comunicaciones (100)",26,7,4,12,,3,
"Intermediación financiera (101)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (102)",13,11,1,,1,,
"Admin.pub. y defensa; p. segur soc.afil (103)",104,86,18,,,,
"Enseñanza (104)",257,241,,16,,,
"Servicios sociales y de salud (105)",26,23,1,2,,,
"Otras activ. serv.comun.soc y personales (106)",7,5,,2,,,
"Actividad economica no especificada (109)",78,33,25,14,,6,
"Mujeres (110)",840,220,64,304,4,233,15
"Agric., ganadería, caza y silvicultura (111)",366,1,45,120,,200,
"Industrias manufactureras (114)",13,,4,6,,3,
"Construcción (116)",2,,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",136,3,,107,2,24,
"Venta, mant.y rep. veh.autom y motoc. (118)",2,,,2,,,
"Comercio al por mayor (119)",3,,,2,,1,
"Comercio al por menor (120)",131,3,,103,2,23,
"Hoteles y restaurantes (121)",34,12,2,19,1,,
"Trans., almac. y comunicaciones (122)",1,,,1,,,
"Activid.inmobil., empres. y alquileres (124)",5,3,,2,,,
"Admin.pub. y defensa; p. segur soc.afil (125)",29,25,4,,,,
"Enseñanza (126)",173,146,,27,,,
"Servicios sociales y de salud (127)",24,21,,3,,,
"Otras activ. serv.comun.soc y personales (128)",3,,,3,,,
"Hogares privados con servicio doméstico (129)",15,,,,,,15
"Actividad economica no especificada (131)",39,9,7,16,1,6,
,,,,,,,
"RURAL (132)",1261,90,300,666,8,194,3
"Agric., ganadería, caza y silvicultura (133)",904,,182,560,3,159,
"Explotación de minas y canteras (135)",42,,27,13,2,,
"Industrias manufactureras (136)",16,,4,11,,1,
"Suministro de electricidad, gas y agua (137)",7,,7,,,,
