"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MARISCAL CACERES (000)",20469,16916,1633,918,1002
"Empleado (001)",2986,1071,405,655,855
"Obrero (002)",3238,2411,483,213,131
"Trabajador independiente (003)",10140,9617,523,,
"Empleador o patrono (004)",748,664,57,22,5
"Trabajador familiar no remunerado (005)",2525,2321,165,28,11
"Trabajador del hogar (006)",832,832,,,
"De 06 a 14 años (008)",717,643,63,10,1
"Empleado (009)",22,18,4,,
"Obrero (010)",91,72,15,3,1
"Trabajador independiente (011)",125,115,10,,
"Empleador o patrono (012)",1,,1,,
"Trabajador familiar no remunerado (013)",439,399,33,7,
"Trabajador del hogar (014)",39,39,,,
"De 15 a 29 años (016)",6917,5758,630,260,269
"Empleado (017)",1074,522,174,157,221
"Obrero (018)",1354,1024,208,80,42
"Trabajador independiente (019)",2665,2508,157,,
"Empleador o patrono (020)",200,173,14,10,3
"Trabajador familiar no remunerado (021)",1234,1141,77,13,3
"Trabajador del hogar (022)",390,390,,,
"De 30 a 44 años (024)",7243,5728,581,453,481
"Empleado (025)",1320,371,169,366,414
"Obrero (026)",1064,778,152,74,60
"Trabajador independiente (027)",3830,3626,204,,
"Empleador o patrono (028)",275,244,24,7,
"Trabajador familiar no remunerado (029)",506,461,32,6,7
"Trabajador del hogar (030)",248,248,,,
"De 45 a 64 años (032)",4647,3897,320,190,240
"Empleado (033)",552,151,58,132,211
"Obrero (034)",625,447,99,53,26
"Trabajador independiente (035)",2847,2719,128,,
"Empleador o patrono (036)",202,181,15,4,2
"Trabajador familiar no remunerado (037)",288,266,20,1,1
"Trabajador del hogar (038)",133,133,,,
"De 65 y más años (040)",945,890,39,5,11
"Empleado (041)",18,9,,,9
"Obrero (042)",104,90,9,3,2
"Trabajador independiente (043)",673,649,24,,
"Empleador o patrono (044)",70,66,3,1,
"Trabajador familiar no remunerado (045)",58,54,3,1,
"Trabajador del hogar (046)",22,22,,,
,,,,,
"URBANA (048)",12879,9935,1157,828,959
"Empleado (049)",2823,981,385,627,830
"Obrero (050)",1678,1092,299,167,120
"Trabajador independiente (051)",6293,5928,365,,
"Empleador o patrono (052)",321,265,36,17,3
"Trabajador familiar no remunerado (053)",1108,1013,72,17,6
"Trabajador del hogar (054)",656,656,,,
