"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia POMABAMBA",,,,,,,,,
"Viviendas particulares (001)",6425,1994,711,262,2,2141,968,300,47
"Ocupantes presentes (002)",27783,8730,3147,1216,12,9312,4168,1011,187
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6363,1971,706,262,2,2132,948,296,46
"Ocupantes presentes (005)",27512,8632,3128,1216,12,9267,4074,998,185
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",15,15,,,,,,,
"Ocupantes presentes (011)",66,66,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",12,7,5,,,,,,
"Ocupantes presentes (014)",46,27,19,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",33,,,,,8,20,4,1
"Ocupantes presentes (017)",148,,,,,39,94,13,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,1,,,,1,,,
"Ocupantes presentes (023)",11,5,,,,6,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1419,919,138,12,,236,29,57,28
"Ocupantes presentes (029)",5971,3944,611,63,,964,95,189,105
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1390,896,133,12,,235,29,57,28
"Ocupantes presentes (032)",5848,3846,592,63,,958,95,189,105
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",15,15,,,,,,,
"Ocupantes presentes (038)",66,66,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",12,7,5,,,,,,
"Ocupantes presentes (041)",46,27,19,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,1,,,,1,,,
"Ocupantes presentes (050)",11,5,,,,6,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5006,1075,573,250,2,1905,939,243,19
"Ocupantes presentes (056)",21812,4786,2536,1153,12,8348,4073,822,82
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4973,1075,573,250,2,1897,919,239,18
"Ocupantes presentes (059)",21664,4786,2536,1153,12,8309,3979,809,80
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",33,,,,,8,20,4,1
"Ocupantes presentes (071)",148,,,,,39,94,13,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
