"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia URUBAMBA (000)",53606,7205,1391,19555,17069,2259,2305,1472,2350
"Quechua (001)",27523,5039,431,12411,8011,598,499,235,299
"Aymara (002)",104,12,3,36,28,9,9,3,4
"Ashaninca (003)",4,,,2,2,,,,
"Otra lengua nativa (004)",9,1,,,1,5,,,2
"Castellano (005)",25075,2101,951,7045,8952,1604,1740,1132,1550
"Idioma extranjero (006)",823,6,5,49,70,41,56,102,494
"Es sordomudo/a (007)",68,46,1,12,5,2,1,,1
"Hombres (009)",27246,2464,692,9819,9657,1280,1195,916,1223
"Quechua (010)",13932,1398,214,6352,4887,372,321,179,209
"Aymara (011)",56,5,2,13,20,6,3,3,4
"Ashaninca (012)",2,,,1,1,,,,
"Otra lengua nativa (013)",4,,,,1,2,,,1
"Castellano (014)",12783,1035,473,3415,4697,877,840,690,756
"Idioma extranjero (015)",435,2,3,32,48,22,31,44,253
"Es sordomudo/a (016)",34,24,,6,3,1,,,
"Mujeres (018)",26360,4741,699,9736,7412,979,1110,556,1127
"Quechua (019)",13591,3641,217,6059,3124,226,178,56,90
"Aymara (020)",48,7,1,23,8,3,6,,
"Ashaninca (021)",2,,,1,1,,,,
"Otra lengua nativa (022)",5,1,,,,3,,,1
"Castellano (023)",12292,1066,478,3630,4255,727,900,442,794
"Idioma extranjero (024)",388,4,2,17,22,19,25,58,241
"Es sordomudo/a (025)",34,22,1,6,2,1,1,,1
,,,,,,,,,
"URBANA (027)",26393,2196,655,7581,9174,1564,1867,1246,2110
"Quechua (028)",8231,948,62,3339,2930,269,313,146,224
"Aymara (029)",80,7,1,25,22,9,9,3,4
"Ashaninca (030)",4,,,2,2,,,,
"Otra lengua nativa (031)",9,1,,,1,5,,,2
"Castellano (032)",17260,1222,586,4166,6149,1238,1491,996,1412
"Idioma extranjero (033)",787,6,5,45,68,41,54,101,467
"Es sordomudo/a (034)",22,12,1,4,2,2,,,1
"Hombres (036)",13377,832,314,3650,4958,876,942,747,1058
"Quechua (037)",4261,211,24,1651,1751,167,197,106,154
"Aymara (038)",41,3,,7,15,6,3,3,4
"Ashaninca (039)",2,,,1,1,,,,
"Otra lengua nativa (040)",4,,,,1,2,,,1
"Castellano (041)",8649,608,287,1960,3141,678,712,595,668
"Idioma extranjero (042)",409,2,3,30,48,22,30,43,231
"Es sordomudo/a (043)",11,8,,1,1,1,,,
"Mujeres (045)",13016,1364,341,3931,4216,688,925,499,1052
"Quechua (046)",3970,737,38,1688,1179,102,116,40,70
"Aymara (047)",39,4,1,18,7,3,6,,
"Ashaninca (048)",2,,,1,1,,,,
"Otra lengua nativa (049)",5,1,,,,3,,,1
"Castellano (050)",8611,614,299,2206,3008,560,779,401,744
"Idioma extranjero (051)",378,4,2,15,20,19,24,58,236
"Es sordomudo/a (052)",11,4,1,3,1,1,,,1
,,,,,,,,,
"RURAL (054)",27213,5009,736,11974,7895,695,438,226,240
"Quechua (055)",19292,4091,369,9072,5081,329,186,89,75
"Aymara (056)",24,5,2,11,6,,,,
"Castellano (059)",7815,879,365,2879,2803,366,249,136,138
"Idioma extranjero (060)",36,,,4,2,,2,1,27
"Es sordomudo/a (061)",46,34,,8,3,,1,,
"Hombres (063)",13869,1632,378,6169,4699,404,253,169,165
"Quechua (064)",9671,1187,190,4701,3136,205,124,73,55
"Aymara (065)",15,2,2,6,5,,,,
"Castellano (068)",4134,427,186,1455,1556,199,128,95,88
"Idioma extranjero (069)",26,,,2,,,1,1,22
"Es sordomudo/a (070)",23,16,,5,2,,,,
"Mujeres (072)",13344,3377,358,5805,3196,291,185,57,75
"Quechua (073)",9621,2904,179,4371,1945,124,62,16,20
"Aymara (074)",9,3,,5,1,,,,
"Castellano (077)",3681,452,179,1424,1247,167,121,41,50
"Idioma extranjero (078)",10,,,2,2,,1,,5
"Es sordomudo/a (079)",23,18,,3,1,,1,,
