"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia UCAYALI",,,
"Viviendas particulares (001)",11487,6833,4654
"Ocupantes presentes (002)",61017,36797,24220
"Casa independiente",,,
"Viviendas particulares (004)",9099,5712,3387
"Ocupantes presentes (005)",48769,31183,17586
"Departamento en edificio",,,
"Viviendas particulares (007)",8,8,
"Ocupantes presentes (008)",29,29,
"Vivienda en quinta",,,
"Viviendas particulares (010)",174,174,
"Ocupantes presentes (011)",563,563,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",26,24,2
"Ocupantes presentes (014)",79,69,10
"Choza o cabaña",,,
"Viviendas particulares (016)",2117,876,1241
"Ocupantes presentes (017)",11297,4761,6536
"Vivienda improvisada",,,
"Viviendas particulares (019)",42,28,14
"Ocupantes presentes (020)",207,146,61
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",15,11,4
"Ocupantes presentes (023)",64,46,18
"Otro tipo",,,
"Viviendas particulares (025)",6,,6
"Ocupantes presentes (026)",9,,9
,,,
URBANA,,,
"Viviendas particulares (028)",6199,4590,1609
"Ocupantes presentes (029)",33098,24633,8465
"Casa independiente",,,
"Viviendas particulares (031)",5933,4347,1586
"Ocupantes presentes (032)",32163,23790,8373
"Departamento en edificio",,,
"Viviendas particulares (034)",8,8,
"Ocupantes presentes (035)",29,29,
"Vivienda en quinta",,,
"Viviendas particulares (037)",174,174,
"Ocupantes presentes (038)",563,563,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",26,24,2
"Ocupantes presentes (041)",79,69,10
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",42,28,14
"Ocupantes presentes (047)",207,146,61
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",13,9,4
"Ocupantes presentes (050)",54,36,18
"Otro tipo",,,
"Viviendas particulares (052)",3,,3
"Ocupantes presentes (053)",3,,3
,,,
RURAL,,,
"Viviendas particulares (055)",5288,2243,3045
"Ocupantes presentes (056)",27919,12164,15755
"Casa independiente",,,
"Viviendas particulares (058)",3166,1365,1801
"Ocupantes presentes (059)",16606,7393,9213
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",2117,876,1241
"Ocupantes presentes (071)",11297,4761,6536
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",2,2,
"Ocupantes presentes (077)",10,10,
"Otro tipo",,,
"Viviendas particulares (079)",3,,3
"Ocupantes presentes (080)",6,,6
