"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia GRAN CHIMU (000)",10568,210,3489,3498,2526,845
"Agric., ganadería, caza y silvicultura (001)",6398,153,2016,1858,1687,684
"Explotación de minas y canteras (003)",1205,3,523,505,169,5
"Industrias manufactureras (004)",170,3,44,50,63,10
"Suministro de electricidad, gas y agua (005)",13,,6,5,1,1
"Construcción (006)",236,2,83,86,57,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",551,14,131,201,156,49
"Venta, mant.y rep. veh.autom.y motoc. (008)",28,2,12,9,4,1
"Comercio al por mayor (009)",35,2,7,18,8,
"Comercio al por menor (010)",488,10,112,174,144,48
"Hoteles y restaurantes (011)",189,4,57,62,54,12
"Trans., almac. y comunicaciones (012)",175,3,62,62,41,7
"Intermediación financiera (013)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (014)",56,,26,20,9,1
"Admin.pub. y defensa; p. segur.soc afil (015)",122,,23,63,34,2
"Enseñanza (016)",487,,74,295,113,5
"Servicios sociales y de salud (017)",70,,17,34,18,1
"Otras activ. serv.comun.soc y personales (018)",86,1,32,29,19,5
"Hogares privados con servicio doméstico (019)",209,8,101,55,27,18
"Actividad economica no especificada (021)",245,,69,91,55,30
"Desocupado (022)",354,19,224,81,23,7
"Hombres (023)",9054,178,3011,2917,2187,761
"Agric., ganadería, caza y silvicultura (024)",6232,144,1967,1806,1640,675
"Explotación de minas y canteras (026)",1142,2,488,485,162,5
"Industrias manufactureras (027)",118,3,34,33,42,6
"Suministro de electricidad, gas y agua (028)",12,,5,5,1,1
"Construcción (029)",234,2,82,85,57,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",292,9,65,106,83,29
"Venta, mant.y rep. veh.autom.y motoc. (031)",25,2,11,8,4,
"Comercio al por mayor (032)",26,,5,14,7,
"Comercio al por menor (033)",241,7,49,84,72,29
"Hoteles y restaurantes (034)",49,2,20,11,13,3
"Trans., almac. y comunicaciones (035)",169,3,60,61,38,7
"Intermediación financiera (036)",1,,1,,,
"Activid.inmobil., empres. y alquileres (037)",45,,20,16,8,1
"Admin.pub. y defensa; p. segur.soc afil (038)",91,,10,54,26,1
"Enseñanza (039)",210,,18,119,69,4
"Servicios sociales y de salud (040)",30,,6,12,11,1
"Otras activ. serv.comun.soc y personales (041)",50,1,23,13,9,4
"Hogares privados con servicio doméstico (042)",12,1,5,2,1,3
