"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAYLAS (000)",16819,355,5359,5688,4151,1266
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",49,,6,17,24,2
"Profes., científicos e intelectuales (002)",1043,,167,573,293,10
"Técnicos de nivel medio y trab.asimilados (003)",372,,92,168,101,11
"Jefes y empleados de oficina (004)",423,,151,158,110,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1623,12,442,550,482,137
"Agricult.trabaj. calif. agrop. y pesqueros (006)",5195,34,1111,1735,1597,718
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",735,5,237,264,184,45
"Obreros construc., conf., papel, fab., instr. (008)",983,,337,394,218,34
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",5317,281,2303,1536,952,245
"Otra (010)",87,,31,43,13,
"Ocupación no especificada (011)",270,1,91,70,75,33
"Desocupado (012)",722,22,391,180,102,27
"Hombres (013)",12259,239,3898,4111,3018,993
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",36,,6,9,19,2
"Profes., científicos e intelectuales (015)",526,,71,273,175,7
"Técnicos de nivel medio y trab.asimilados (016)",227,,59,97,63,8
"Jefes y empleados de oficina (017)",209,,57,91,58,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",632,7,196,216,150,63
"Agricult.trabaj. calif. agrop. y pesqueros (019)",4794,24,996,1645,1479,650
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",662,5,219,234,163,41
"Obreros construc., conf., papel, fab., instr. (021)",969,,332,389,214,34
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",3470,188,1614,947,573,148
"Otra (023)",85,,30,42,13,
"Ocupación no especificada (024)",81,,30,24,14,13
"Desocupado (025)",568,15,288,144,97,24
"Mujeres (026)",4560,116,1461,1577,1133,273
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",13,,,8,5,
"Profes., científicos e intelectuales (028)",517,,96,300,118,3
"Técnicos de nivel medio y trab.asimilados (029)",145,,33,71,38,3
"Jefes y empleados de oficina (030)",214,,94,67,52,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",991,5,246,334,332,74
"Agricult.trabaj. calif. agrop. y pesqueros (032)",401,10,115,90,118,68
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",73,,18,30,21,4
"Obreros construc., conf., papel, fab., instr. (034)",14,,5,5,4,
