"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia NAZCA (000)",23855,20875,2980
"De 3 a 5 años (001)",2857,323,2534
"De 6 a 11 años (002)",6631,6282,349
"De 12 a 16 años (003)",6500,6459,41
"De 17 a 24 años (004)",7867,7811,56
"Hombres (005)",12236,10731,1505
"De 3 a 5 años (006)",1452,173,1279
"De 6 a 11 años (007)",3469,3283,186
"De 12 a 16 años (008)",3330,3311,19
"De 17 a 24 años (009)",3985,3964,21
"Mujeres (010)",11619,10144,1475
"De 3 a 5 años (011)",1405,150,1255
"De 6 a 11 años (012)",3162,2999,163
"De 12 a 16 años (013)",3170,3148,22
"De 17 a 24 años (014)",3882,3847,35
,,,
"URBANA (015)",21074,18443,2631
"De 3 a 5 años (016)",2528,288,2240
"De 6 a 11 años (017)",5927,5612,315
"De 12 a 16 años (018)",5699,5663,36
"De 17 a 24 años (019)",6920,6880,40
"Hombres (020)",10721,9374,1347
"De 3 a 5 años (021)",1299,157,1142
"De 6 a 11 años (022)",3090,2919,171
"De 12 a 16 años (023)",2872,2854,18
"De 17 a 24 años (024)",3460,3444,16
"Mujeres (025)",10353,9069,1284
"De 3 a 5 años (026)",1229,131,1098
"De 6 a 11 años (027)",2837,2693,144
"De 12 a 16 años (028)",2827,2809,18
"De 17 a 24 años (029)",3460,3436,24
,,,
"RURAL (030)",2781,2432,349
"De 3 a 5 años (031)",329,35,294
"De 6 a 11 años (032)",704,670,34
"De 12 a 16 años (033)",801,796,5
"De 17 a 24 años (034)",947,931,16
"Hombres (035)",1515,1357,158
"De 3 a 5 años (036)",153,16,137
"De 6 a 11 años (037)",379,364,15
"De 12 a 16 años (038)",458,457,1
"De 17 a 24 años (039)",525,520,5
"Mujeres (040)",1266,1075,191
"De 3 a 5 años (041)",176,19,157
"De 6 a 11 años (042)",325,306,19
"De 12 a 16 años (043)",343,339,4
"De 17 a 24 años (044)",422,411,11
