"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ABANCAY (000)",31552,21015,4072,2060,4405
"Sin nivel (001)",2228,1952,244,16,16
"Educación inicial (002)",30,25,4,,1
"Primaria (003)",7545,6194,1060,149,142
"Secundaria (004)",10648,8293,1318,404,633
"Superior no univ. incompleta (005)",1440,966,154,118,202
"Superior no univ. completa (006)",2603,980,378,437,808
"Superior univ. incompleta (007)",2227,1299,271,164,493
"Superior univ. completa (008)",4831,1306,643,772,2110
"De 06 a 14 años (010)",734,649,72,11,2
"Sin nivel (011)",9,9,,,
"Educación inicial (012)",5,4,1,,
"Primaria (013)",423,376,42,4,1
"Secundaria (014)",297,260,29,7,1
"De 15 a 29 años (020)",9617,6792,1321,553,951
"Sin nivel (021)",103,87,15,1,
"Educación inicial (022)",11,11,,,
"Primaria (023)",1190,950,200,29,11
"Secundaria (024)",4792,3830,635,170,157
"Superior no univ. incompleta (025)",733,538,81,52,62
"Superior no univ. completa (026)",742,361,108,85,188
"Superior univ. incompleta (027)",1070,694,147,78,151
"Superior univ. completa (028)",976,321,135,138,382
"De 30 a 44 años (030)",11780,7092,1566,937,2185
"Sin nivel (031)",400,339,49,6,6
"Educación inicial (032)",14,10,3,,1
"Primaria (033)",2603,2124,365,55,59
"Secundaria (034)",3602,2795,430,142,235
"Superior no univ. incompleta (035)",504,316,54,42,92
"Superior no univ. completa (036)",1269,432,201,226,410
"Superior univ. incompleta (037)",782,432,87,51,212
"Superior univ. completa (038)",2606,644,377,415,1170
"De 45 a 64 años (040)",7687,4993,947,525,1222
"Sin nivel (041)",1019,878,125,6,10
"Primaria (043)",2576,2111,363,47,55
"Secundaria (044)",1784,1262,211,81,230
"Superior no univ. incompleta (045)",187,99,19,22,47
"Superior no univ. completa (046)",568,173,65,125,205
"Superior univ. incompleta (047)",362,166,35,34,127
"Superior univ. completa (048)",1191,304,129,210,548
"De 65 y más años (050)",1734,1489,166,34,45
"Sin nivel (051)",697,639,55,3,
"Primaria (053)",753,633,90,14,16
"Secundaria (054)",173,146,13,4,10
"Superior no univ. incompleta (055)",16,13,,2,1
"Superior no univ. completa (056)",24,14,4,1,5
"Superior univ. incompleta (057)",13,7,2,1,3
"Superior univ. completa (058)",58,37,2,9,10
