"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia AREQUIPA (000)",364137,669431,631134,,11503,94.3,1.7
"De 12 a 14 años (001)",23997,98,88,,2,89.8,2
"De 15 a 19 años (002)",44129,2864,2773,845,96.8,29.5,
"De 20 a 24 años (003)",44338,17242,16926,2574,98.2,14.9,
"De 25 a 29 años (004)",40599,37098,36460,3046,98.3,8.2,
"De 30 a 34 años (005)",37753,57901,56743,2793,98,4.8,
"De 35 a 39 años (006)",33824,69620,67961,1636,97.6,2.3,
"De 40 a 44 años (007)",29728,74190,71890,539,96.9,0.7,
"De 45 a 49 años (008)",25049,70936,68062,68,95.9,0.1,
"De 50 y más años (009)",84720,339482,310231,,91.4,,
"PEA (010)",152785,261025,249797,3698,95.7,1.4,
"De 12 a 14 años (011)",965,19,17,,89.5,,
"De 15 a 19 años (012)",9300,840,818,185,97.4,22,
"De 20 a 24 años (013)",19712,6740,6592,673,97.8,10,
"De 25 a 29 años (014)",23115,16482,16182,918,98.2,5.6,
"De 30 a 34 años (015)",21791,28453,27843,1021,97.9,3.6,
"De 35 a 39 años (016)",19957,37737,36814,639,97.6,1.7,
"De 40 a 44 años (017)",17654,41504,40231,230,96.9,0.6,
"De 45 a 49 años (018)",14567,39053,37477,32,96,0.1,
"De 50 y más años (019)",25724,90197,83823,,92.9,,
"Ocupada (020)",144095,250011,239187,3420,95.7,1.4,
"De 12 a 14 años (021)",921,14,13,,92.9,,
"De 15 a 19 años (022)",8426,758,736,156,97.1,20.6,
"De 20 a 24 años (023)",17873,6170,6031,609,97.7,9.9,
"De 25 a 29 años (024)",21400,15412,15124,843,98.1,5.5,
"De 30 a 34 años (025)",20552,26974,26404,958,97.9,3.6,
"De 35 a 39 años (026)",18979,35904,35011,600,97.5,1.7,
"De 40 a 44 años (027)",16906,39654,38442,223,96.9,0.6,
"De 45 a 49 años (028)",14046,37608,36084,31,95.9,0.1,
"De 50 y más años (029)",24992,87517,81342,,92.9,,
"Desocupada (030)",8690,11014,10610,278,96.3,2.5,
"De 12 a 14 años (031)",44,5,4,,80,,
"De 15 a 19 años (032)",874,82,82,29,100,35.4,
"De 20 a 24 años (033)",1839,570,561,64,98.4,11.2,
"De 25 a 29 años (034)",1715,1070,1058,75,98.9,7,
